#    x:			Analytic:		Numerical:		Epsilon Largest:		log(h)
     0.39232154          0.58791887               0.58791868                  -6.4773019                   -3.6990569
     0.39252150          0.58775843               0.58775824                  -6.4773019                   -3.6990569
     0.39272146          0.58759791               0.58759771                  -6.4773019                   -3.6990569
     0.39292142          0.58743731               0.58743711                  -6.4773019                   -3.6990569
     0.39312138          0.58727663               0.58727643                  -6.4773019                   -3.6990569
     0.39332134          0.58711587               0.58711567                  -6.4773019                   -3.6990569
     0.39352130          0.58695503               0.58695484                  -6.4773019                   -3.6990569
     0.39372126          0.58679412               0.58679392                  -6.4773019                   -3.6990569
     0.39392122          0.58663313               0.58663293                  -6.4773019                   -3.6990569
     0.39412118          0.58647205               0.58647186                  -6.4773019                   -3.6990569
     0.39432114          0.58631091               0.58631071                  -6.4773019                   -3.6990569
     0.39452110          0.58614968               0.58614949                  -6.4773019                   -3.6990569
     0.39472106          0.58598838               0.58598818                  -6.4773019                   -3.6990569
     0.39492102          0.58582700               0.58582680                  -6.4773019                   -3.6990569
     0.39512098          0.58566554               0.58566535                  -6.4773019                   -3.6990569
     0.39532094          0.58550401               0.58550381                  -6.4773019                   -3.6990569
     0.39552090          0.58534240               0.58534220                  -6.4773019                   -3.6990569
     0.39572086          0.58518071               0.58518051                  -6.4773019                   -3.6990569
     0.39592082          0.58501894               0.58501875                  -6.4773019                   -3.6990569
     0.39612078          0.58485710               0.58485691                  -6.4773019                   -3.6990569
     0.39632074          0.58469519               0.58469499                  -6.4773019                   -3.6990569
     0.39652070          0.58453319               0.58453300                  -6.4773019                   -3.6990569
     0.39672066          0.58437113               0.58437093                  -6.4773019                   -3.6990569
     0.39692062          0.58420898               0.58420879                  -6.4773019                   -3.6990569
     0.39712058          0.58404676               0.58404657                  -6.4773019                   -3.6990569
     0.39732054          0.58388447               0.58388427                  -6.4773019                   -3.6990569
     0.39752050          0.58372210               0.58372190                  -6.4773020                   -3.6990569
     0.39772046          0.58355965               0.58355946                  -6.4773020                   -3.6990569
     0.39792042          0.58339713               0.58339694                  -6.4773020                   -3.6990569
     0.39812038          0.58323454               0.58323434                  -6.4773020                   -3.6990569
     0.39832034          0.58307187               0.58307168                  -6.4773020                   -3.6990569
     0.39852030          0.58290913               0.58290893                  -6.4773020                   -3.6990569
     0.39872026          0.58274631               0.58274611                  -6.4773020                   -3.6990569
     0.39892022          0.58258342               0.58258322                  -6.4773020                   -3.6990569
     0.39912018          0.58242045               0.58242025                  -6.4773020                   -3.6990569
     0.39932014          0.58225741               0.58225721                  -6.4773020                   -3.6990569
     0.39952010          0.58209429               0.58209410                  -6.4773020                   -3.6990569
     0.39972006          0.58193111               0.58193091                  -6.4773020                   -3.6990569
     0.39992002          0.58176785               0.58176765                  -6.4773020                   -3.6990569
     0.40011998          0.58160451               0.58160432                  -6.4773020                   -3.6990569
     0.40031994          0.58144110               0.58144091                  -6.4773020                   -3.6990569
     0.40051990          0.58127762               0.58127743                  -6.4773020                   -3.6990569
     0.40071986          0.58111407               0.58111388                  -6.4773020                   -3.6990569
     0.40091982          0.58095044               0.58095025                  -6.4773020                   -3.6990569
     0.40111978          0.58078675               0.58078655                  -6.4773020                   -3.6990569
     0.40131974          0.58062298               0.58062278                  -6.4773020                   -3.6990569
     0.40151970          0.58045913               0.58045894                  -6.4773020                   -3.6990569
     0.40171966          0.58029522               0.58029502                  -6.4773020                   -3.6990569
     0.40191962          0.58013123               0.58013104                  -6.4773020                   -3.6990569
     0.40211958          0.57996717               0.57996698                  -6.4773020                   -3.6990569
     0.40231954          0.57980304               0.57980285                  -6.4773020                   -3.6990569
     0.40251950          0.57963884               0.57963864                  -6.4773020                   -3.6990569
     0.40271946          0.57947456               0.57947437                  -6.4773020                   -3.6990569
     0.40291942          0.57931022               0.57931002                  -6.4773020                   -3.6990569
     0.40311938          0.57914580               0.57914561                  -6.4773020                   -3.6990569
     0.40331934          0.57898131               0.57898112                  -6.4773020                   -3.6990569
     0.40351930          0.57881676               0.57881656                  -6.4773020                   -3.6990569
     0.40371926          0.57865213               0.57865193                  -6.4773020                   -3.6990569
     0.40391922          0.57848743               0.57848723                  -6.4773020                   -3.6990569
     0.40411918          0.57832266               0.57832247                  -6.4773020                   -3.6990569
     0.40431914          0.57815782               0.57815763                  -6.4773020                   -3.6990569
     0.40451910          0.57799291               0.57799272                  -6.4773020                   -3.6990569
     0.40471906          0.57782793               0.57782773                  -6.4773021                   -3.6990569
     0.40491902          0.57766288               0.57766268                  -6.4773021                   -3.6990569
     0.40511898          0.57749776               0.57749757                  -6.4773021                   -3.6990569
     0.40531894          0.57733257               0.57733238                  -6.4773021                   -3.6990569
     0.40551890          0.57716731               0.57716712                  -6.4773021                   -3.6990569
     0.40571886          0.57700198               0.57700179                  -6.4773021                   -3.6990569
     0.40591882          0.57683658               0.57683639                  -6.4773021                   -3.6990569
     0.40611878          0.57667112               0.57667093                  -6.4773021                   -3.6990569
     0.40631874          0.57650558               0.57650539                  -6.4773021                   -3.6990569
     0.40651870          0.57633998               0.57633979                  -6.4773021                   -3.6990569
     0.40671866          0.57617431               0.57617411                  -6.4773021                   -3.6990569
     0.40691862          0.57600857               0.57600837                  -6.4773021                   -3.6990569
     0.40711858          0.57584276               0.57584256                  -6.4773021                   -3.6990569
     0.40731854          0.57567688               0.57567669                  -6.4773021                   -3.6990569
     0.40751850          0.57551093               0.57551074                  -6.4773021                   -3.6990569
     0.40771846          0.57534492               0.57534473                  -6.4773021                   -3.6990569
     0.40791842          0.57517884               0.57517865                  -6.4773021                   -3.6990569
     0.40811838          0.57501269               0.57501250                  -6.4773021                   -3.6990569
     0.40831834          0.57484647               0.57484628                  -6.4773021                   -3.6990569
     0.40851830          0.57468019               0.57468000                  -6.4773021                   -3.6990569
     0.40871826          0.57451384               0.57451365                  -6.4773021                   -3.6990569
     0.40891822          0.57434742               0.57434723                  -6.4773021                   -3.6990569
     0.40911818          0.57418093               0.57418074                  -6.4773021                   -3.6990569
     0.40931814          0.57401438               0.57401419                  -6.4773021                   -3.6990569
     0.40951810          0.57384776               0.57384757                  -6.4773021                   -3.6990569
     0.40971806          0.57368108               0.57368089                  -6.4773021                   -3.6990569
     0.40991802          0.57351433               0.57351413                  -6.4773021                   -3.6990569
     0.41011798          0.57334751               0.57334732                  -6.4773021                   -3.6990569
     0.41031794          0.57318062               0.57318043                  -6.4773021                   -3.6990569
     0.41051790          0.57301367               0.57301348                  -6.4773021                   -3.6990569
     0.41071786          0.57284666               0.57284647                  -6.4773021                   -3.6990569
     0.41091782          0.57267957               0.57267938                  -6.4773021                   -3.6990569
     0.41111778          0.57251243               0.57251224                  -6.4773021                   -3.6990569
     0.41131774          0.57234521               0.57234502                  -6.4773021                   -3.6990569
     0.41151770          0.57217793               0.57217774                  -6.4773021                   -3.6990569
     0.41171766          0.57201059               0.57201040                  -6.4773021                   -3.6990569
     0.41191762          0.57184318               0.57184299                  -6.4773021                   -3.6990569
     0.41211758          0.57167571               0.57167552                  -6.4773021                   -3.6990569
     0.41231754          0.57150817               0.57150798                  -6.4773022                   -3.6990569
     0.41251750          0.57134056               0.57134037                  -6.4773022                   -3.6990569
     0.41271746          0.57117290               0.57117271                  -6.4773022                   -3.6990569
     0.41291742          0.57100516               0.57100497                  -6.4773022                   -3.6990569
     0.41311738          0.57083737               0.57083718                  -6.4773022                   -3.6990569
     0.41331734          0.57066951               0.57066932                  -6.4773022                   -3.6990569
     0.41351730          0.57050158               0.57050139                  -6.4773022                   -3.6990569
     0.41371726          0.57033359               0.57033340                  -6.4773022                   -3.6990569
     0.41391722          0.57016554               0.57016535                  -6.4773022                   -3.6990569
     0.41411718          0.56999742               0.56999723                  -6.4773022                   -3.6990569
     0.41431714          0.56982924               0.56982905                  -6.4773022                   -3.6990569
     0.41451710          0.56966099               0.56966081                  -6.4773022                   -3.6990569
     0.41471706          0.56949269               0.56949250                  -6.4773022                   -3.6990569
     0.41491702          0.56932432               0.56932413                  -6.4773022                   -3.6990569
     0.41511698          0.56915588               0.56915569                  -6.4773022                   -3.6990569
     0.41531694          0.56898739               0.56898720                  -6.4773022                   -3.6990569
     0.41551690          0.56881883               0.56881864                  -6.4773022                   -3.6990569
     0.41571686          0.56865020               0.56865002                  -6.4773022                   -3.6990569
     0.41591682          0.56848152               0.56848133                  -6.4773022                   -3.6990569
     0.41611678          0.56831277               0.56831258                  -6.4773022                   -3.6990569
     0.41631674          0.56814396               0.56814377                  -6.4773022                   -3.6990569
     0.41651670          0.56797509               0.56797490                  -6.4773022                   -3.6990569
     0.41671666          0.56780616               0.56780597                  -6.4773022                   -3.6990569
     0.41691662          0.56763716               0.56763697                  -6.4773022                   -3.6990569
     0.41711658          0.56746810               0.56746791                  -6.4773022                   -3.6990569
     0.41731654          0.56729898               0.56729880                  -6.4773022                   -3.6990569
     0.41751650          0.56712980               0.56712961                  -6.4773022                   -3.6990569
     0.41771646          0.56696056               0.56696037                  -6.4773022                   -3.6990569
     0.41791642          0.56679126               0.56679107                  -6.4773022                   -3.6990569
     0.41811638          0.56662189               0.56662170                  -6.4773022                   -3.6990569
     0.41831634          0.56645247               0.56645228                  -6.4773022                   -3.6990569
     0.41851630          0.56628298               0.56628279                  -6.4773022                   -3.6990569
     0.41871626          0.56611343               0.56611324                  -6.4773022                   -3.6990569
     0.41891622          0.56594382               0.56594363                  -6.4773022                   -3.6990569
     0.41911618          0.56577415               0.56577396                  -6.4773022                   -3.6990569
     0.41931614          0.56560442               0.56560423                  -6.4773022                   -3.6990569
     0.41951610          0.56543463               0.56543444                  -6.4773022                   -3.6990569
     0.41971606          0.56526478               0.56526459                  -6.4773022                   -3.6990569
     0.41991602          0.56509487               0.56509468                  -6.4773022                   -3.6990569
     0.42011598          0.56492490               0.56492471                  -6.4773022                   -3.6990569
     0.42031594          0.56475487               0.56475468                  -6.4773022                   -3.6990569
     0.42051590          0.56458478               0.56458459                  -6.4773022                   -3.6990569
     0.42071586          0.56441463               0.56441444                  -6.4773022                   -3.6990569
     0.42091582          0.56424442               0.56424423                  -6.4773022                   -3.6990569
     0.42111578          0.56407415               0.56407396                  -6.4773022                   -3.6990569
     0.42131574          0.56390382               0.56390364                  -6.4773022                   -3.6990569
     0.42151570          0.56373344               0.56373325                  -6.4773022                   -3.6990569
     0.42171566          0.56356299               0.56356280                  -6.4773022                   -3.6990569
     0.42191562          0.56339249               0.56339230                  -6.4773022                   -3.6990569
     0.42211558          0.56322192               0.56322173                  -6.4773022                   -3.6990569
     0.42231554          0.56305130               0.56305111                  -6.4773022                   -3.6990569
     0.42251550          0.56288062               0.56288043                  -6.4773022                   -3.6990569
     0.42271546          0.56270988               0.56270969                  -6.4773022                   -3.6990569
     0.42291542          0.56253908               0.56253889                  -6.4773022                   -3.6990569
     0.42311538          0.56236822               0.56236803                  -6.4773022                   -3.6990569
     0.42331534          0.56219731               0.56219712                  -6.4773022                   -3.6990569
     0.42351530          0.56202634               0.56202615                  -6.4773022                   -3.6990569
     0.42371526          0.56185530               0.56185512                  -6.4773022                   -3.6990569
     0.42391522          0.56168422               0.56168403                  -6.4773023                   -3.6990569
     0.42411518          0.56151307               0.56151288                  -6.4773023                   -3.6990569
     0.42431514          0.56134187               0.56134168                  -6.4773023                   -3.6990569
     0.42451510          0.56117061               0.56117042                  -6.4773023                   -3.6990569
     0.42471506          0.56099929               0.56099910                  -6.4773023                   -3.6990569
     0.42491502          0.56082791               0.56082773                  -6.4773023                   -3.6990569
     0.42511498          0.56065648               0.56065629                  -6.4773023                   -3.6990569
     0.42531494          0.56048499               0.56048480                  -6.4773023                   -3.6990569
     0.42551490          0.56031344               0.56031326                  -6.4773023                   -3.6990569
     0.42571486          0.56014184               0.56014166                  -6.4773023                   -3.6990569
     0.42591482          0.55997018               0.55997000                  -6.4773023                   -3.6990569
     0.42611478          0.55979847               0.55979828                  -6.4773023                   -3.6990569
     0.42631474          0.55962669               0.55962651                  -6.4773023                   -3.6990569
     0.42651470          0.55945486               0.55945468                  -6.4773023                   -3.6990569
     0.42671466          0.55928298               0.55928279                  -6.4773023                   -3.6990569
     0.42691462          0.55911104               0.55911085                  -6.4773023                   -3.6990569
     0.42711458          0.55893904               0.55893886                  -6.4773023                   -3.6990569
     0.42731454          0.55876699               0.55876680                  -6.4773023                   -3.6990569
     0.42751450          0.55859488               0.55859469                  -6.4773023                   -3.6990569
     0.42771446          0.55842272               0.55842253                  -6.4773023                   -3.6990569
     0.42791442          0.55825050               0.55825031                  -6.4773023                   -3.6990569
     0.42811438          0.55807822               0.55807803                  -6.4773023                   -3.6990569
     0.42831434          0.55790589               0.55790570                  -6.4773023                   -3.6990569
     0.42851430          0.55773350               0.55773332                  -6.4773023                   -3.6990569
     0.42871426          0.55756106               0.55756088                  -6.4773023                   -3.6990569
     0.42891422          0.55738857               0.55738838                  -6.4773023                   -3.6990569
     0.42911418          0.55721602               0.55721583                  -6.4773023                   -3.6990569
     0.42931414          0.55704341               0.55704323                  -6.4773023                   -3.6990569
     0.42951410          0.55687075               0.55687057                  -6.4773023                   -3.6990569
     0.42971406          0.55669804               0.55669785                  -6.4773023                   -3.6990569
     0.42991402          0.55652527               0.55652508                  -6.4773023                   -3.6990569
     0.43011398          0.55635245               0.55635226                  -6.4773023                   -3.6990569
     0.43031394          0.55617957               0.55617938                  -6.4773023                   -3.6990569
     0.43051390          0.55600664               0.55600645                  -6.4773023                   -3.6990569
     0.43071386          0.55583365               0.55583347                  -6.4773023                   -3.6990569
     0.43091382          0.55566061               0.55566043                  -6.4773023                   -3.6990569
     0.43111378          0.55548752               0.55548734                  -6.4773023                   -3.6990569
     0.43131374          0.55531437               0.55531419                  -6.4773023                   -3.6990569
     0.43151370          0.55514117               0.55514099                  -6.4773023                   -3.6990569
     0.43171366          0.55496792               0.55496774                  -6.4773023                   -3.6990569
     0.43191362          0.55479461               0.55479443                  -6.4773023                   -3.6990569
     0.43211358          0.55462125               0.55462107                  -6.4773023                   -3.6990569
     0.43231354          0.55444784               0.55444766                  -6.4773023                   -3.6990569
     0.43251350          0.55427437               0.55427419                  -6.4773023                   -3.6990569
     0.43271346          0.55410086               0.55410067                  -6.4773023                   -3.6990569
     0.43291342          0.55392728               0.55392710                  -6.4773023                   -3.6990569
     0.43311338          0.55375366               0.55375347                  -6.4773023                   -3.6990569
     0.43331334          0.55357998               0.55357980                  -6.4773023                   -3.6990569
     0.43351330          0.55340625               0.55340607                  -6.4773023                   -3.6990569
     0.43371326          0.55323247               0.55323229                  -6.4773023                   -3.6990569
     0.43391322          0.55305864               0.55305845                  -6.4773023                   -3.6990569
     0.43411318          0.55288475               0.55288456                  -6.4773023                   -3.6990569
     0.43431314          0.55271081               0.55271063                  -6.4773023                   -3.6990569
     0.43451310          0.55253682               0.55253664                  -6.4773023                   -3.6990569
     0.43471306          0.55236278               0.55236259                  -6.4773023                   -3.6990569
     0.43491302          0.55218868               0.55218850                  -6.4773023                   -3.6990569
     0.43511298          0.55201454               0.55201435                  -6.4773023                   -3.6990569
     0.43531294          0.55184034               0.55184016                  -6.4773023                   -3.6990569
     0.43551290          0.55166609               0.55166591                  -6.4773023                   -3.6990569
     0.43571286          0.55149179               0.55149161                  -6.4773023                   -3.6990569
     0.43591282          0.55131744               0.55131726                  -6.4773023                   -3.6990569
     0.43611278          0.55114304               0.55114285                  -6.4773023                   -3.6990569
     0.43631274          0.55096858               0.55096840                  -6.4773023                   -3.6990569
     0.43651270          0.55079408               0.55079390                  -6.4773023                   -3.6990569
     0.43671266          0.55061952               0.55061934                  -6.4773023                   -3.6990569
     0.43691262          0.55044492               0.55044473                  -6.4773023                   -3.6990569
     0.43711258          0.55027026               0.55027008                  -6.4773023                   -3.6990569
     0.43731254          0.55009555               0.55009537                  -6.4773024                   -3.6990569
     0.43751250          0.54992080               0.54992061                  -6.4773024                   -3.6990569
     0.43771246          0.54974599               0.54974581                  -6.4773024                   -3.6990569
     0.43791242          0.54957113               0.54957095                  -6.4773024                   -3.6990569
     0.43811238          0.54939622               0.54939604                  -6.4773024                   -3.6990569
     0.43831234          0.54922126               0.54922108                  -6.4773024                   -3.6990569
     0.43851230          0.54904626               0.54904607                  -6.4773024                   -3.6990569
     0.43871226          0.54887120               0.54887101                  -6.4773024                   -3.6990569
     0.43891222          0.54869609               0.54869591                  -6.4773024                   -3.6990569
     0.43911218          0.54852093               0.54852075                  -6.4773024                   -3.6990569
     0.43931214          0.54834572               0.54834554                  -6.4773024                   -3.6990569
     0.43951210          0.54817047               0.54817029                  -6.4773024                   -3.6990569
     0.43971206          0.54799516               0.54799498                  -6.4773024                   -3.6990569
     0.43991202          0.54781981               0.54781963                  -6.4773024                   -3.6990569
     0.44011198          0.54764440               0.54764422                  -6.4773024                   -3.6990569
     0.44031194          0.54746895               0.54746877                  -6.4773024                   -3.6990569
     0.44051190          0.54729345               0.54729327                  -6.4773024                   -3.6990569
     0.44071186          0.54711790               0.54711772                  -6.4773024                   -3.6990569
     0.44091182          0.54694230               0.54694212                  -6.4773024                   -3.6990569
     0.44111178          0.54676665               0.54676647                  -6.4773024                   -3.6990569
     0.44131174          0.54659095               0.54659077                  -6.4773024                   -3.6990569
     0.44151170          0.54641521               0.54641503                  -6.4773024                   -3.6990569
     0.44171166          0.54623941               0.54623923                  -6.4773024                   -3.6990569
     0.44191162          0.54606357               0.54606339                  -6.4773024                   -3.6990569
     0.44211158          0.54588768               0.54588750                  -6.4773024                   -3.6990569
     0.44231154          0.54571174               0.54571156                  -6.4773024                   -3.6990569
     0.44251150          0.54553576               0.54553558                  -6.4773024                   -3.6990569
     0.44271146          0.54535972               0.54535954                  -6.4773024                   -3.6990569
     0.44291142          0.54518364               0.54518346                  -6.4773024                   -3.6990569
     0.44311138          0.54500751               0.54500733                  -6.4773024                   -3.6990569
     0.44331134          0.54483134               0.54483115                  -6.4773024                   -3.6990569
     0.44351130          0.54465511               0.54465493                  -6.4773024                   -3.6990569
     0.44371126          0.54447884               0.54447866                  -6.4773024                   -3.6990569
     0.44391122          0.54430252               0.54430234                  -6.4773024                   -3.6990569
     0.44411118          0.54412615               0.54412597                  -6.4773024                   -3.6990569
     0.44431114          0.54394974               0.54394956                  -6.4773024                   -3.6990569
     0.44451110          0.54377328               0.54377310                  -6.4773024                   -3.6990569
     0.44471106          0.54359677               0.54359659                  -6.4773024                   -3.6990569
     0.44491102          0.54342022               0.54342004                  -6.4773024                   -3.6990569
     0.44511098          0.54324362               0.54324344                  -6.4773024                   -3.6990569
     0.44531094          0.54306697               0.54306679                  -6.4773024                   -3.6990569
     0.44551090          0.54289027               0.54289009                  -6.4773024                   -3.6990569
     0.44571086          0.54271353               0.54271335                  -6.4773024                   -3.6990569
     0.44591082          0.54253675               0.54253657                  -6.4773024                   -3.6990569
     0.44611078          0.54235991               0.54235973                  -6.4773024                   -3.6990569
     0.44631074          0.54218303               0.54218285                  -6.4773024                   -3.6990569
     0.44651070          0.54200611               0.54200593                  -6.4773024                   -3.6990569
     0.44671066          0.54182914               0.54182896                  -6.4773024                   -3.6990569
     0.44691062          0.54165212               0.54165194                  -6.4773024                   -3.6990569
     0.44711058          0.54147506               0.54147488                  -6.4773024                   -3.6990569
     0.44731054          0.54129795               0.54129777                  -6.4773024                   -3.6990569
     0.44751050          0.54112079               0.54112061                  -6.4773024                   -3.6990569
     0.44771046          0.54094359               0.54094341                  -6.4773024                   -3.6990569
     0.44791042          0.54076635               0.54076617                  -6.4773024                   -3.6990569
     0.44811038          0.54058906               0.54058888                  -6.4773024                   -3.6990569
     0.44831034          0.54041172               0.54041154                  -6.4773024                   -3.6990569
     0.44851030          0.54023434               0.54023416                  -6.4773024                   -3.6990569
     0.44871026          0.54005691               0.54005673                  -6.4773024                   -3.6990569
     0.44891022          0.53987944               0.53987926                  -6.4773024                   -3.6990569
     0.44911018          0.53970192               0.53970174                  -6.4773024                   -3.6990569
     0.44931014          0.53952436               0.53952418                  -6.4773024                   -3.6990569
     0.44951010          0.53934676               0.53934658                  -6.4773024                   -3.6990569
     0.44971006          0.53916911               0.53916893                  -6.4773024                   -3.6990569
     0.44991002          0.53899141               0.53899123                  -6.4773024                   -3.6990569
     0.45010998          0.53881367               0.53881349                  -6.4773024                   -3.6990569
     0.45030994          0.53863589               0.53863571                  -6.4773024                   -3.6990569
     0.45050990          0.53845806               0.53845788                  -6.4773024                   -3.6990569
     0.45070986          0.53828019               0.53828001                  -6.4773024                   -3.6990569
     0.45090982          0.53810227               0.53810209                  -6.4773024                   -3.6990569
     0.45110978          0.53792431               0.53792413                  -6.4773024                   -3.6990569
     0.45130974          0.53774630               0.53774613                  -6.4773024                   -3.6990569
     0.45150970          0.53756826               0.53756808                  -6.4773024                   -3.6990569
     0.45170966          0.53739016               0.53738999                  -6.4773024                   -3.6990569
     0.45190962          0.53721203               0.53721185                  -6.4773024                   -3.6990569
     0.45210958          0.53703385               0.53703367                  -6.4773024                   -3.6990569
     0.45230954          0.53685563               0.53685545                  -6.4773024                   -3.6990569
     0.45250950          0.53667736               0.53667718                  -6.4773024                   -3.6990569
     0.45270946          0.53649905               0.53649887                  -6.4773024                   -3.6990569
     0.45290942          0.53632070               0.53632052                  -6.4773024                   -3.6990569
     0.45310938          0.53614230               0.53614212                  -6.4773024                   -3.6990569
     0.45330934          0.53596386               0.53596368                  -6.4773024                   -3.6990569
     0.45350930          0.53578538               0.53578520                  -6.4773024                   -3.6990569
     0.45370926          0.53560686               0.53560668                  -6.4773024                   -3.6990569
     0.45390922          0.53542829               0.53542811                  -6.4773024                   -3.6990569
     0.45410918          0.53524968               0.53524950                  -6.4773024                   -3.6990569
     0.45430914          0.53507103               0.53507085                  -6.4773024                   -3.6990569
     0.45450910          0.53489233               0.53489215                  -6.4773024                   -3.6990569
     0.45470906          0.53471359               0.53471341                  -6.4773024                   -3.6990569
     0.45490902          0.53453481               0.53453463                  -6.4773024                   -3.6990569
     0.45510898          0.53435599               0.53435581                  -6.4773024                   -3.6990569
     0.45530894          0.53417712               0.53417695                  -6.4773024                   -3.6990569
     0.45550890          0.53399822               0.53399804                  -6.4773024                   -3.6990569
     0.45570886          0.53381927               0.53381909                  -6.4773024                   -3.6990569
     0.45590882          0.53364028               0.53364010                  -6.4773024                   -3.6990569
     0.45610878          0.53346124               0.53346107                  -6.4773024                   -3.6990569
     0.45630874          0.53328217               0.53328199                  -6.4773024                   -3.6990569
     0.45650870          0.53310305               0.53310288                  -6.4773024                   -3.6990569
     0.45670866          0.53292390               0.53292372                  -6.4773024                   -3.6990569
     0.45690862          0.53274470               0.53274452                  -6.4773024                   -3.6990569
     0.45710858          0.53256546               0.53256528                  -6.4773024                   -3.6990569
     0.45730854          0.53238617               0.53238600                  -6.4773024                   -3.6990569
     0.45750850          0.53220685               0.53220667                  -6.4773024                   -3.6990569
     0.45770846          0.53202748               0.53202731                  -6.4773024                   -3.6990569
     0.45790842          0.53184808               0.53184790                  -6.4773024                   -3.6990569
     0.45810838          0.53166863               0.53166845                  -6.4773024                   -3.6990569
     0.45830834          0.53148914               0.53148897                  -6.4773024                   -3.6990569
     0.45850830          0.53130961               0.53130944                  -6.4773024                   -3.6990569
     0.45870826          0.53113005               0.53112987                  -6.4773024                   -3.6990569
     0.45890822          0.53095043               0.53095026                  -6.4773024                   -3.6990569
     0.45910818          0.53077078               0.53077061                  -6.4773024                   -3.6990569
     0.45930814          0.53059109               0.53059092                  -6.4773024                   -3.6990569
     0.45950810          0.53041136               0.53041118                  -6.4773024                   -3.6990569
     0.45970806          0.53023159               0.53023141                  -6.4773024                   -3.6990569
     0.45990802          0.53005178               0.53005160                  -6.4773024                   -3.6990569
     0.46010798          0.52987192               0.52987175                  -6.4773024                   -3.6990569
     0.46030794          0.52969203               0.52969185                  -6.4773024                   -3.6990569
     0.46050790          0.52951210               0.52951192                  -6.4773024                   -3.6990569
     0.46070786          0.52933212               0.52933195                  -6.4773024                   -3.6990569
     0.46090782          0.52915211               0.52915193                  -6.4773024                   -3.6990569
     0.46110778          0.52897206               0.52897188                  -6.4773024                   -3.6990569
     0.46130774          0.52879197               0.52879179                  -6.4773024                   -3.6990569
     0.46150770          0.52861183               0.52861166                  -6.4773024                   -3.6990569
     0.46170766          0.52843166               0.52843148                  -6.4773024                   -3.6990569
     0.46190762          0.52825145               0.52825127                  -6.4773024                   -3.6990569
     0.46210758          0.52807120               0.52807102                  -6.4773024                   -3.6990569
     0.46230754          0.52789091               0.52789073                  -6.4773024                   -3.6990569
     0.46250750          0.52771058               0.52771040                  -6.4773024                   -3.6990569
     0.46270746          0.52753021               0.52753004                  -6.4773024                   -3.6990569
     0.46290742          0.52734980               0.52734963                  -6.4773024                   -3.6990569
     0.46310738          0.52716936               0.52716918                  -6.4773024                   -3.6990569
     0.46330734          0.52698887               0.52698870                  -6.4773024                   -3.6990569
     0.46350730          0.52680835               0.52680817                  -6.4773024                   -3.6990569
     0.46370726          0.52662778               0.52662761                  -6.4773024                   -3.6990569
     0.46390722          0.52644718               0.52644701                  -6.4773024                   -3.6990569
     0.46410718          0.52626654               0.52626636                  -6.4773024                   -3.6990569
     0.46430714          0.52608586               0.52608569                  -6.4773024                   -3.6990569
     0.46450710          0.52590514               0.52590497                  -6.4773024                   -3.6990569
     0.46470706          0.52572439               0.52572421                  -6.4773024                   -3.6990569
     0.46490702          0.52554359               0.52554342                  -6.4773024                   -3.6990569
     0.46510698          0.52536276               0.52536258                  -6.4773024                   -3.6990569
     0.46530694          0.52518189               0.52518171                  -6.4773024                   -3.6990569
     0.46550690          0.52500098               0.52500080                  -6.4773024                   -3.6990569
     0.46570686          0.52482003               0.52481986                  -6.4773024                   -3.6990569
     0.46590682          0.52463905               0.52463887                  -6.4773024                   -3.6990569
     0.46610678          0.52445802               0.52445785                  -6.4773024                   -3.6990569
     0.46630674          0.52427696               0.52427679                  -6.4773024                   -3.6990569
     0.46650670          0.52409586               0.52409569                  -6.4773024                   -3.6990569
     0.46670666          0.52391473               0.52391455                  -6.4773024                   -3.6990569
     0.46690662          0.52373355               0.52373338                  -6.4773024                   -3.6990569
     0.46710658          0.52355234               0.52355217                  -6.4773024                   -3.6990569
     0.46730654          0.52337109               0.52337092                  -6.4773024                   -3.6990569
     0.46750650          0.52318981               0.52318963                  -6.4773024                   -3.6990569
     0.46770646          0.52300848               0.52300831                  -6.4773024                   -3.6990569
     0.46790642          0.52282712               0.52282695                  -6.4773024                   -3.6990569
     0.46810638          0.52264573               0.52264555                  -6.4773024                   -3.6990569
     0.46830634          0.52246429               0.52246412                  -6.4773024                   -3.6990569
     0.46850630          0.52228282               0.52228264                  -6.4773024                   -3.6990569
