#Time(Yr)                X_Me                Y_Me                Z_Me           R_Mercury                X_Ve                Y_Ve                Z_Ve             R_Venus                X_Ea                Y_Ea                Z_Ea             R_Earth                X_Ma                Y_Ma                Z_Ma              R_Mars                X_Ju                Y_Ju                Z_Ju           R_Jupiter                X_Sa                Y_Sa                Z_Sa            R_Saturn                X_Ur                Y_Ur                Z_Ur            R_Uranus                X_Ne                Y_Ne                Z_Ne           R_Neptune                X_Pu                Y_Pu                Z_Pu             R_Pluto
0.00000           -0.125329           -0.453940          -0.0257118            0.471625            0.578350           -0.435120          -0.0394689            0.724828           -0.991400           -0.169940         0.000198187             1.00586            0.902330             1.16060          0.00223830             1.47010             3.55378             3.47587          -0.0939615             4.97191             6.01042             6.90070           -0.359215             9.15827             14.6600            -13.4990           -0.240100             19.9298             17.0329            -24.8360            0.118927             30.1158            -9.61350            -28.0971             5.78738             30.2549
0.0500000            0.255888           -0.334061          -0.0284826            0.421766            0.712015          -0.0970795          -0.0147116            0.718754           -0.897494           -0.467782           0.0304672             1.01254            0.698102             1.32081           0.0380489             1.49443             3.45437             3.57942          -0.0625912             4.97482             5.92793             6.96691           -0.327595             9.15345             14.7080            -13.4495           -0.210179             19.9313             17.0797            -24.8032            0.147972             30.1154            -9.55777            -28.1246             5.80886             30.2669
0.100000            0.274737            0.137983          0.00721382            0.307525            0.660963            0.265623           0.0478279            0.713944           -0.719017           -0.721693           0.0955316             1.02321            0.473243             1.44212            0.107951             1.52162             3.35220             3.68009          0.00291208             4.97799             5.84468             7.03222           -0.261821             9.14773             14.7558            -13.3997           -0.146108             19.9326             17.1265            -24.7704            0.211166             30.1153            -9.50200            -28.1520             5.86447             30.2855
0.150000           -0.170887            0.280178          0.00373427            0.328201            0.435621            0.558167           0.0549710            0.710167           -0.474792           -0.909884           0.0991272             1.03109            0.235107             1.52318            0.114762             1.54548             3.24735             3.77783          0.00544507             4.98170             5.76067             7.09663           -0.259000             9.14409             14.8035            -13.3499           -0.144994             19.9344             17.1732            -24.7374            0.211403             30.1148            -9.44621            -28.1792             5.85711             30.2920
0.200000         -0.00652154          -0.0887120          0.00649200           0.0891880           0.0940751            0.700684           0.0590384            0.709432           -0.188227            -1.01692           0.0947369             1.03853         -0.00932596             1.56364            0.112351             1.56770             3.13990             3.87255        -0.000931471             4.98554             5.67591             7.16011           -0.265067             9.14075             14.8509            -13.2998           -0.152769             19.9363             17.2199            -24.7044            0.202750             30.1143            -9.39037            -28.2064             5.84084             30.2968
0.250000            0.955663             1.79299           -0.284689             2.05162           -0.273287            0.655808           -0.224771            0.745179            0.114969            -1.03498           -0.197309             1.05987           -0.253563             1.56407           -0.177490             1.59440             3.02996             3.96419           -0.294374             4.99821             5.59041             7.22266           -0.558170             9.15047             14.8982            -13.2496           -0.447583             19.9426             17.2665            -24.6713          -0.0929429             30.1133            -9.33451            -28.2335             5.53752             30.2477
0.300000             1.81496             3.70581           -0.759226             4.19565           -0.591446            0.469631           -0.672833             1.01147            0.410846           -0.974202           -0.645283             1.23865           -0.492060             1.52799           -0.620454             1.72100             2.91763             4.05272           -0.740502             5.04831             5.50420             7.28428            -1.00391             9.18503             14.9453            -13.1992           -0.895038             19.9595             17.3130            -24.6380           -0.541277             30.1175            -9.27861            -28.2604             5.08155             30.1756
0.350000             2.67153             5.61298            -1.17070             6.32560           -0.851182            0.231460            -1.01764             1.34673            0.686300           -0.861895           -0.973834             1.47045           -0.721314             1.46258           -0.938006             1.88130             2.80307             4.13814            -1.06130             5.10958             5.41728             7.34496            -1.32427             9.22221             14.9922            -13.1487            -1.21710             19.9783             17.3594            -24.6047           -0.864221             30.1246            -9.22268            -28.2873             4.75096             30.1298
0.400000             3.52704             7.51780            -1.51909             8.44186            -1.07473          -0.0178320            -1.27229             1.66555            0.940282           -0.721698            -1.19771             1.68508           -0.939928             1.37532            -1.14511             2.02144             2.68645             4.22051            -1.27240             5.16224             5.32967             7.40472            -1.53488             9.25155             15.0389            -13.0980            -1.42943             19.9942             17.4058            -24.5713            -1.07743             30.1310            -9.16671            -28.3141             4.53009             30.1038
0.450000             4.38196             9.42134            -1.81832             10.5484            -1.27475           -0.267151            -1.45974             1.95632             1.17476           -0.566173            -1.34144             1.87085            -1.14731             1.27151            -1.26592             2.12970             2.56789             4.29985            -1.39808             5.19975             5.24140             7.46355            -1.66003             9.26998             15.0854            -13.0471            -1.55630             20.0054             17.4522            -24.5379            -1.20517             30.1353            -9.11071            -28.3408             4.39467             30.0918
0.500000             5.23650             11.3241            -2.07865             12.6482            -1.45776           -0.513079            -1.59549             2.22124             1.39150           -0.401931            -1.42232             2.02998            -1.34297             1.15465            -1.31765             2.20748             2.44753             4.37618            -1.45545             5.22108             5.15247             7.52146            -1.71682             9.27727             15.1317            -12.9961            -1.61483             20.0119             17.4984            -24.5043            -1.26458             30.1373            -9.05468            -28.3673             4.32758             30.0902
0.550000             6.09078             13.2262            -2.30711             14.7429            -1.62756           -0.754442            -1.68980             2.46446             1.59183           -0.232855            -1.45225             2.16729            -1.52631             1.02717            -1.31227             2.25981             2.32548             4.44946            -1.45639             5.22749             5.06291             7.57843            -1.71716             9.27438             15.1779            -12.9449            -1.61691             20.0138             17.5447            -24.4706            -1.26753             30.1369            -8.99862            -28.3938             4.31693             30.0968
0.600000             6.94487             15.1280            -2.50881             16.8339            -1.78658           -0.990857            -1.74991             2.68996             1.77673          -0.0614655            -1.43986             2.28774            -1.69660            0.890898            -1.25868             2.29269             2.20182             4.51968            -1.40969             5.22137             4.97271             7.63445            -1.66983             9.26289             15.2238            -12.8935            -1.57133             20.0119             17.5908            -24.4369            -1.22283             30.1346            -8.94252            -28.4201             4.35393             30.1103
0.650000             7.79882             17.0294            -2.68772             18.9221            -1.93652            -1.22226            -1.78132             2.90123             1.94700            0.110470            -1.39185             2.39588            -1.85300            0.747327            -1.16391             2.31231             2.07663             4.58676            -1.32231             5.20570             4.88189             7.68953            -1.58179             9.24466             15.2696            -12.8420            -1.48505             20.0071             17.6369            -24.4030            -1.13742             30.1307            -8.88639            -28.4464             4.43163             30.1298
0.700000             8.65265             18.9306            -2.84714             21.0081            -2.07861            -1.44873            -1.78844             3.10129             2.10331            0.281642            -1.31368             2.49580            -1.99462            0.597793            -1.03391             2.32483             1.94999             4.65064            -1.20014             5.18375             4.79046             7.74364            -1.45893             9.22176             15.3152            -12.7903            -1.36397             20.0002             17.6829            -24.3691            -1.01721             30.1260            -8.83023            -28.4726             4.54411             30.1547
0.750000             9.50639             20.8315            -2.99002             23.0925            -2.21382            -1.67042            -1.77506             3.29274             2.24627            0.451052            -1.21012             2.59106            -2.12059            0.443570           -0.874051             2.33615             1.82197             4.71122            -1.04847             5.15892             4.69842             7.79677            -1.30656             9.19630             15.3606            -12.7385            -1.21338             19.9923             17.7289            -24.3351           -0.867489             30.1208            -8.77403            -28.4986             4.68609             30.1847
0.800000             10.3601             22.7324            -3.11908             25.1758            -2.34289            -1.88749            -1.74460             3.47784             2.37650            0.617924            -1.08543             2.68472            -2.23017            0.285918           -0.689349             2.35173             1.69265             4.76841           -0.872278             5.13456             4.60578             7.84891            -1.12965             9.17032             15.4058            -12.6865            -1.03826             19.9841             17.7748            -24.3010           -0.693244             30.1158            -8.71781            -28.5246             4.85258             30.2192
0.850000             11.2137             24.6330            -3.23693             27.2582            -2.46647            -2.10012            -1.70019             3.65850             2.49461            0.781664           -0.943574             2.77928            -2.32289            0.126100           -0.484648             2.37626             1.56209             4.82214           -0.676348             5.11376             4.51255             7.90004           -0.932986             9.14572             15.4508            -12.6344           -0.843402             19.9767             17.8206            -24.2668           -0.499256             30.1115            -8.66155            -28.5504             5.03881             30.2578
0.900000             12.0672             26.5336            -3.34609             29.3401            -2.58506            -2.30853            -1.64481             3.83631             2.60126            0.941829           -0.788226             2.87661            -2.39858          -0.0346491           -0.264618             2.41338             1.43038             4.87231           -0.465286             5.09920             4.41874             7.95015           -0.721180             9.12415             15.4957            -12.5821           -0.633410             19.9706             17.8663            -24.2325           -0.290135             30.1082            -8.60526            -28.5761             5.24015             30.3003
0.950000             12.9207             28.4340            -3.44895             31.4218            -2.69913            -2.51290            -1.58121             4.01251             2.69713             1.09811           -0.622804             2.97796            -2.45751           -0.195165          -0.0336946             2.46548             1.29761             4.91885           -0.243463             5.09295             4.32434             7.99922           -0.498605             9.10692             15.5403            -12.5296           -0.412656             19.9665             17.9120            -24.1982          -0.0702538             30.1064            -8.54895            -28.6018             5.45225             30.3459
1.00000             13.7742             30.3344            -3.54772             33.5035            -2.80908            -2.71343            -1.51191             4.18802             2.78293             1.25030           -0.450409             3.08396            -2.50032           -0.354414            0.204039             2.53355             1.16387             4.96173          -0.0148980             5.09643             4.22938             8.04724           -0.269283             9.09496             15.5847            -12.4770           -0.185163             19.9648             17.9577            -24.1637            0.156366             30.1063            -8.49260            -28.6273             5.67107             30.3942
1.05000             14.6276             32.2346            -3.64439             35.5854            -2.91524            -2.91031            -1.43915             4.36345             2.85937             1.39830           -0.273776             3.19472            -2.52802           -0.511532            0.444969             2.61736             1.02927             5.00091            0.216847             5.11034             4.13386             8.09421          -0.0367767             9.08880             15.6290            -12.4243           0.0455090             19.9657             18.0032            -24.1292            0.386164             30.1078            -8.43622            -28.6528             5.89305             30.4447
1.10000             15.4810             34.1348            -3.74066             37.6675            -3.01794            -3.10374            -1.36485             4.53916             2.92716             1.54208          -0.0952449             3.30989            -2.54184           -0.665857            0.686033             2.71569            0.893904             5.03640            0.448749             5.13476             4.03780             8.14010            0.195888             9.08864             15.6731            -12.3713            0.276335             19.9693             18.0487            -24.0945            0.616115             30.1112            -8.37981            -28.6781             6.11517             30.4967
1.15000             16.3343             36.0350            -3.83793             39.7499            -3.11746            -3.29388            -1.29060             4.71528             2.98699             1.68168           0.0832552             3.42886            -2.54316           -0.816919            0.924746             2.82669            0.757890             5.06823            0.678341             5.16928             3.94120             8.18493            0.426243             9.09438             15.7169            -12.3183            0.504848             19.9754             18.0942            -24.0598            0.843752             30.1162            -8.32338            -28.7034             6.33497             30.5498
1.20000             17.1876             37.9350            -3.93731             41.8328            -3.21403            -3.48093            -1.21764             4.89178             3.03949             1.81717            0.260180             3.55082            -2.53337           -0.964425             1.15918             2.94819            0.621336             5.09643            0.903690             5.21309             3.84407             8.22867            0.652355             9.10569             15.7606            -12.2651            0.729118             19.9840             18.1396            -24.0250             1.06714             30.1228            -8.26691            -28.7285             6.55050             30.6035
1.25000             18.0410             39.8351            -4.03965             43.9161            -3.30789            -3.66504            -1.14696             5.06854             3.08530             1.94867            0.434332             3.67492            -2.51382            -1.10823             1.38790             3.07795            0.484350             5.12109             1.12334             5.26518             3.74645             8.27134            0.872763             9.12210             15.8041            -12.2117            0.947683             19.9948             18.1849            -23.9901             1.28483             30.1308            -8.21042            -28.7535             6.76032             30.6574
1.30000             18.8942             41.7350            -4.14557             45.9999            -3.39924            -3.84636            -1.07927             5.24540             3.12497             2.07629            0.604807             3.80029            -2.48575            -1.24828             1.60988             3.21386            0.347037             5.14229             1.33622             5.32439             3.64833             8.31293             1.08640             9.14305             15.8473            -12.1581             1.15948             20.0076             18.2301            -23.9551             1.49574             30.1401            -8.15390            -28.7785             6.96334             30.7112
1.35000             19.7475             43.6350            -4.25552             48.0842            -3.48827            -4.02506            -1.01513             5.42214             3.15901             2.20020            0.770940             3.92614            -2.45028            -1.38462             1.82443             3.35404            0.209498             5.16014             1.54159             5.38956             3.54974             8.35344             1.29252             9.16795             15.8904            -12.1045             1.36376             20.0221             18.2753            -23.9201             1.69914             30.1503            -8.09735            -28.8033             7.15884             30.7644
1.40000             20.6008             45.5349            -4.36979             50.1688            -3.57513            -4.20126           -0.954882             5.59857             3.18790             2.32052            0.932258             4.05174            -2.40838            -1.51735             2.03110             3.49686           0.0718272             5.17473             1.73896             5.45957             3.45069             8.39289             1.49061             9.19618             15.9333            -12.0506             1.56002             20.0380             18.3204            -23.8849             1.89451             30.1615            -8.04077            -28.8281             7.34630             30.8169
1.45000             21.4540             47.4347            -4.48857             52.2540            -3.65999            -4.37510           -0.898796             5.77450             3.21205             2.43740             1.08843             4.17646            -2.36091            -1.64656             2.22964             3.64093          -0.0658867             5.18618             1.92801             5.53336             3.35120             8.43126             1.68037             9.22715             15.9760            -11.9967             1.74795             20.0551             18.3654            -23.8497             2.08155             30.1733            -7.98416            -28.8527             7.52541             30.8684
1.50000             22.3072             49.3346            -4.61199             54.3395            -3.74296            -4.54669           -0.847031             5.94976             3.23184             2.55098             1.23925             4.29978            -2.30860            -1.77241             2.41993             3.78512           -0.203562             5.19462             2.10857             5.60995             3.25129             8.46857             1.86162             9.26030             16.0185            -11.9426             1.92738             20.0731             18.4104            -23.8144             2.26009             30.1857            -7.92753            -28.8773             7.69599             30.9188
1.55000             23.1604             51.2344            -4.74008             56.4255            -3.82418            -4.71615           -0.799678             6.12421             3.24762             2.66140             1.38459             4.42122            -2.25208            -1.89502             2.60195             3.92850           -0.341123             5.20015             2.28058             5.68849             3.15097             8.50483             2.03429             9.29511             16.0608            -11.8883             2.09824             20.0919             18.4553            -23.7790             2.43005             30.1984            -7.87087            -28.9017             7.85799             30.9679
1.60000             24.0136             53.1342            -4.87285             58.5119            -3.90376            -4.88358           -0.756782             6.29773             3.25968             2.76879             1.52438             4.54042            -2.19188            -2.01455             2.77577             4.07033           -0.478501             5.20289             2.44404             5.76822             3.05025             8.54003             2.19838             9.33108             16.1029            -11.8339             2.26052             20.1110             18.5002            -23.7435             2.59143             30.2113            -7.81419            -28.9261             8.01139             31.0155
1.65000             24.8668             55.0339            -5.01029             60.5986            -3.98179            -5.04909           -0.718347             6.47023             3.26830             2.87326             1.65860             4.65708            -2.12846            -2.13112             2.94148             4.21003           -0.615632             5.20296             2.59903             5.84848             2.94917             8.57420             2.35394             9.36780             16.1448            -11.7793             2.41429             20.1305             18.5449            -23.7079             2.74430             30.2243            -7.75748            -28.9504             8.15626             31.0617
1.70000             25.7200             56.9336            -5.15234             62.6857            -4.05837            -5.21275           -0.684353             6.64164             3.27372             2.97492             1.78727             4.77093            -2.06223            -2.24487             3.09921             4.34711           -0.752459             5.20047             2.74563             5.92870             2.84773             8.60734             2.50107             9.40485             16.1865            -11.7246             2.55963             20.1500             18.5896            -23.6722             2.88873             30.2373            -7.70074            -28.9745             8.29268             31.1062
1.75000             26.5731             58.8333            -5.29894             64.7732            -4.13358            -5.37465           -0.654759             6.81190             3.27616             3.07388             1.91043             4.88178            -1.99351            -2.35592             3.24913             4.48122           -0.888929             5.19551             2.88396             6.00839             2.74595             8.63945             2.63988             9.44189             16.2280            -11.6698             2.69666             20.1694             18.6343            -23.6365             3.02486             30.2501            -7.64398            -28.9986             8.42077             31.1490
1.80000             27.4263             60.7330            -5.45003             66.8611            -4.20750            -5.53487           -0.629513             6.98099             3.27582             3.17024             2.02814             4.98947            -1.92260            -2.46439             3.39139             4.61206            -1.02499             5.18819             3.01418             6.08713             2.64384             8.67055             2.77050             9.47861             16.2693            -11.6148             2.82553             20.1886             18.6789            -23.6007             3.15281             30.2627            -7.58720            -29.0226             8.54067             31.1901
1.85000             28.2794             62.6327            -5.60553             68.9492            -4.28020            -5.69349           -0.608552             7.14886             3.27287             3.26408             2.14047             5.09387            -1.84975            -2.57037             3.52618             4.73944            -1.16061             5.17859             3.13642             6.16457             2.54142             8.70064             2.89309             9.51472             16.3105            -11.5597             2.94636             20.2074             18.7234            -23.5648             3.27273             30.2750            -7.53039            -29.0465             8.65252             31.2293
1.90000             29.1326             64.5323            -5.76535             71.0378            -4.35174            -5.85057           -0.591807             7.31553             3.26747             3.35549             2.24751             5.19490            -1.77518            -2.67396             3.65366             4.86318            -1.29574             5.16682             3.25085             6.24043             2.43871             8.72973             3.00778             9.54999             16.3514            -11.5044             3.05932             20.2257             18.7678            -23.5288             3.38476             30.2868            -7.47355            -29.0703             8.75648             31.2668
1.95000             29.9857             66.4319            -5.92941             73.1266            -4.42218            -6.00617           -0.579205             7.48099             3.25976             3.44453             2.34932             5.29247            -1.69909            -2.77526             3.77400             4.98318            -1.43034             5.15295             3.35763             6.31446             2.33573             8.75783             3.11474             9.58419             16.3921            -11.4490             3.16455             20.2434             18.8122            -23.4927             3.48907             30.2982            -7.41669            -29.0940             8.85268             31.3023
2.00000             30.8388             68.3315            -6.09764             75.2158            -4.49159            -6.16036           -0.570673             7.64526             3.24988             3.53129             2.44601             5.38653            -1.62164            -2.87434             3.88738             5.09934            -1.56438             5.13706             3.45690             6.38645             2.23247             8.78494             3.21411             9.61715             16.4327            -11.3935             3.26221             20.2605             18.8565            -23.4565             3.58580             30.3090            -7.35981            -29.1176             8.94129             31.3360
2.05000             31.6919             70.2311            -6.26994             77.3052            -4.55999            -6.31318           -0.566135             7.80835             3.23795             3.61581             2.53767             5.47706            -1.54299            -2.97128             3.99397             5.21163            -1.69782             5.11922             3.54883             6.45625             2.12897             8.81108             3.30605             9.64871             16.4730            -11.3378             3.35244             20.2767             18.9008            -23.4203             3.67510             30.3192            -7.30290            -29.1411             9.02246             31.3678
2.10000             32.5450             72.1307            -6.44624             79.3950            -4.62746            -6.46469           -0.565516             7.97028             3.22406             3.69817             2.62437             5.56402            -1.46325            -3.06614             4.09391             5.32000            -1.83064             5.09950             3.63358             6.52373             2.02523             8.83624             3.39070             9.67872             16.5132            -11.2820             3.43541             20.2921             18.9449            -23.3839             3.75713             30.3288            -7.24597            -29.1645             9.09633             31.3977
2.15000             33.3981             74.0302            -6.62646             81.4851            -4.69402            -6.61495           -0.568742             8.13110             3.20833             3.77841             2.70622             5.64742            -1.38256            -3.15899             4.18737             5.42446            -1.96282             5.07798             3.71128             6.58879             1.92127             8.86045             3.46821             9.70707             16.5531            -11.2261             3.51124             20.3066             18.9891            -23.3475             3.83202             30.3377            -7.18902            -29.1878             9.16304             31.4257
2.20000             34.2512             75.9298            -6.81052             83.5755            -4.75972            -6.76398           -0.575741             8.29083             3.19083             3.85658             2.78329             5.72724            -1.30100            -3.24989             4.27450             5.52501            -2.09431             5.05470             3.78209             6.65134             1.81710             8.88369             3.53871             9.73367             16.5929            -11.1700             3.58008             20.3202             19.0331            -23.3110             3.89991             30.3459            -7.13204            -29.2110             9.22275             31.4517
2.25000             35.1043             77.8293            -6.99835             85.6662            -4.82459            -6.91185           -0.586441             8.44951             3.17165             3.93272             2.85567             5.80349            -1.21869            -3.33888             4.35544             5.62167            -2.22510             5.02973             3.84614             6.71133             1.71273             8.90598             3.60235             9.75842             16.6324            -11.1138             3.64207             20.3327             19.0771            -23.2744             3.96095             30.3533            -7.07504            -29.2342             9.27558             31.4759
2.30000             35.9574             79.7288            -7.18988             87.7571            -4.88867            -7.05858           -0.600775             8.60719             3.15087             4.00688             2.92346             5.87619            -1.13570            -3.42602             4.43031             5.71446            -2.35516             5.00311             3.90356             6.76873             1.60818             8.92732             3.65924             9.78128             16.6718            -11.0575             3.69733             20.3442             19.1210            -23.2378             4.01526             30.3600            -7.01802            -29.2572             9.32166             31.4981
2.35000             36.8104             81.6283            -7.38503             89.8484            -4.95200            -7.20422           -0.618673             8.76390             3.12855             4.07909             2.98672             5.94536            -1.05211            -3.51134             4.49926             5.80343            -2.48447             4.97490             3.95450             6.82351             1.50345             8.94772             3.70953             9.80218             16.7110            -11.0011             3.74600             20.3547             19.1648            -23.2010             4.06296             30.3659            -6.96098            -29.2802             9.36111             31.5185
2.40000             37.6635             83.5278            -7.58375             91.9399            -5.01460            -7.34881           -0.640073             8.91969             3.10476             4.14939             3.04553             6.01101           -0.967986            -3.59489             4.56240             5.88861            -2.61301             4.94515             3.99906             6.87567             1.39857             8.96718             3.75332             9.82109             16.7500            -10.9445             3.78818             20.3640             19.2086            -23.1642             4.10418             30.3710            -6.90391            -29.3030             9.39407             31.5370
2.45000             38.5166             85.4273            -7.78596             94.0318            -5.07650            -7.49237           -0.664910             9.07461             3.07955             4.21781             3.09997             6.07317           -0.883395            -3.67670             4.61985             5.97005            -2.74076             4.91390             4.03738             6.92522             1.29354             8.98571             3.79074             9.83798             16.7887            -10.8878             3.82401             20.3722             19.2523            -23.1273             4.13904             30.3752            -6.84683            -29.3258             9.42065             31.5536
2.50000             39.3696             87.3268            -7.99161             96.1239            -5.13773            -7.63494           -0.693125             9.22871             3.05298             4.28436             3.15012             6.13186           -0.798394            -3.75680             4.67174             6.04782            -2.86769             4.88118             4.06956             6.97216             1.18837             9.00330             3.82190             9.85284             16.8273            -10.8309             3.85359             20.3793             19.2960            -23.0903             4.16764             30.3787            -6.78972            -29.3485             9.44095             31.5684
2.55000             40.2227             89.2263            -8.20063             98.2163            -5.19832            -7.77655           -0.724658             9.38203             3.02511             4.34909             3.19604             6.18712           -0.713036            -3.83522             4.71815             6.12195            -2.99379             4.84705             4.09572             7.01653             1.08308             9.01996             3.84690             9.86566             16.8657            -10.7739             3.87702             20.3853             19.3395            -23.0532             4.19010             30.3813            -6.73259            -29.3711             9.45509             31.5814
2.60000             41.0757             91.1257            -8.41297             100.309            -5.25829            -7.91723           -0.759453             9.53462             2.99597             4.41200             3.23780             6.23898           -0.627372            -3.91199             4.75920             6.19252            -3.11903             4.81153             4.11597             7.05835            0.977670             9.03569             3.86585             9.87645             16.9039            -10.7168             3.89442             20.3902             19.3830            -23.0161             4.20651             30.3832            -6.67544            -29.3936             9.46317             31.5926
2.65000             41.9288             93.0252            -8.62858             102.402            -5.31765            -8.05701           -0.797454             9.68653             2.96561             4.47312             3.27547             6.28747           -0.541447            -3.98714             4.79498             6.25958            -3.24339             4.77466             4.13040             7.09769            0.872162             9.05049             3.87885             9.88522             16.9419            -10.6596             3.90589             20.3939             19.4265            -22.9789             4.21699             30.3842            -6.61827            -29.4160             9.46529             31.6021
2.70000             42.7818             94.9246            -8.84740             104.495            -5.37644            -8.19591           -0.838610             9.83780             2.93406             4.53246             3.30911             6.33263           -0.455304            -4.06068             4.82559             6.32319            -3.36686             4.73648             4.13911             7.13458            0.766564             9.06436             3.88600             9.89198             16.9797            -10.6023             3.91151             20.3965             19.4698            -22.9415             4.22161             30.3844            -6.56107            -29.4383             9.46154             31.6098
2.75000             43.6349             96.8241            -9.06938             106.589            -5.43467            -8.33397           -0.882869             9.98850             2.90138             4.59005             3.33878             6.37448           -0.368984            -4.13263             4.85112             6.38343            -3.48941             4.69701             4.14220             7.16908            0.660885             9.07731             3.88739             9.89677             17.0173            -10.5448             3.91138             20.3981             19.5131            -22.9041             4.22049             30.3838            -6.50386            -29.4605             9.45203             31.6158
2.80000             44.4879             98.7235            -9.29447             108.683            -5.49236            -8.47119           -0.930180             10.1387             2.86759             4.64588             3.36454             6.41307           -0.282524            -4.20302             4.87166             6.44036            -3.61103             4.65628             4.13975             7.20125            0.555137             9.08933             3.88310             9.89963             17.0547            -10.4872             3.90560             20.3985             19.5564            -22.8667             4.21370             30.3824            -6.44663            -29.4826             9.43684             31.6202
2.85000             45.3409             100.623            -9.52263             110.777            -5.54954            -8.60762           -0.980497             10.2883             2.83272             4.69998             3.38645             6.44842           -0.195959            -4.27185             4.88727             6.49404            -3.73169             4.61432             4.13187             7.23117            0.449331             9.10043             3.87323             9.90059             17.0919            -10.4295             3.89425             20.3979             19.5995            -22.8291             4.20134             30.3803            -6.38937            -29.5046             9.41605             31.6229
2.90000             46.1940             102.522            -9.75380             112.871            -5.60620            -8.74326            -1.03377             10.4376             2.79681             4.75235             3.40455             6.48058           -0.109325            -4.33913             4.89806             6.54454            -3.85138             4.57115             4.11863             7.25890            0.343478             9.11060             3.85786             9.89970             17.1289            -10.3717             3.87741             20.3962             19.6426            -22.7915             4.18349             30.3774            -6.33210            -29.5266             9.38975             31.6241
2.95000             47.0470             104.422            -9.98795             114.966            -5.66239            -8.87815            -1.08996             10.5864             2.75987             4.80300             3.41892             6.50959          -0.0226515            -4.40489             4.90409             6.59194            -3.97008             4.52681             4.10012             7.28454            0.237588             9.11984             3.83708             9.89703             17.1657            -10.3137             3.85517             20.3936             19.6856            -22.7538             4.16023             30.3738            -6.27481            -29.5484             9.35803             31.6237
3.00000             47.9000             106.321            -10.2250             117.060            -5.71810            -9.01229            -1.14901             10.7349             2.72195             4.85193             3.42959             6.53547           0.0640291            -4.46914             4.90543             6.63630            -4.08776             4.48131             4.07641             7.30815            0.131672             9.12815             3.81095             9.89262             17.2023            -10.2557             3.82760             20.3899             19.7286            -22.7160             4.13164             30.3694            -6.21749            -29.5702             9.32096             31.6217
3.05000             48.7530             108.220            -10.4650             119.156            -5.77335            -9.14572            -1.21089             10.8831             2.68307             4.89914             3.43662             6.55826            0.150688            -4.53187             4.90216             6.67770            -4.20440             4.43468             4.04758             7.32982           0.0257415             9.13553             3.77957             9.88654             17.2387            -10.1975             3.79479             20.3854             19.7715            -22.6781             4.09780             30.3644            -6.16016            -29.5918             9.27862             31.6183
