#Time(Yr)                K_Me                U_Me             Etot_Me                L_Me                K_Ve                U_Ve             Etot_Ve                L_Ve                K_Ea                U_Ea             Etot_Ea                L_Ea                K_Ma                U_Ma             Etot_Ma                L_Ma                K_Ju                U_Ju             Etot_Ju                L_Ju                K_Sa                U_Sa             Etot_Sa                L_Sa                K_Ur                U_Ur             Etot_Ur                L_Ur                K_Ne                U_Ne             Etot_Ne                L_Ne                K_Pl                U_Pl             Etot_pl                L_Pl
0.00000         5.57718E-06        -1.39010E-05        -8.32384E-06        4.119781E-13        6.582935E-05       -0.0001333713       -6.754191E-05        1.693322E-10        5.942220E-05       -0.0001179022       -5.848005E-05        3.610031E-10        4.434513E-06       -8.672019E-06       -4.237507E-06        6.136500E-12         0.003936531        -0.007581671        -0.003645140        0.0001856658        0.0006395503        -0.001234591       -0.0005950407        3.062323E-05        4.156134E-05       -8.658860E-05       -4.502725E-05        1.440277E-06        3.368842E-05       -6.760584E-05       -3.391742E-05        3.147207E-06        5.301877E-08       -8.586556E-08       -3.284679E-08        6.334386E-12
0.05000000        5.410677E-06       -1.367525E-05       -8.264572E-06        4.119855E-13        6.555100E-05       -0.0001330700       -6.751898E-05        1.693360E-10        5.860334E-05       -0.0001170615       -5.845811E-05        3.610006E-10        4.297333E-06       -8.533781E-06       -4.236449E-06        6.136384E-12         0.003931406        -0.007576545        -0.003645138        0.0001856663        0.0006400484        -0.001235104       -0.0005950552        3.062302E-05        4.155327E-05       -8.657989E-05       -4.502662E-05        1.440279E-06        3.368956E-05       -6.760664E-05       -3.391708E-05        3.147210E-06        5.300357E-08       -8.585021E-08       -3.284664E-08        6.334389E-12
0.1000000        5.100388E-06       -1.328472E-05       -8.184330E-06        4.119918E-13        6.373127E-05       -0.0001311098       -6.737853E-05        1.693391E-10        5.753519E-05       -0.0001159661       -5.843095E-05        3.609997E-10        4.162742E-06       -8.398262E-06       -4.235520E-06        6.136201E-12         0.003926055        -0.007571192        -0.003645138        0.0001856667        0.0006405430        -0.001235610       -0.0005950667        3.062286E-05        4.154524E-05       -8.657123E-05       -4.502599E-05        1.440282E-06        3.369069E-05       -6.760744E-05       -3.391675E-05        3.147214E-06        5.298831E-08       -8.583481E-08       -3.284650E-08        6.334392E-12
0.1500000        5.032871E-06       -1.320327E-05       -8.170396E-06        4.119947E-13        6.100215E-05       -0.0001281967       -6.719457E-05        1.693402E-10        5.633776E-05       -0.0001147401       -5.840239E-05        3.610003E-10        4.034472E-06       -8.269200E-06       -4.234727E-06        6.135970E-12         0.003920481        -0.007565619        -0.003645137        0.0001856670        0.0006410341        -0.001236109       -0.0005950750        3.062278E-05        4.153725E-05       -8.656262E-05       -4.502537E-05        1.440284E-06        3.369183E-05       -6.760825E-05       -3.391642E-05        3.147218E-06        5.297298E-08       -8.581935E-08       -3.284637E-08        6.334395E-12
0.2000000        5.287368E-06       -1.351635E-05       -8.228983E-06        4.119874E-13        5.817498E-05       -0.0001252081       -6.703315E-05        1.693386E-10        5.513206E-05       -0.0001135076       -5.837552E-05        3.610026E-10        3.915428E-06       -8.149492E-06       -4.234064E-06        6.135712E-12         0.003914692        -0.007559830        -0.003645138        0.0001856670        0.0006415215        -0.001236601       -0.0005950800        3.062275E-05        4.152931E-05       -8.655407E-05       -4.502477E-05        1.440286E-06        3.369297E-05       -6.760906E-05       -3.391609E-05        3.147221E-06        5.295759E-08       -8.580383E-08       -3.284624E-08        6.334398E-12
0.2500000        5.554735E-06       -1.386963E-05       -8.314895E-06        4.119789E-13        5.592273E-05       -0.0001228456       -6.692283E-05        1.693350E-10        5.402620E-05       -0.0001123786       -5.835245E-05        3.610063E-10        3.807780E-06       -8.041292E-06       -4.233513E-06        6.135444E-12         0.003908694        -0.007553832        -0.003645139        0.0001856670        0.0006420052        -0.001237087       -0.0005950817        3.062279E-05        4.152141E-05       -8.654558E-05       -4.502417E-05        1.440288E-06        3.369411E-05       -6.760988E-05       -3.391577E-05        3.147225E-06        5.294213E-08       -8.578825E-08       -3.284612E-08        6.334400E-12
0.3000000        5.495344E-06       -1.378815E-05       -8.292802E-06        4.119757E-13        5.466611E-05       -0.0001215336       -6.686752E-05        1.693307E-10        5.310773E-05       -0.0001114421       -5.833435E-05        3.610117E-10        3.713089E-06       -7.946152E-06       -4.233063E-06        6.135176E-12         0.003902491        -0.007547632        -0.003645141        0.0001856667        0.0006424851        -0.001237565       -0.0005950802        3.062290E-05        4.151355E-05       -8.653714E-05       -4.502359E-05        1.440290E-06        3.369524E-05       -6.761070E-05       -3.391546E-05        3.147229E-06        5.292662E-08       -8.577262E-08       -3.284601E-08        6.334403E-12
0.3500000        5.184355E-06       -1.338753E-05       -8.203176E-06        4.119787E-13        5.459812E-05       -0.0001214628       -6.686470E-05        1.693267E-10        5.244137E-05       -0.0001107631       -5.832178E-05        3.610186E-10        3.632442E-06       -7.865151E-06       -4.232709E-06        6.134914E-12         0.003896092        -0.007541237        -0.003645145        0.0001856664        0.0006429612        -0.001238037       -0.0005950755        3.062307E-05        4.150574E-05       -8.652876E-05       -4.502301E-05        1.440292E-06        3.369638E-05       -6.761154E-05       -3.391515E-05        3.147232E-06        5.291103E-08       -8.575693E-08       -3.284590E-08        6.334406E-12
0.4000000        5.014699E-06       -1.318152E-05       -8.166819E-06        4.119858E-13        5.572905E-05       -0.0001226432       -6.691415E-05        1.693235E-10        5.206966E-05       -0.0001103846       -5.831489E-05        3.610271E-10        3.566566E-06       -7.799007E-06       -4.232441E-06        6.134663E-12         0.003889502        -0.007534653        -0.003645151        0.0001856658        0.0006434333        -0.001238501       -0.0005950675        3.062330E-05        4.149797E-05       -8.652043E-05       -4.502245E-05        1.440294E-06        3.369752E-05       -6.761237E-05       -3.391485E-05        3.147235E-06        5.289539E-08       -8.574119E-08       -3.284580E-08        6.334408E-12
0.4500000        5.188193E-06       -1.339228E-05       -8.204087E-06        4.119920E-13        5.788933E-05       -0.0001249078       -6.701846E-05        1.693215E-10        5.201466E-05       -0.0001103284       -5.831374E-05        3.610370E-10        3.515934E-06       -7.748183E-06       -4.232250E-06        6.134426E-12         0.003882728        -0.007527887        -0.003645159        0.0001856651        0.0006439013        -0.001238958       -0.0005950564        3.062360E-05        4.149025E-05       -8.651215E-05       -4.502190E-05        1.440296E-06        3.369866E-05       -6.761321E-05       -3.391455E-05        3.147239E-06        5.287968E-08       -8.572539E-08       -3.284571E-08        6.334411E-12
0.5000000        5.498052E-06       -1.379183E-05       -8.293777E-06        4.119915E-13        6.068692E-05       -0.0001278622       -6.717527E-05        1.693207E-10        5.227928E-05       -0.0001105976       -5.831835E-05        3.610478E-10        3.480835E-06       -7.712963E-06       -4.232128E-06        6.134207E-12         0.003875777        -0.007520945        -0.003645168        0.0001856642        0.0006443652        -0.001239407       -0.0005950422        3.062396E-05        4.148257E-05       -8.650393E-05       -4.502136E-05        1.440298E-06        3.369981E-05       -6.761406E-05       -3.391426E-05        3.147242E-06        5.286391E-08       -8.570953E-08       -3.284562E-08        6.334413E-12
0.5500000        5.552636E-06       -1.386673E-05       -8.314098E-06        4.119850E-13        6.347423E-05       -0.0001308341       -6.735987E-05        1.693210E-10        5.284748E-05       -0.0001111762       -5.832871E-05        3.610587E-10        3.461438E-06       -7.693508E-06       -4.232070E-06        6.134005E-12         0.003868657        -0.007513836        -0.003645179        0.0001856632        0.0006448247        -0.001239850       -0.0005950250        3.062437E-05        4.147494E-05       -8.649577E-05       -4.502083E-05        1.440300E-06        3.370095E-05       -6.761492E-05       -3.391397E-05        3.147246E-06        5.284807E-08       -8.569361E-08       -3.284554E-08        6.334415E-12
0.6000000        5.283040E-06       -1.351090E-05       -8.227855E-06        4.119796E-13        6.543986E-05       -0.0001329496       -6.750978E-05        1.693227E-10        5.368332E-05       -0.0001120280       -5.834471E-05        3.610685E-10        3.457825E-06       -7.689897E-06       -4.232072E-06        6.133822E-12         0.003861374        -0.007506565        -0.003645191        0.0001856621        0.0006452798        -0.001240285       -0.0005950049        3.062485E-05        4.146735E-05       -8.648766E-05       -4.502031E-05        1.440302E-06        3.370209E-05       -6.761577E-05       -3.391369E-05        3.147249E-06        5.283218E-08       -8.567764E-08       -3.284546E-08        6.334418E-12
0.6500000        5.031923E-06       -1.320213E-05       -8.170206E-06        4.119801E-13        6.590818E-05       -0.0001334562       -6.754806E-05        1.693255E-10        5.472932E-05       -0.0001130953       -5.836597E-05        3.610757E-10        3.470014E-06       -7.702149E-06       -4.232135E-06        6.133656E-12         0.003853935        -0.007499141        -0.003645205        0.0001856608        0.0006457302        -0.001240712       -0.0005949820        3.062538E-05        4.145980E-05       -8.647960E-05       -4.501979E-05        1.440304E-06        3.370323E-05       -6.761664E-05       -3.391341E-05        3.147252E-06        5.281622E-08       -8.566161E-08       -3.284539E-08        6.334420E-12
0.7000000        5.104306E-06       -1.328944E-05       -8.185130E-06        4.119870E-13        6.470515E-05       -0.0001321565       -6.745133E-05        1.693293E-10        5.590542E-05       -0.0001142970       -5.839157E-05        3.610786E-10        3.497963E-06       -7.730223E-06       -4.232260E-06        6.133507E-12         0.003846349        -0.007491569        -0.003645220        0.0001856594        0.0006461759        -0.001241132       -0.0005949564        3.062596E-05        4.145230E-05       -8.647159E-05       -4.501929E-05        1.440305E-06        3.370437E-05       -6.761750E-05       -3.391313E-05        3.147256E-06        5.280019E-08       -8.564552E-08       -3.284533E-08        6.334422E-12
0.7500000        5.414962E-06       -1.368091E-05       -8.265947E-06        4.119943E-13        6.226648E-05       -0.0001295420       -6.727548E-05        1.693335E-10        5.711029E-05       -0.0001155300       -5.841976E-05        3.610765E-10        3.541558E-06       -7.774010E-06       -4.232452E-06        6.133374E-12         0.003838623        -0.007483858        -0.003645235        0.0001856578        0.0006466168        -0.001241545       -0.0005949283        3.062659E-05        4.144485E-05       -8.646364E-05       -4.501879E-05        1.440307E-06        3.370552E-05       -6.761838E-05       -3.391286E-05        3.147259E-06        5.278411E-08       -8.562938E-08       -3.284527E-08        6.334424E-12
0.8000000        5.576286E-06       -1.389975E-05       -8.323467E-06        4.120002E-13        5.937662E-05       -0.0001264743       -6.709764E-05        1.693371E-10        5.822711E-05       -0.0001166749       -5.844779E-05        3.610696E-10        3.600583E-06       -7.833299E-06       -4.232716E-06        6.133257E-12         0.003830764        -0.007476013        -0.003645249        0.0001856562        0.0006470525        -0.001241950       -0.0005948977        3.062727E-05        4.143744E-05       -8.645574E-05       -4.501831E-05        1.440309E-06        3.370666E-05       -6.761926E-05       -3.391260E-05        3.147262E-06        5.276796E-08       -8.561318E-08       -3.284522E-08        6.334426E-12
0.8500000        5.383552E-06       -1.363982E-05       -8.256264E-06        4.119952E-13        5.679734E-05       -0.0001237601       -6.696280E-05        1.693389E-10        5.913523E-05       -0.0001176073       -5.847210E-05        3.610593E-10        3.674671E-06       -7.907733E-06       -4.233062E-06        6.133154E-12         0.003822780        -0.007468043        -0.003645264        0.0001856544        0.0006474831        -0.001242348       -0.0005948647        3.062799E-05        4.143007E-05       -8.644790E-05       -4.501783E-05        1.440310E-06        3.370780E-05       -6.762014E-05       -3.391234E-05        3.147265E-06        5.275175E-08       -8.559694E-08       -3.284518E-08        6.334428E-12
0.9000000        5.081557E-06       -1.326189E-05       -8.180336E-06        4.119862E-13        5.506220E-05       -0.0001219451       -6.688293E-05        1.693388E-10        5.972739E-05       -0.0001182163       -5.848891E-05        3.610469E-10        3.763237E-06       -7.996737E-06       -4.233500E-06        6.133065E-12         0.003814678        -0.007459956        -0.003645278        0.0001856526        0.0006479083        -0.001242738       -0.0005948297        3.062875E-05        4.142275E-05       -8.644012E-05       -4.501737E-05        1.440312E-06        3.370895E-05       -6.762103E-05       -3.391209E-05        3.147268E-06        5.273548E-08       -8.558063E-08       -3.284515E-08        6.334430E-12
0.9500000        5.044910E-06       -1.321772E-05       -8.172812E-06        4.119799E-13        5.445736E-05       -0.0001213140       -6.685662E-05        1.693372E-10        5.992922E-05       -0.0001184245       -5.849529E-05        3.610340E-10        3.865391E-06       -8.099433E-06       -4.234042E-06        6.132988E-12         0.003806466        -0.007451758        -0.003645292        0.0001856507        0.0006483279        -0.001243121       -0.0005947928        3.062954E-05        4.141547E-05       -8.643239E-05       -4.501692E-05        1.440313E-06        3.371009E-05       -6.762193E-05       -3.391184E-05        3.147271E-06        5.271915E-08       -8.556428E-08       -3.284513E-08        6.334431E-12
1.000000        5.316691E-06       -1.355365E-05       -8.236955E-06        4.119794E-13        5.506962E-05       -0.0001219521       -6.688248E-05        1.693343E-10        5.971506E-05       -0.0001182050       -5.848991E-05        3.610228E-10        3.979824E-06       -8.214524E-06       -4.234700E-06        6.132924E-12         0.003798153        -0.007443459        -0.003645306        0.0001856486        0.0006487418        -0.001243496       -0.0005947543        3.063037E-05        4.140824E-05       -8.642472E-05       -4.501648E-05        1.440315E-06        3.371124E-05       -6.762284E-05       -3.391160E-05        3.147275E-06        5.270276E-08       -8.554787E-08       -3.284511E-08        6.334433E-12
1.050000        5.564441E-06       -1.388316E-05       -8.318715E-06        4.119844E-13        5.681176E-05       -0.0001237743       -6.696253E-05        1.693304E-10        5.911332E-05       -0.0001175871       -5.847375E-05        3.610151E-10        4.104682E-06       -8.340169E-06       -4.235488E-06        6.132869E-12         0.003789744        -0.007435066        -0.003645322        0.0001856465        0.0006491499        -0.001243864       -0.0005947143        3.063123E-05        4.140105E-05       -8.641711E-05       -4.501606E-05        1.440316E-06        3.371238E-05       -6.762375E-05       -3.391137E-05        3.147278E-06        5.268630E-08       -8.553140E-08       -3.284510E-08        6.334435E-12
1.100000        5.473198E-06       -1.375826E-05       -8.285060E-06        4.119913E-13        5.939749E-05       -0.0001264952       -6.709773E-05        1.693275E-10        5.820002E-05       -0.0001166499       -5.844992E-05        3.610099E-10        4.237433E-06       -8.473845E-06       -4.236412E-06        6.132823E-12         0.003781249        -0.007426588        -0.003645339        0.0001856444        0.0006495519        -0.001244225       -0.0005946730        3.063211E-05        4.139391E-05       -8.640955E-05       -4.501564E-05        1.440317E-06        3.371353E-05       -6.762467E-05       -3.391115E-05        3.147281E-06        5.266979E-08       -8.551488E-08       -3.284509E-08        6.334436E-12
1.150000        5.158325E-06       -1.335543E-05       -8.197106E-06        4.119933E-13        6.229122E-05       -0.0001295670       -6.727576E-05        1.693257E-10        5.708352E-05       -0.0001155054       -5.842192E-05        3.610075E-10        4.374751E-06       -8.612221E-06       -4.237470E-06        6.132786E-12         0.003772674        -0.007418031        -0.003645356        0.0001856422        0.0006499478        -0.001244578       -0.0005946306        3.063301E-05        4.138681E-05       -8.640205E-05       -4.501524E-05        1.440319E-06        3.371468E-05       -6.762560E-05       -3.391093E-05        3.147284E-06        5.265321E-08       -8.549830E-08       -3.284509E-08        6.334438E-12
1.200000        5.016379E-06       -1.318348E-05       -8.167102E-06        4.119884E-13        6.472811E-05       -0.0001321798       -6.745165E-05        1.693241E-10        5.588429E-05       -0.0001142779       -5.839358E-05        3.610066E-10        4.512438E-06       -8.751077E-06       -4.238639E-06        6.132763E-12         0.003764028        -0.007409403        -0.003645375        0.0001856399        0.0006503373        -0.001244925       -0.0005945873        3.063393E-05        4.137976E-05       -8.639461E-05       -4.501485E-05        1.440320E-06        3.371582E-05       -6.762653E-05       -3.391071E-05        3.147286E-06        5.263658E-08       -8.548167E-08       -3.284510E-08        6.334439E-12
1.250000        5.215649E-06       -1.342627E-05       -8.210620E-06        4.119825E-13        6.592283E-05       -0.0001334706       -6.754778E-05        1.693237E-10        5.471819E-05       -0.0001130861       -5.836792E-05        3.610066E-10        4.645440E-06       -8.885311E-06       -4.239871E-06        6.132758E-12         0.003755318        -0.007400713        -0.003645394        0.0001856376        0.0006507204        -0.001245264       -0.0005945432        3.063487E-05        4.137275E-05       -8.638721E-05       -4.501447E-05        1.440321E-06        3.371697E-05       -6.762747E-05       -3.391050E-05        3.147289E-06        5.261988E-08       -8.546498E-08       -3.284510E-08        6.334441E-12
1.300000        5.517620E-06       -1.381837E-05       -8.300752E-06        4.119811E-13        6.544174E-05       -0.0001329501       -6.750835E-05        1.693248E-10        5.368519E-05       -0.0001120319       -5.834667E-05        3.610077E-10        4.767997E-06       -9.009098E-06       -4.241101E-06        6.132775E-12         0.003746552        -0.007391966        -0.003645415        0.0001856352        0.0006510968        -0.001245595       -0.0005944985        3.063582E-05        4.136579E-05       -8.637988E-05       -4.501409E-05        1.440322E-06        3.371812E-05       -6.762841E-05       -3.391029E-05        3.147292E-06        5.260312E-08       -8.544824E-08       -3.284512E-08        6.334442E-12
1.350000        5.539691E-06       -1.384868E-05       -8.308991E-06        4.119843E-13        6.346322E-05       -0.0001308206       -6.735741E-05        1.693272E-10        5.286376E-05       -0.0001111944       -5.833066E-05        3.610100E-10        4.873979E-06       -9.116219E-06       -4.242240E-06        6.132822E-12         0.003737736        -0.007383172        -0.003645436        0.0001856328        0.0006514664        -0.001245920       -0.0005944533        3.063678E-05        4.135887E-05       -8.637259E-05       -4.501372E-05        1.440323E-06        3.371926E-05       -6.762936E-05       -3.391009E-05        3.147295E-06        5.258631E-08       -8.543144E-08       -3.284513E-08        6.334443E-12
1.400000        5.253885E-06       -1.347405E-05       -8.220168E-06        4.119899E-13        6.066655E-05       -0.0001278388       -6.717228E-05        1.693307E-10        5.230983E-05       -0.0001106301       -5.832025E-05        3.610136E-10        4.957401E-06       -9.200576E-06       -4.243175E-06        6.132901E-12         0.003728879        -0.007374337        -0.003645458        0.0001856304        0.0006518291        -0.001246237       -0.0005944077        3.063775E-05        4.135200E-05       -8.636536E-05       -4.501336E-05        1.440324E-06        3.372041E-05       -6.763030E-05       -3.390989E-05        3.147298E-06        5.256943E-08       -8.541458E-08       -3.284516E-08        6.334445E-12
1.450000        5.022981E-06       -1.319134E-05       -8.168360E-06        4.119954E-13        5.786417E-05       -0.0001248795       -6.701533E-05        1.693343E-10        5.205801E-05       -0.0001103736       -5.831556E-05        3.610185E-10        5.013076E-06       -9.256874E-06       -4.243799E-06        6.133013E-12         0.003719987        -0.007365467        -0.003645480        0.0001856280        0.0006521848        -0.001246547       -0.0005943617        3.063872E-05        4.134517E-05       -8.635817E-05       -4.501300E-05        1.440325E-06        3.372156E-05       -6.763126E-05       -3.390970E-05        3.147301E-06        5.255249E-08       -8.539768E-08       -3.284518E-08        6.334446E-12
1.500000        5.125552E-06       -1.331527E-05       -8.189717E-06        4.119929E-13        5.570272E-05       -0.0001226138       -6.691109E-05        1.693371E-10        5.212314E-05       -0.0001104397       -5.831659E-05        3.610246E-10        5.037292E-06       -9.281329E-06       -4.244037E-06        6.133147E-12         0.003711069        -0.007356571        -0.003645503        0.0001856255        0.0006525334        -0.001246849       -0.0005943156        3.063970E-05        4.133839E-05       -8.635104E-05       -4.501266E-05        1.440326E-06        3.372271E-05       -6.763222E-05       -3.390951E-05        3.147303E-06        5.253549E-08       -8.538071E-08       -3.284522E-08        6.334447E-12
1.550000        5.440788E-06       -1.371496E-05       -8.274168E-06        4.119855E-13        5.457287E-05       -0.0001214347       -6.686180E-05        1.693379E-10        5.250130E-05       -0.0001108246       -5.832333E-05        3.610321E-10        5.028368E-06       -9.272231E-06       -4.243863E-06        6.133294E-12         0.003702130        -0.007347654        -0.003645524        0.0001856231        0.0006528746        -0.001247144       -0.0005942693        3.064068E-05        4.133165E-05       -8.634397E-05       -4.501232E-05        1.440327E-06        3.372386E-05       -6.763318E-05       -3.390932E-05        3.147306E-06        5.251844E-08       -8.536370E-08       -3.284526E-08        6.334448E-12
1.600000        5.573833E-06       -1.389626E-05       -8.322427E-06        4.119792E-13        5.464373E-05       -0.0001215085       -6.686481E-05        1.693363E-10        5.316945E-05       -0.0001115052       -5.833572E-05        3.610408E-10        4.986916E-06       -9.230216E-06       -4.243300E-06        6.133453E-12         0.003693179        -0.007338724        -0.003645545        0.0001856206        0.0006532085        -0.001247431       -0.0005942229        3.064166E-05        4.132496E-05       -8.633695E-05       -4.501198E-05        1.440328E-06        3.372501E-05       -6.763415E-05       -3.390914E-05        3.147309E-06        5.250132E-08       -8.534664E-08       -3.284531E-08        6.334449E-12
1.650000        5.356169E-06       -1.360427E-05       -8.248100E-06        4.119782E-13        5.590583E-05       -0.0001228262       -6.692036E-05        1.693329E-10        5.408420E-05       -0.0001124378       -5.835355E-05        3.610505E-10        4.915747E-06       -9.158159E-06       -4.242412E-06        6.133624E-12         0.003684222        -0.007329788        -0.003645566        0.0001856182        0.0006535348        -0.001247711       -0.0005941766        3.064263E-05        4.131832E-05       -8.632998E-05       -4.501166E-05        1.440329E-06        3.372616E-05       -6.763513E-05       -3.390897E-05        3.147311E-06        5.248415E-08       -8.532952E-08       -3.284537E-08        6.334450E-12
1.700000        5.064350E-06       -1.324106E-05       -8.176708E-06        4.119831E-13        5.816765E-05       -0.0001251988       -6.703112E-05        1.693289E-10        5.518012E-05       -0.0001135564       -5.837626E-05        3.610605E-10        4.819438E-06       -9.060733E-06       -4.241295E-06        6.133808E-12         0.003675267        -0.007320853        -0.003645586        0.0001856158        0.0006538535        -0.001247984       -0.0005941305        3.064361E-05        4.131172E-05       -8.632307E-05       -4.501135E-05        1.440330E-06        3.372731E-05       -6.763611E-05       -3.390880E-05        3.147314E-06        5.246691E-08       -8.531235E-08       -3.284544E-08        6.334451E-12
1.750000        5.058178E-06       -1.323362E-05       -8.175442E-06        4.119912E-13        6.100930E-05       -0.0001282027       -6.719336E-05        1.693252E-10        5.636930E-05       -0.0001147720       -5.840265E-05        3.610696E-10        4.703689E-06       -8.943744E-06       -4.240055E-06        6.134006E-12         0.003666319        -0.007311925        -0.003645606        0.0001856133        0.0006541645        -0.001248249       -0.0005940846        3.064457E-05        4.130517E-05       -8.631622E-05       -4.501105E-05        1.440330E-06        3.372846E-05       -6.763710E-05       -3.390864E-05        3.147316E-06        5.244962E-08       -8.529513E-08       -3.284551E-08        6.334452E-12
1.800000        5.344720E-06       -1.358951E-05       -8.244792E-06        4.119960E-13        6.375575E-05       -0.0001311344       -6.737864E-05        1.693224E-10        5.754407E-05       -0.0001159746       -5.843058E-05        3.610766E-10        4.574642E-06       -8.813430E-06       -4.238788E-06        6.134217E-12         0.003657386        -0.007303012        -0.003645626        0.0001856109        0.0006544677        -0.001248507       -0.0005940390        3.064554E-05        4.129866E-05       -8.630942E-05       -4.501076E-05        1.440331E-06        3.372961E-05       -6.763809E-05       -3.390848E-05        3.147319E-06        5.243227E-08       -8.527785E-08       -3.284558E-08        6.334452E-12
1.850000        5.571370E-06       -1.389281E-05       -8.321437E-06        4.119931E-13        6.558983E-05       -0.0001331103       -6.752043E-05        1.693208E-10        5.858483E-05       -0.0001170418       -5.845696E-05        3.610799E-10        4.438284E-06       -8.675853E-06       -4.237569E-06        6.134437E-12         0.003648473        -0.007294119        -0.003645646        0.0001856086        0.0006547630        -0.001248757       -0.0005939937        3.064649E-05        4.129220E-05       -8.630268E-05       -4.501048E-05        1.440332E-06        3.373076E-05       -6.763909E-05       -3.390833E-05        3.147321E-06        5.241486E-08       -8.526053E-08       -3.284567E-08        6.334453E-12
1.900000        5.450242E-06       -1.372752E-05       -8.277282E-06        4.119868E-13        6.587262E-05       -0.0001334163       -6.754370E-05        1.693204E-10        5.937433E-05       -0.0001178524       -5.847808E-05        3.610787E-10        4.300025E-06       -8.536474E-06       -4.236449E-06        6.134661E-12         0.003639589        -0.007285254        -0.003645665        0.0001856062        0.0006550502        -0.001248999       -0.0005939488        3.064744E-05        4.128578E-05       -8.629599E-05       -4.501020E-05        1.440332E-06        3.373191E-05       -6.764010E-05       -3.390819E-05        3.147324E-06        5.239739E-08       -8.524315E-08       -3.284576E-08        6.334454E-12
1.950000        5.134922E-06       -1.332669E-05       -8.191766E-06        4.119843E-13        6.449890E-05       -0.0001319331       -6.743422E-05        1.693212E-10        5.981640E-05       -0.0001183068       -5.849036E-05        3.610734E-10        4.164466E-06       -8.399921E-06       -4.235455E-06        6.134879E-12         0.003630738        -0.007276421        -0.003645684        0.0001856039        0.0006553294        -0.001249234       -0.0005939045        3.064837E-05        4.127942E-05       -8.628935E-05       -4.500994E-05        1.440333E-06        3.373306E-05       -6.764111E-05       -3.390805E-05        3.147326E-06        5.237987E-08       -8.522572E-08       -3.284585E-08        6.334454E-12
2.000000        5.021188E-06       -1.318918E-05       -8.167989E-06        4.119858E-13        6.196306E-05       -0.0001292173       -6.725427E-05        1.693232E-10        5.985465E-05       -0.0001183462       -5.849152E-05        3.610651E-10        4.035327E-06       -8.269924E-06       -4.234597E-06        6.135082E-12         0.003621926        -0.007267629        -0.003645702        0.0001856015        0.0006556004        -0.001249461       -0.0005938606        3.064930E-05        4.127309E-05       -8.628277E-05       -4.500968E-05        1.440334E-06        3.373422E-05       -6.764213E-05       -3.390791E-05        3.147328E-06        5.236228E-08       -8.520823E-08       -3.284595E-08        6.334455E-12
2.050000        5.243223E-06       -1.346067E-05       -8.217451E-06        4.119910E-13        5.906710E-05       -0.0001261466       -6.707947E-05        1.693262E-10        5.948456E-05       -0.0001179659       -5.848133E-05        3.610556E-10        3.915483E-06       -8.149357E-06       -4.233874E-06        6.135254E-12         0.003613161        -0.007258882        -0.003645721        0.0001855993        0.0006558632        -0.001249680       -0.0005938173        3.065022E-05        4.126681E-05       -8.627624E-05       -4.500943E-05        1.440334E-06        3.373537E-05       -6.764315E-05       -3.390778E-05        3.147331E-06        5.234464E-08       -8.519070E-08       -3.284605E-08        6.334455E-12
2.100000        5.533528E-06       -1.384019E-05       -8.306660E-06        4.119980E-13        5.655571E-05       -0.0001235062       -6.695052E-05        1.693300E-10        5.875444E-05       -0.0001172162       -5.846176E-05        3.610462E-10        3.807075E-06       -8.040355E-06       -4.233280E-06        6.135383E-12         0.003604448        -0.007250187        -0.003645739        0.0001855970        0.0006561176        -0.001249892       -0.0005937746        3.065112E-05        4.126058E-05       -8.626977E-05       -4.500918E-05        1.440335E-06        3.373652E-05       -6.764417E-05       -3.390765E-05        3.147333E-06        5.232694E-08       -8.517311E-08       -3.284617E-08        6.334455E-12
2.150000        5.523622E-06       -1.382658E-05       -8.302962E-06        4.119987E-13        5.493395E-05       -0.0001218110       -6.687700E-05        1.693339E-10        5.775473E-05       -0.0001161909       -5.843620E-05        3.610376E-10        3.711640E-06       -7.944443E-06       -4.232803E-06        6.135454E-12         0.003595792        -0.007241550        -0.003645758        0.0001855948        0.0006563637        -0.001250096       -0.0005937324        3.065201E-05        4.125440E-05       -8.626334E-05       -4.500895E-05        1.440335E-06        3.373768E-05       -6.764520E-05       -3.390753E-05        3.147335E-06        5.230919E-08       -8.515547E-08       -3.284628E-08        6.334456E-12
2.200000        5.226022E-06       -1.343915E-05       -8.213131E-06        4.119936E-13        5.446240E-05       -0.0001213193       -6.685690E-05        1.693368E-10        5.659998E-05       -0.0001150084       -5.840840E-05        3.610304E-10        3.630245E-06       -7.862674E-06       -4.232429E-06        6.135462E-12         0.003587200        -0.007232975        -0.003645775        0.0001855926        0.0006566013        -0.001250292       -0.0005936908        3.065290E-05        4.124826E-05       -8.625698E-05       -4.500872E-05        1.440335E-06        3.373883E-05       -6.764624E-05       -3.390741E-05        3.147337E-06        5.229137E-08       -8.513778E-08       -3.284641E-08        6.334456E-12
2.250000        5.018092E-06       -1.318548E-05       -8.167386E-06        4.119866E-13        5.520714E-05       -0.0001220959       -6.688876E-05        1.693378E-10        5.540991E-05       -0.0001137915       -5.838160E-05        3.610247E-10        3.563608E-06       -7.795754E-06       -4.232146E-06        6.135406E-12         0.003578677        -0.007224469        -0.003645792        0.0001855904        0.0006568304        -0.001250480       -0.0005936497        3.065376E-05        4.124216E-05       -8.625067E-05       -4.500851E-05        1.440336E-06        3.373998E-05       -6.764728E-05       -3.390730E-05        3.147340E-06        5.227350E-08       -8.512004E-08       -3.284654E-08        6.334456E-12
