#Time(Yr)                X_Me                Y_Me                Z_Me           R_Mercury                X_Ve                Y_Ve                Z_Ve             R_Venus                X_Ea                Y_Ea                Z_Ea             R_Earth                X_Ma                Y_Ma                Z_Ma              R_Mars                X_Ju                Y_Ju                Z_Ju           R_Jupiter                X_Sa                Y_Sa                Z_Sa            R_Saturn                X_Ur                Y_Ur                Z_Ur            R_Uranus                X_Ne                Y_Ne                Z_Ne           R_Neptune                X_Pu                Y_Pu                Z_Pu             R_Pluto
45.1000            0.213487           -0.417324          -0.0537819            0.471835           -0.741644           -0.287876           0.0388711            0.796505           -0.344216            0.963487        -9.76655E-05             1.02313           -0.504151             1.57203           0.0453795             1.65152             4.67139            -1.70026          -0.0973304             4.97215            -3.77076            -9.23086            0.309934             9.97615            -15.1143             10.3063            0.233956             18.2953             21.3896             20.6514           -0.917967             29.7462             34.8836            -18.3620            -8.07931             40.2406
45.1500            0.478401          -0.0366125          -0.0467792            0.482075           -0.550149           -0.571238           0.0238537            0.793439           -0.615819            0.804808        -1.58907E-05             1.01339           -0.717849             1.47781           0.0486195             1.64365             4.71539            -1.56356          -0.0988851             4.96885            -3.68152            -9.26910            0.307036             9.97818            -15.1553             10.2433            0.234253             18.2938             21.3493             20.6929           -0.917893             29.7461             34.9139            -18.3255            -8.09196             40.2527
45.2000            0.321869            0.376351          0.00143397            0.495219           -0.249948           -0.741731          0.00412307            0.782723           -0.829017            0.569803         6.73574E-05             1.00595           -0.915590             1.35074           0.0507789             1.63260             4.75560            -1.42561           -0.100360             4.96570            -3.59191            -9.30643            0.304108             9.98017            -15.1960             10.1802            0.234547             18.2923             21.3089             20.7344           -0.917815             29.7460             34.9441            -18.2890            -8.10460             40.2649
45.2500          -0.0962306            0.483467           0.0484817            0.495329            0.101699           -0.759565          -0.0164562            0.766520           -0.961837            0.279551         0.000144041             1.00164            -1.09256             1.19303           0.0517864             1.61855             4.79197            -1.28651           -0.101754             4.96271            -3.50195            -9.34282            0.301150             9.98212            -15.2365             10.1168            0.234836             18.2909             21.2684             20.7758           -0.917734             29.7459             34.9743            -18.2524            -8.11723             40.2771
45.3000           -0.436177            0.197951           0.0561567            0.482274            0.431064           -0.610947          -0.0334293            0.748458            -1.00019          -0.0381567         0.000206546             1.00092            -1.24410             1.00756           0.0515885             1.60175             4.82448            -1.14637           -0.103067             4.95988            -3.41163            -9.37829            0.298162             9.98401            -15.2767             10.0533            0.235122             18.2894             21.2278             20.8171           -0.917650             29.7458             35.0045            -18.2158            -8.12984             40.2892
45.3500           -0.392343           -0.261737           0.0144209            0.471855            0.658962           -0.318516          -0.0425334            0.733139           -0.940095           -0.352110         0.000248686             1.00387            -1.36576            0.797878           0.0501515             1.58254             4.85308            -1.00531           -0.104295             4.95721            -3.32098            -9.41283            0.295144             9.98586            -15.3167             9.98970            0.235404             18.2880             21.1871             20.8583           -0.917563             29.7457             35.0346            -18.1792            -8.14245             40.3014
45.4000           0.0200806           -0.475537          -0.0408626            0.477712            0.721822           0.0536903          -0.0409845            0.724975           -0.788284           -0.631712         0.000266524             1.01017            -1.45340            0.568331           0.0474656             1.56129             4.87775           -0.863426           -0.105439             4.95470            -3.23000            -9.44644            0.292097             9.98766            -15.3565             9.92589            0.235682             18.2866             21.1464             20.8995           -0.917471             29.7456             35.0646            -18.1426            -8.15504             40.3136
45.4500            0.414329           -0.258824          -0.0591525            0.492095            0.597720            0.411988          -0.0288200            0.726522           -0.560998           -0.850833         0.000258798             1.01913            -1.50336            0.324043           0.0435487             1.53850             4.89846           -0.720845           -0.106498             4.95236            -3.13869            -9.47910            0.289021             9.98941            -15.3959             9.86192            0.235956             18.2852             21.1056             20.9406           -0.917377             29.7455             35.0946            -18.1059            -8.16762             40.3257
45.5000            0.465419            0.172256          -0.0284501            0.497088            0.319790            0.664252         -0.00923822            0.737280           -0.281400           -0.990621         0.000226890             1.02981            -1.51256           0.0709732           0.0384515             1.51471             4.91519           -0.577679           -0.107470             4.95019            -3.04708            -9.51083            0.285917             9.99112            -15.4352             9.79780            0.236226             18.2838             21.0647             20.9815           -0.917279             29.7454             35.1245            -18.0692            -8.18019             40.3379
45.5500            0.142539            0.464925           0.0251126            0.486933          -0.0368898            0.752932           0.0126186            0.753941           0.0236317            -1.04089         0.000174418             1.04116            -1.47881           -0.184113           0.0322622             1.49057             4.92792           -0.434042           -0.108355             4.94819            -2.95516            -9.54162            0.282784             9.99277            -15.4742             9.73351            0.236493             18.2824             21.0237             21.0225           -0.917177             29.7453             35.1544            -18.0325            -8.19274             40.3500
45.6000           -0.302187            0.360150           0.0572072            0.473601           -0.385070            0.668214           0.0315692            0.771871            0.326600            -1.00013         0.000106620             1.05211            -1.40098           -0.433713           0.0251115             1.46680             4.93664           -0.290053           -0.109151             4.94636            -2.86295            -9.57147            0.279623             9.99438            -15.5129             9.66907            0.236756             18.2811             20.9827             21.0633           -0.917072             29.7452             35.1842            -17.9957            -8.20528             40.3621
45.6500           -0.466149          -0.0792383           0.0361505            0.474216           -0.650605            0.440084           0.0437445            0.786686            0.601895           -0.874612         2.96976E-05             1.06171            -1.27934           -0.669749           0.0171753             1.44415             4.94133           -0.145826           -0.109858             4.94470            -2.77046            -9.60036            0.276434             9.99594            -15.5514             9.60447            0.237015             18.2797             20.9416             21.1041           -0.916964             29.7451             35.2140            -17.9589            -8.21781             40.3743
45.7000           -0.198691           -0.445293          -0.0183633            0.487956           -0.784246            0.122739           0.0470519            0.795186            0.827557           -0.676968        -4.97849E-05             1.06918            -1.11577           -0.883838          0.00867634             1.42344             4.94199         -0.00148114           -0.110476             4.94322            -2.67770            -9.62831            0.273219             9.99745            -15.5897             9.53971            0.237270             18.2784             20.9004             21.1447           -0.916852             29.7450             35.2437            -17.9221            -8.23033             40.3864
45.7500            0.237557           -0.433075          -0.0572777            0.497260           -0.763947           -0.218698           0.0411234            0.795698            0.986397           -0.424657        -0.000125382             1.07392           -0.914018            -1.06768        -0.000119589             1.40548             4.93860            0.142865           -0.111003             4.94192            -2.58466            -9.65531            0.269976             9.99892            -15.6276             9.47481            0.237521             18.2771             20.8591             21.1853           -0.916737             29.7449             35.2734            -17.8853            -8.24283             40.3985
45.8000            0.483124          -0.0732315          -0.0502157            0.491216           -0.593980           -0.517290           0.0271385            0.788123             1.06664           -0.138506        -0.000191146             1.07560           -0.679770            -1.21357         -0.00891128             1.39101             4.93118            0.287094           -0.111440             4.94079            -2.49138            -9.68135            0.266706             10.0003            -15.6654             9.40974            0.237769             18.2758             20.8177             21.2259           -0.916618             29.7448             35.3030            -17.8484            -8.25533             40.4106
45.8500            0.326406            0.347590         -0.00133984            0.476825           -0.304256           -0.711590          0.00768195            0.773945             1.06229            0.158630        -0.000241922             1.07407           -0.420592            -1.31496          -0.0173762             1.38069             4.91973            0.431089           -0.111785             4.93984            -2.39784            -9.70644            0.263410             10.0017            -15.7029             9.34453            0.238012             18.2745             20.7763             21.2663           -0.916496             29.7447             35.3326            -17.8115            -8.26781             40.4227
45.9000           -0.127462            0.451971           0.0487557            0.472125           0.0502458           -0.754395          -0.0134101            0.756185            0.973334            0.443131        -0.000273602             1.06946           -0.145640            -1.36703          -0.0251896             1.37500             4.90424            0.574730           -0.112039             4.93908            -2.30407            -9.73057            0.260088             10.0030            -15.7401             9.27916            0.238252             18.2732             20.7348             21.3067           -0.916370             29.7446             35.3621            -17.7746            -8.28027             40.4349
45.9500           -0.461787            0.132475           0.0531260            0.483342            0.393283           -0.625006          -0.0314413            0.739116            0.805847            0.691877        -0.000283374             1.06211            0.134845            -1.36721          -0.0320467             1.37422             4.88474            0.717900           -0.112201             4.93849            -2.21008            -9.75374            0.256741             10.0043            -15.7771             9.21365            0.238488             18.2719             20.6932             21.3469           -0.916241             29.7445             35.3916            -17.7376            -8.29273             40.4470
46.0000           -0.392483           -0.302812           0.0110613            0.495843            0.640192           -0.342844          -0.0417873            0.727416            0.571984            0.883630        -0.000269958             1.05260            0.410205            -1.31539          -0.0376850             1.37838             4.86124            0.860482           -0.112271             4.93808            -2.11586            -9.77594            0.253368             10.0055            -15.8138             9.14798            0.238720             18.2707             20.6515             21.3871           -0.916109             29.7445             35.4210            -17.7007            -8.30517             40.4591
46.0500         -0.00542303           -0.492943          -0.0399587            0.494590            0.722948           0.0272317          -0.0414182            0.724646            0.289721             1.00060        -0.000233833             1.04170            0.670108            -1.21399          -0.0419032             1.38729             4.83375             1.00236           -0.112249             4.93786            -2.02144            -9.79719            0.249970             10.0067            -15.8502             9.08217            0.238948             18.2695             20.6097             21.4272           -0.915973             29.7444             35.4503            -17.6637            -8.31760             40.4711
46.1000            0.386064           -0.280948          -0.0583818            0.481026            0.618197            0.390245          -0.0303065            0.731695          -0.0178330             1.03021        -0.000177413             1.03037            0.905244            -1.06771          -0.0445724             1.40052             4.80230             1.14341           -0.112135             4.93782            -1.92681            -9.81746            0.246547             10.0078            -15.8864             9.01621            0.239173             18.2682             20.5679             21.4673           -0.915834             29.7443             35.4796            -17.6267            -8.33002             40.4832
46.1500            0.435220            0.180175          -0.0250358            0.471705            0.357697            0.654938          -0.0115592            0.746341           -0.323774            0.966871        -0.000105089             1.01964             1.10786           -0.883076          -0.0456403             1.41748             4.76691             1.28353           -0.111929             4.93796            -1.83200            -9.83677            0.243101             10.0089            -15.9224             8.95010            0.239393             18.2670             20.5260             21.5072           -0.915691             29.7442             35.5089            -17.5896            -8.34243             40.4953
46.2000           0.0751239            0.471874           0.0318524            0.478877           0.0122827            0.764147          0.00993220            0.764311           -0.599566            0.813512        -2.30373E-05             1.01058             1.27209           -0.667834          -0.0451267             1.43745             4.72761             1.42259           -0.111632             4.93828            -1.73701            -9.85511            0.239630             10.0099            -15.9581             8.88385            0.239610             18.2658             20.4840             21.5471           -0.915545             29.7441             35.5381            -17.5525            -8.35482             40.5074
46.2500           -0.352484            0.339492           0.0601137            0.493065           -0.335844            0.704442           0.0292280            0.780951           -0.818019            0.582359         6.13140E-05             1.00414             1.39406           -0.430398          -0.0431136             1.45962             4.68444             1.56049           -0.111243             4.93878            -1.64184            -9.87249            0.236135             10.0109            -15.9935             8.81745            0.239822             18.2646             20.4420             21.5869           -0.915395             29.7440             35.5672            -17.5154            -8.36720             40.5195
46.3000           -0.489868          -0.0724115           0.0388796            0.496715           -0.614376            0.498765           0.0424669            0.792482           -0.956725            0.294436         0.000140122             1.00101             1.47178           -0.179299          -0.0397323             1.48319             4.63744             1.69711           -0.110762             4.93946            -1.54651            -9.88889            0.232618             10.0118            -16.0287             8.75092            0.240031             18.2635             20.3998             21.6266           -0.915242             29.7439             35.5963            -17.4783            -8.37957             40.5315
46.3500           -0.232742           -0.425997          -0.0136657            0.485622           -0.771076            0.194181           0.0472837            0.796555            -1.00129          -0.0224593         0.000205738             1.00154             1.50499           0.0772265          -0.0351493             1.50738             4.58663             1.83234           -0.110191             4.94032            -1.45103            -9.90431            0.229077             10.0127            -16.0636             8.68424            0.240236             18.2623             20.3576             21.6663           -0.915085             29.7438             35.6253            -17.4411            -8.39193             40.5436
46.4000            0.224963           -0.412459          -0.0544341            0.472963           -0.777202           -0.148320           0.0428660            0.792389           -0.947473           -0.337148         0.000251563             1.00567             1.49484            0.331530          -0.0295536             1.53145             4.53207             1.96607           -0.109530             4.94136            -1.35541            -9.91877            0.225514             10.0135            -16.0982             8.61741            0.240437             18.2612             20.3153             21.7058           -0.914925             29.7438             35.6543            -17.4040            -8.40427             40.5556
46.4500            0.472811          -0.0141517          -0.0444229            0.475104           -0.629153           -0.461399           0.0299441            0.780781           -0.801716           -0.619119         0.000273324             1.01294             1.44362            0.576727          -0.0231459             1.55473             4.47380             2.09820           -0.108779             4.94258            -1.25965            -9.93224            0.221929             10.0143            -16.1326             8.55045            0.240634             18.2601             20.2729             21.7453           -0.914762             29.7437             35.6833            -17.3668            -8.41660             40.5677
46.5000            0.285531            0.397182          0.00647105            0.489206           -0.350647           -0.678805           0.0108126            0.764098           -0.579824           -0.842296         0.000269376             1.02257             1.35450            0.806782          -0.0161306             1.57665             4.41187             2.22860           -0.107940             4.94398            -1.16377            -9.94474            0.218322             10.0150            -16.1668             8.48335            0.240827             18.2589             20.2305             21.7847           -0.914595             29.7436             35.7121            -17.3295            -8.42892             40.5797
46.5500           -0.142445            0.473696           0.0519098            0.497366          0.00543485           -0.746036          -0.0107111            0.746133           -0.304408           -0.987725         0.000240572             1.03357             1.23127             1.01652         -0.00870934             1.59669             4.34635             2.35719           -0.107012             4.94555            -1.06778            -9.95626            0.214694             10.0157            -16.2006             8.41612            0.241017             18.2579             20.1880             21.8240           -0.914425             29.7435             35.7410            -17.2923            -8.44123             40.5918
46.6000           -0.456151            0.170221           0.0557075            0.490054            0.360227           -0.636007          -0.0296899            0.731539         -0.00177903            -1.04486         0.000190188             1.04486             1.07820             1.20162         -0.00107713             1.61444             4.27727             2.48385           -0.105997             4.94730           -0.971678            -9.96681            0.211044             10.0163            -16.2342             8.34874            0.241202             18.2568             20.1454             21.8632           -0.914251             29.7434             35.7697            -17.2550            -8.45352             40.6038
46.6500           -0.387313           -0.276004           0.0127871            0.475766            0.624204           -0.365632          -0.0411836            0.724579            0.301007            -1.01159         0.000123269             1.05543            0.899849             1.35854          0.00658011             1.62954             4.20471             2.60849           -0.104895             4.94922           -0.875483            -9.97637            0.207374             10.0169            -16.2676             8.28123            0.241383             18.2557             20.1027             21.9024           -0.914074             29.7434             35.7985            -17.2177            -8.46580             40.6158
46.7000           0.0364910           -0.469278          -0.0418523            0.472552            0.726239        -0.000395156          -0.0419925            0.727452            0.578526           -0.893398         4.59250E-05             1.06436            0.700978             1.48447           0.0140870             1.64171             4.12873             2.73100           -0.103708             4.95131           -0.779201            -9.98496            0.203683             10.0174            -16.3006             8.21359            0.241561             18.2546             20.0600             21.9414           -0.913893             29.7433             35.8271            -17.1803            -8.47807             40.6279
46.7500            0.426168           -0.223634          -0.0573473            0.484686            0.642084            0.364946          -0.0320354            0.739245            0.808693           -0.702073        -3.52580E-05             1.07093            0.486478             1.57729           0.0212795             1.65074             4.04938             2.85130           -0.102437             4.95357           -0.682843            -9.99256            0.199972             10.0179            -16.3334             8.14581            0.241735             18.2536             20.0172             21.9804           -0.913709             29.7432             35.8557            -17.1430            -8.49033             40.6399
46.8000            0.446447            0.215858          -0.0231335            0.496433            0.401068            0.641131          -0.0142519            0.756378            0.973880           -0.454330        -0.000113695             1.07464            0.261310             1.63550           0.0280049             1.65648             3.96675             2.96928           -0.101082             4.95600           -0.586417            -9.99918            0.196242             10.0183            -16.3660             8.07790            0.241904             18.2526             19.9743             22.0193           -0.913522             29.7431             35.8843            -17.1056            -8.50257             40.6519
46.8500            0.106577            0.481219           0.0297422            0.493777           0.0685815            0.771090          0.00678201            0.774164             1.06162           -0.170453        -0.000183188             1.07522           0.0304734             1.65821           0.0341219             1.65884             3.88091             3.08485          -0.0996460             4.95859           -0.489934            -10.0048            0.192492             10.0187            -16.3983             8.00986            0.242070             18.2516             19.9313             22.0581           -0.913331             29.7431             35.9128            -17.0682            -8.51480             40.6639
46.9000           -0.320661            0.352080           0.0582349            0.479766           -0.278489            0.737029           0.0263732            0.788329             1.06508            0.126961        -0.000238248             1.07262           -0.201017             1.64506           0.0395010             1.65776             3.79192             3.19792          -0.0981288             4.96135           -0.393402            -10.0095            0.188724             10.0190            -16.4303             7.94169            0.242232             18.2506             19.8882             22.0968           -0.913137             29.7430             35.9413            -17.0307            -8.52702             40.6759
46.9500           -0.461307          -0.0917245           0.0346804            0.471615           -0.569453            0.554491           0.0406513            0.795858            0.983351            0.414225        -0.000274382             1.06703           -0.428147             1.59627           0.0440242             1.65328             3.69987             3.30841          -0.0965324             4.96426           -0.296832            -10.0132            0.184937             10.0193            -16.4620             7.87339            0.242390             18.2496             19.8451             22.1355           -0.912939             29.7429             35.9697            -16.9933            -8.53923             40.6879
47.0000           -0.167912           -0.449225          -0.0215045            0.480062           -0.748920            0.263390           0.0469701            0.795275            0.821744            0.667842        -0.000288365             1.05890           -0.645923             1.51262           0.0475857             1.64545             3.60483             3.41623          -0.0948581             4.96733           -0.200233            -10.0159            0.181131             10.0195            -16.4935             7.80496            0.242544             18.2486             19.8019             22.1740           -0.912738             29.7429             35.9980            -16.9558            -8.55142             40.6999
47.0500            0.275277           -0.405975          -0.0585056            0.493980           -0.781430          -0.0793922           0.0440722            0.786688            0.591834            0.865949        -0.000278521             1.04887           -0.849384             1.39547           0.0500930             1.63441             3.50689             3.52130          -0.0931074             4.97056           -0.103613            -10.0176            0.177308             10.0197            -16.5247             7.73641            0.242694             18.2477             19.7586             22.2125           -0.912533             29.7428             36.0263            -16.9183            -8.56360             40.7119
47.1000            0.493075          -0.0303153          -0.0476030            0.496294           -0.655526           -0.406078           0.0322401            0.771786            0.311307            0.989992        -0.000244993             1.03778            -1.03364             1.24677           0.0514677             1.62034             3.40613             3.62354          -0.0912819             4.97394         -0.00698388            -10.0183            0.173468             10.0198            -16.5556             7.66773            0.242840             18.2467             19.7153             22.2509           -0.912325             29.7427             36.0546            -16.8808            -8.57577             40.7239
47.1500            0.312773            0.369824          0.00173369            0.484355           -0.388887           -0.645582           0.0134863            0.753785          0.00329557             1.02662        -0.000189955             1.02662            -1.19391             1.06914           0.0516482             1.60349             3.30264             3.72287          -0.0893832             4.97747           0.0896465            -10.0180            0.169611             10.0199            -16.5863             7.59892            0.242982             18.2458             19.6719             22.2892           -0.912113             29.7426             36.0827            -16.8432            -8.58793             40.7359
47.2000           -0.139193            0.448747           0.0495644            0.472446          -0.0326311           -0.736316         -0.00837534            0.737087           -0.305013            0.969606        -0.000117691             1.01645            -1.32560            0.865929           0.0505923             1.58418             3.19651             3.81922          -0.0874129             4.98114            0.186268            -10.0168            0.165737             10.0199            -16.6167             7.53000            0.243120             18.2449             19.6284             22.3275           -0.911899             29.7426             36.1109            -16.8056            -8.60007             40.7478
47.2500           -0.460882            0.107677           0.0510061            0.476033            0.331669           -0.645577          -0.0281728            0.726339           -0.584652            0.821471        -3.44493E-05             1.00828            -1.42438            0.641217           0.0482803             1.56280             3.08782             3.91252          -0.0853728             4.98495            0.282872            -10.0146            0.161846             10.0199            -16.6469             7.46094            0.243254             18.2440             19.5848             22.3656           -0.911680             29.7425             36.1390            -16.7680            -8.61220             40.7598
47.3000           -0.360893           -0.331907          0.00578068            0.490346            0.610545           -0.388558          -0.0407141            0.724845           -0.807995            0.594243         5.20430E-05             1.00299            -1.48633            0.399927           0.0447198             1.53984             2.97667             4.00271          -0.0832647             4.98891            0.379447            -10.0114            0.157940             10.0198            -16.6767             7.39177            0.243385             18.2431             19.5412             22.4037           -0.911458             29.7425             36.1670            -16.7304            -8.62432             40.7718
47.3500           0.0412104           -0.493641          -0.0442840            0.497333            0.731196          -0.0308390          -0.0427040            0.733091           -0.952300            0.308891         0.000133392             1.00114            -1.50809            0.147828           0.0399503             1.51584             2.86316             4.08971          -0.0810904             4.99299            0.475986            -10.0072            0.154018             10.0197            -16.7063             7.32248            0.243511             18.2422             19.4975             22.4416           -0.911233             29.7424             36.1950            -16.6927            -8.63643             40.7837
47.4000            0.410252           -0.259306          -0.0588180            0.488882            0.668677            0.334609          -0.0339961            0.748497            -1.00294         -0.00684193         0.000201580             1.00296            -1.48712           -0.108459           0.0340486             1.49145             2.74738             4.17347          -0.0788518             4.99721            0.572478            -10.0020            0.150081             10.0195            -16.7356             7.25307            0.243633             18.2414             19.4537             22.4795           -0.911005             29.7423             36.2229            -16.6550            -8.64852             40.7957
47.4500            0.432767            0.194061          -0.0236700            0.474876            0.448781            0.621309          -0.0172871            0.766634           -0.955459           -0.321903         0.000250017             1.00823            -1.42190           -0.361517           0.0271340             1.46739             2.62942             4.25393          -0.0765508             5.00156            0.668914            -9.99584            0.146130             10.0193            -16.7647             7.18354            0.243752             18.2405             19.4098             22.5174           -0.910773             29.7423             36.2508            -16.6173            -8.66060             40.8076
47.5000           0.0564328            0.468580           0.0332929            0.473139            0.130583            0.771917          0.00320861            0.782891           -0.815969           -0.605963         0.000274352             1.01636            -1.31227           -0.603282           0.0193716             1.44443             2.50939             4.33103          -0.0741895             5.00604            0.765284            -9.98870            0.142164             10.0190            -16.7934             7.11389            0.243866             18.2397             19.3659             22.5551           -0.910537             29.7422             36.2786            -16.5796            -8.67267             40.8196
47.5500           -0.372484            0.306469           0.0592324            0.485979           -0.214470            0.763759           0.0230443            0.793635           -0.599772           -0.833058         0.000272873             1.02651            -1.15965           -0.825287           0.0109748             1.42338             2.38739             4.40473          -0.0717698             5.01063            0.861580            -9.98059            0.138184             10.0187            -16.8219             7.04413            0.243976             18.2389             19.3219             22.5927           -0.910298             29.7421             36.3064            -16.5418            -8.68472             40.8315
47.6000           -0.481100           -0.119171           0.0342379            0.496821           -0.517175            0.604808           0.0383299            0.796700           -0.328847           -0.984137         0.000246473             1.03763           -0.967347            -1.01905          0.00220233             1.40507             2.26351             4.47497          -0.0692938             5.01534            0.957790            -9.97149            0.134190             10.0183            -16.8502             6.97425            0.244083             18.2381             19.2778             22.6303           -0.910056             29.7421             36.3341            -16.5041            -8.69677             40.8434
47.6500           -0.202513           -0.448897          -0.0183122            0.492803           -0.718940            0.327818           0.0461346            0.791497          -0.0288696            -1.04827         0.000198277             1.04867           -0.740623            -1.17654         -0.00664851             1.39026             2.13786             4.54171          -0.0667635             5.02016             1.05391            -9.96141            0.130184             10.0179            -16.8781             6.90426            0.244185             18.2373             19.2337             22.6677           -0.909810             29.7420             36.3618            -16.4663            -8.70880             40.8553
47.7000            0.243080           -0.408430          -0.0557608            0.478553           -0.777601          -0.0144196           0.0447563            0.779022            0.273580            -1.02269         0.000133090             1.05865           -0.486695            -1.29083          -0.0152552             1.37962             2.01055             4.60490          -0.0641812             5.02509             1.14992            -9.95036            0.126164             10.0174            -16.9058             6.83416            0.244284             18.2365             19.1894             22.7051           -0.909561             29.7420             36.3894            -16.4284            -8.72082             40.8673
47.7500            0.469767        -0.000147101          -0.0429936            0.471731           -0.673928           -0.353645           0.0340346            0.761841            0.553272           -0.912032         5.68067E-05             1.06673           -0.214472            -1.35659          -0.0232884             1.37364             1.88167             4.66452          -0.0615489             5.03013             1.24582            -9.93833            0.122132             10.0169            -16.9332             6.76395            0.244378             18.2358             19.1452             22.7424           -0.909309             29.7419             36.4169            -16.3906            -8.73282             40.8792
47.8000            0.254783            0.408277           0.0101960            0.481361           -0.419827           -0.613932           0.0157160            0.743918            0.787980           -0.727217        -2.41197E-05             1.07227           0.0659180            -1.37070          -0.0304349             1.37262             1.75133             4.72052          -0.0588690             5.03526             1.34160            -9.92532            0.118089             10.0163            -16.9603             6.69362            0.244469             18.2350             19.1008             22.7796           -0.909053             29.7419             36.4444            -16.3527            -8.74481             40.8911
47.8500           -0.185653            0.455428           0.0543632            0.494810          -0.0650794           -0.727038         -0.00637020            0.729972            0.959605           -0.484182        -0.000103145             1.07484            0.343793            -1.33249          -0.0364199             1.37661             1.61963             4.77286          -0.0561435             5.04049             1.43725            -9.91134            0.114033             10.0157            -16.9872             6.62319            0.244555             18.2343             19.0563             22.8168           -0.908793             29.7418             36.4719            -16.3148            -8.75679             40.9030
47.9000           -0.474840            0.131556           0.0542420            0.495704            0.306183           -0.655666          -0.0268401            0.724131             1.05496           -0.202660        -0.000174017             1.07425            0.608663            -1.24387          -0.0410269             1.38541             1.48669             4.82153          -0.0533747             5.04582             1.53275            -9.89638            0.109966             10.0150            -17.0137             6.55265            0.244638             18.2336             19.0118             22.8538           -0.908531             29.7418             36.4993            -16.2769            -8.76876             40.9149
47.9500           -0.379275           -0.298910           0.0101697            0.483011            0.597861           -0.413868          -0.0403336            0.728253             1.06632           0.0950003        -0.000231115             1.07055            0.850941            -1.10908          -0.0441112             1.39860             1.35261             4.86650          -0.0505650             5.05123             1.62811            -9.88045            0.105889             10.0143            -17.0400             6.48200            0.244716             18.2329             18.9673             22.8908           -0.908264             29.7417             36.5267            -16.2390            -8.78071             40.9268
48.0000           0.0484793           -0.467573          -0.0428097            0.472025            0.736766          -0.0663084          -0.0435203            0.741022            0.991911            0.385021        -0.000269783             1.06402             1.06252           -0.934269          -0.0456041             1.41559             1.21749             4.90773          -0.0477165             5.05672             1.72330            -9.86355            0.101801             10.0135            -17.0660             6.41125            0.244791             18.2322             18.9226             22.9276           -0.907995             29.7417             36.5539            -16.2010            -8.79266             40.9387
48.0500            0.430740           -0.197446          -0.0556149            0.477090            0.696967            0.297339          -0.0361509            0.758604            0.836227            0.643500        -0.000286579             1.05516             1.23713           -0.726954          -0.0455103             1.43563             1.08144             4.94523          -0.0448316             5.06229             1.81833            -9.84568           0.0977033             10.0127            -17.0918             6.34039            0.244862             18.2315             18.8779             22.9644           -0.907722             29.7416             36.5812            -16.1630            -8.80459             40.9505
48.1000            0.421519            0.252136          -0.0178738            0.491498            0.499604            0.593771          -0.0206083            0.776268            0.610289            0.847921        -0.000279497             1.04471             1.37048           -0.495388          -0.0438985             1.45793            0.944571             4.97895          -0.0419125             5.06793             1.91317            -9.82684           0.0935958             10.0118            -17.1172             6.26943            0.244928             18.2309             18.8331             23.0011           -0.907445             29.7416             36.6084            -16.1250            -8.81650             40.9624
48.1500           0.0619121            0.492136           0.0347249            0.497229            0.196831            0.764929        -0.000717445            0.789848            0.331524            0.978951        -0.000248392             1.03356             1.46018           -0.248041          -0.0408886             1.48166            0.806983             5.00891          -0.0389617             5.07365             2.00783            -9.80703           0.0894791             10.0109            -17.1424             6.19836            0.244991             18.2302             18.7882             23.0377           -0.907165             29.7415             36.6355            -16.0869            -8.82841             40.9743
