#Rho             Ground(Ar)             1st(Ar)             2nd(Ar)          Ground(Ja)             1st(Ja)             2nd(Ja)
0.0199501         0.000107170         0.000213017         0.000307654         0.000107169         0.000213017         0.000213017
0.0399002         0.000436890         0.000867735          0.00125229         0.000436890         0.000867736         0.000867736
0.0598504          0.00100118          0.00198604          0.00286254          0.00100119          0.00198604          0.00198604
0.0798005          0.00181164          0.00358749          0.00516159          0.00181164          0.00358749          0.00358749
0.0997506          0.00287938          0.00568916          0.00816682          0.00287938          0.00568916          0.00568916
0.119701          0.00421497          0.00830546           0.0118895          0.00421497          0.00830546          0.00830546
0.139651          0.00582843           0.0114480           0.0163345          0.00582843           0.0114480           0.0114480
0.159601          0.00772912           0.0151254           0.0215002          0.00772912           0.0151254           0.0151254
0.179551          0.00992577           0.0193433           0.0273784          0.00992576           0.0193433           0.0193433
0.199501           0.0124264           0.0241040           0.0339541           0.0124264           0.0241040           0.0241040
0.219451           0.0152382           0.0294068           0.0412054           0.0152382           0.0294068           0.0294068
0.239401           0.0183676           0.0352475           0.0491042           0.0183676           0.0352475           0.0352475
0.259352           0.0218204           0.0416187           0.0576153           0.0218204           0.0416187           0.0416187
0.279302           0.0256012           0.0485096           0.0666977           0.0256012           0.0485096           0.0485096
0.299252           0.0297141           0.0559058           0.0763040           0.0297141           0.0559058           0.0559058
0.319202           0.0341619           0.0637901           0.0863812           0.0341619           0.0637901           0.0637901
0.339152           0.0389467           0.0721415           0.0968707           0.0389467           0.0721415           0.0721415
0.359102           0.0440697           0.0809361            0.107709           0.0440697           0.0809361           0.0809361
0.379052           0.0495309           0.0901467            0.118829           0.0495309           0.0901468           0.0901468
0.399002           0.0553296           0.0997434            0.130158           0.0553296           0.0997434           0.0997434
0.418953           0.0614638            0.109693            0.141622           0.0614638            0.109693            0.109693
0.438903           0.0679308            0.119960            0.153141           0.0679308            0.119960            0.119960
0.458853           0.0747266            0.130506            0.164638           0.0747266            0.130506            0.130506
0.478803           0.0818465            0.141291            0.176029           0.0818465            0.141291            0.141291
0.498753           0.0892846            0.152272            0.187233           0.0892846            0.152272            0.152272
0.518703           0.0970340            0.163403            0.198168           0.0970341            0.163403            0.163403
0.538653            0.105087            0.174640            0.208753            0.105087            0.174640            0.174640
0.558603            0.113435            0.185934            0.218907            0.113435            0.185934            0.185934
0.578554            0.122068            0.197236            0.228553            0.122068            0.197236            0.197236
0.598504            0.130975            0.208496            0.237616            0.130975            0.208496            0.208496
0.618454            0.140146            0.219665            0.246024            0.140146            0.219665            0.219665
0.638404            0.149567            0.230690            0.253710            0.149567            0.230690            0.230690
0.658354            0.159225            0.241522            0.260612            0.159225            0.241522            0.241522
0.678304            0.169107            0.252110            0.266672            0.169107            0.252110            0.252110
0.698254            0.179198            0.262404            0.271841            0.179198            0.262404            0.262404
0.718204            0.189482            0.272354            0.276072            0.189482            0.272354            0.272354
0.738155            0.199942            0.281913            0.279329            0.199942            0.281913            0.281913
0.758105            0.210564            0.291033            0.281582            0.210564            0.291033            0.291033
0.778055            0.221328            0.299671            0.282806            0.221328            0.299671            0.299671
0.798005            0.232217            0.307782            0.282988            0.232217            0.307782            0.307782
0.817955            0.243213            0.315326            0.282121            0.243213            0.315326            0.315326
0.837905            0.254297            0.322265            0.280206            0.254297            0.322265            0.322265
0.857855            0.265450            0.328562            0.277252            0.265450            0.328562            0.328562
0.877805            0.276652            0.334186            0.273278            0.276652            0.334186            0.334186
0.897756            0.287884            0.339106            0.268310            0.287884            0.339106            0.339106
0.917706            0.299126            0.343296            0.262381            0.299126            0.343296            0.343296
0.937656            0.310358            0.346732            0.255534            0.310358            0.346732            0.346732
0.957606            0.321559            0.349397            0.247818            0.321559            0.349397            0.349397
0.977556            0.332709            0.351273            0.239288            0.332709            0.351273            0.351273
0.997506            0.343789            0.352349            0.230008            0.343789            0.352349            0.352349
1.01746            0.354778            0.352618            0.220048            0.354778            0.352618            0.352618
1.03741            0.365657            0.352075            0.209481            0.365657            0.352075            0.352075
1.05736            0.376405            0.350720            0.198388            0.376405            0.350720            0.350720
1.07731            0.387004            0.348558            0.186853            0.387004            0.348558            0.348558
1.09726            0.397434            0.345597            0.174964            0.397434            0.345597            0.345597
1.11721            0.407677            0.341848            0.162812            0.407677            0.341848            0.341848
1.13716            0.417713            0.337328            0.150490            0.417713            0.337328            0.337328
1.15711            0.427526            0.332056            0.138093            0.427526            0.332056            0.332056
1.17706            0.437099            0.326057            0.125718            0.437099            0.326057            0.326057
1.19701            0.446413            0.319357            0.113459            0.446413            0.319357            0.319357
1.21696            0.455454            0.311988            0.101412            0.455454            0.311988            0.311988
1.23691            0.464205            0.303983           0.0896696            0.464205            0.303983            0.303983
1.25686            0.472652            0.295379           0.0783236            0.472652            0.295379            0.295379
1.27681            0.480780            0.286217           0.0674620            0.480780            0.286217            0.286217
1.29676            0.488577            0.276540           0.0571691            0.488577            0.276540            0.276540
1.31671            0.496029            0.266393           0.0475249            0.496029            0.266393            0.266393
1.33666            0.503125            0.255824           0.0386044            0.503125            0.255824            0.255824
1.35661            0.509854            0.244883           0.0304769            0.509854            0.244883            0.244883
1.37656            0.516206            0.233621           0.0232057            0.516206            0.233621            0.233621
1.39651            0.522172            0.222093           0.0168471            0.522172            0.222093            0.222093
1.41646            0.527743            0.210351           0.0114505            0.527743            0.210351            0.210351
1.43641            0.532912            0.198452          0.00705771            0.532912            0.198452            0.198452
1.45636            0.537672            0.186452          0.00370284            0.537672            0.186452            0.186452
1.47631            0.542017            0.174407          0.00141181            0.542017            0.174407            0.174407
1.49626            0.545944            0.162373         0.000202342            0.545944            0.162373            0.162373
1.51621            0.549448            0.150409         8.37612E-05            0.549448            0.150408            0.150408
1.53616            0.552526            0.138568          0.00105699            0.552526            0.138568            0.138568
1.55611            0.555177            0.126907          0.00311453            0.555177            0.126907            0.126907
1.57606            0.557399            0.115481          0.00624060            0.557399            0.115481            0.115481
1.59601            0.559192            0.104341           0.0104112            0.559192            0.104341            0.104341
1.61596            0.560557           0.0935407           0.0155945            0.560557           0.0935407           0.0935407
1.63591            0.561496           0.0831291           0.0217510            0.561496           0.0831291           0.0831291
1.65586            0.562011           0.0731544           0.0288336            0.562011           0.0731544           0.0731544
1.67581            0.562105           0.0636623           0.0367888            0.562105           0.0636623           0.0636623
1.69576            0.561782           0.0546963           0.0455561            0.561782           0.0546963           0.0546963
1.71571            0.561048           0.0462972           0.0550694            0.561048           0.0462972           0.0462972
1.73566            0.559907           0.0385031           0.0652571            0.559907           0.0385031           0.0385031
1.75561            0.558367           0.0313493           0.0760425            0.558367           0.0313493           0.0313493
1.77556            0.556434           0.0248680           0.0873451            0.556434           0.0248680           0.0248680
1.79551            0.554115           0.0190880           0.0990806            0.554115           0.0190880           0.0190880
