#Rho             Ground(Ar)             1st(Ar)             2nd(Ar)          Ground(Ja)             1st(Ja)             2nd(Ja)
1.82336            0.269971            0.599330            0.119144            0.269971            0.599330            0.119144
1.83761            0.260272            0.611294            0.103926            0.260272            0.611294            0.103926
1.85185            0.250789            0.622470           0.0894478            0.250789            0.622470           0.0894478
1.86610            0.241525            0.632837           0.0758022            0.241525            0.632837           0.0758022
1.88034            0.232482            0.642379           0.0630742            0.232482            0.642379           0.0630742
1.89459            0.223661            0.651083           0.0513427            0.223661            0.651083           0.0513427
1.90883            0.215063            0.658939           0.0406796            0.215063            0.658939           0.0406796
1.92308            0.206689            0.665940           0.0311500            0.206689            0.665940           0.0311500
1.93732            0.198538            0.672080           0.0228112            0.198538            0.672080           0.0228112
1.95157            0.190611            0.677360           0.0157131            0.190611            0.677360           0.0157131
1.96581            0.182907            0.681780          0.00989769            0.182907            0.681780          0.00989770
1.98006            0.175424            0.685344          0.00539906            0.175424            0.685344          0.00539906
1.99430            0.168162            0.688060          0.00224334            0.168162            0.688060          0.00224334
2.00855            0.161118            0.689935         0.000448680            0.161118            0.689935         0.000448680
2.02279            0.154292            0.690981         2.52984E-05            0.154292            0.690981         2.52988E-05
2.03704            0.147680            0.691213         0.000975595            0.147680            0.691213         0.000975597
2.05128            0.141280            0.690645          0.00329428            0.141280            0.690645          0.00329428
2.06553            0.135090            0.689295          0.00696859            0.135090            0.689295          0.00696860
2.07977            0.129106            0.687183           0.0119785            0.129106            0.687183           0.0119785
2.09402            0.123326            0.684330           0.0182970            0.123326            0.684330           0.0182969
2.10826            0.117745            0.680758           0.0258903            0.117745            0.680758           0.0258903
2.12251            0.112362            0.676491           0.0347185            0.112362            0.676492           0.0347185
2.13675            0.107171            0.671556           0.0447356            0.107171            0.671556           0.0447356
2.15100            0.102170            0.665978           0.0558900            0.102170            0.665978           0.0558900
2.16524           0.0973537            0.659784           0.0681250           0.0973537            0.659784           0.0681250
2.17949           0.0927190            0.653004           0.0813792           0.0927190            0.653004           0.0813792
2.19373           0.0882615            0.645666           0.0955869           0.0882615            0.645666           0.0955869
2.20798           0.0839772            0.637799            0.110679           0.0839772            0.637799            0.110679
2.22222           0.0798618            0.629434            0.126582           0.0798618            0.629434            0.126582
2.23647           0.0759110            0.620602            0.143221           0.0759110            0.620602            0.143221
2.25071           0.0721205            0.611332            0.160518           0.0721205            0.611332            0.160518
2.26496           0.0684861            0.601656            0.178393           0.0684861            0.601656            0.178393
2.27920           0.0650032            0.591604            0.196764           0.0650032            0.591604            0.196764
2.29345           0.0616676            0.581208            0.215551           0.0616676            0.581208            0.215551
2.30769           0.0584749            0.570497            0.234670           0.0584749            0.570497            0.234670
2.32194           0.0554208            0.559501            0.254038           0.0554208            0.559501            0.254038
2.33618           0.0525010            0.548251            0.273574           0.0525010            0.548251            0.273574
2.35043           0.0497111            0.536776            0.293196           0.0497111            0.536776            0.293196
2.36467           0.0470469            0.525104            0.312825           0.0470469            0.525104            0.312825
2.37892           0.0445042            0.513264            0.332382           0.0445042            0.513264            0.332382
2.39316           0.0420788            0.501283            0.351789           0.0420788            0.501283            0.351789
2.40741           0.0397667            0.489187            0.370975           0.0397666            0.489187            0.370975
2.42165           0.0375637            0.477004            0.389866           0.0375637            0.477004            0.389866
2.43590           0.0354659            0.464756            0.408394           0.0354659            0.464756            0.408394
2.45014           0.0334693            0.452470            0.426493           0.0334693            0.452470            0.426493
2.46439           0.0315703            0.440168            0.444103           0.0315703            0.440168            0.444103
2.47863           0.0297649            0.427872            0.461163           0.0297649            0.427872            0.461163
2.49288           0.0280495            0.415604            0.477619           0.0280495            0.415604            0.477619
2.50712           0.0264205            0.403384            0.493421           0.0264205            0.403384            0.493421
2.52137           0.0248744            0.391231            0.508521           0.0248744            0.391231            0.508521
2.53561           0.0234078            0.379163            0.522877           0.0234078            0.379163            0.522877
2.54986           0.0220174            0.367198            0.536450           0.0220174            0.367198            0.536450
2.56410           0.0206998            0.355352            0.549206           0.0206998            0.355352            0.549206
2.57835           0.0194520            0.343640            0.561114           0.0194520            0.343640            0.561114
2.59259           0.0182709            0.332076            0.572149           0.0182709            0.332076            0.572149
2.60684           0.0171535            0.320673            0.582289           0.0171535            0.320673            0.582289
2.62108           0.0160969            0.309443            0.591516           0.0160969            0.309443            0.591516
2.63533           0.0150984            0.298398            0.599817           0.0150984            0.298398            0.599817
2.64957           0.0141553            0.287546            0.607183           0.0141553            0.287546            0.607183
2.66382           0.0132649            0.276898            0.613607           0.0132649            0.276898            0.613607
2.67806           0.0124248            0.266461            0.619088           0.0124248            0.266461            0.619088
2.69231           0.0116325            0.256244            0.623628           0.0116325            0.256244            0.623628
2.70655           0.0108857            0.246251            0.627233           0.0108857            0.246251            0.627233
2.72080           0.0101821            0.236489            0.629910           0.0101821            0.236489            0.629910
2.73504          0.00951968            0.226962            0.631671          0.00951968            0.226962            0.631671
2.74929          0.00889622            0.217674            0.632533          0.00889622            0.217674            0.632533
2.76353          0.00830977            0.208629            0.632511          0.00830977            0.208629            0.632511
2.77778          0.00775842            0.199829            0.631626          0.00775842            0.199829            0.631626
2.79202          0.00724034            0.191275            0.629901          0.00724034            0.191275            0.629901
2.80627          0.00675375            0.182968            0.627361          0.00675375            0.182968            0.627361
2.82051          0.00629699            0.174910            0.624032          0.00629699            0.174910            0.624032
2.83476          0.00586843            0.167099            0.619944          0.00586843            0.167099            0.619944
2.84900          0.00546655            0.159535            0.615126          0.00546655            0.159535            0.615126
2.86325          0.00508987            0.152217            0.609610          0.00508987            0.152217            0.609610
2.87749          0.00473699            0.145144            0.603430          0.00473699            0.145144            0.603430
2.89174          0.00440657            0.138312            0.596618          0.00440657            0.138312            0.596618
2.90598          0.00409733            0.131719            0.589210          0.00409733            0.131719            0.589210
2.92023          0.00380807            0.125363            0.581242          0.00380807            0.125363            0.581242
2.93447          0.00353762            0.119240            0.572749          0.00353762            0.119240            0.572749
2.94872          0.00328489            0.113346            0.563768          0.00328489            0.113346            0.563768
2.96296          0.00304884            0.107677            0.554335          0.00304884            0.107677            0.554335
2.97721          0.00282847            0.102230            0.544486          0.00282847            0.102230            0.544486
2.99145          0.00262285           0.0969992            0.534257          0.00262285           0.0969992            0.534257
3.00570          0.00243108           0.0919806            0.523686          0.00243107           0.0919806            0.523686
3.01994          0.00225231           0.0871692            0.512807          0.00225231           0.0871692            0.512807
3.03419          0.00208575           0.0825600            0.501655          0.00208575           0.0825600            0.501655
3.04843          0.00193064           0.0781479            0.490264          0.00193064           0.0781479            0.490264
3.06268          0.00178626           0.0739277            0.478669          0.00178626           0.0739278            0.478669
3.07692          0.00165193           0.0698941            0.466902          0.00165193           0.0698941            0.466902
3.09117          0.00152702           0.0660416            0.454995          0.00152702           0.0660416            0.454995
3.10541          0.00141093           0.0623649            0.442978          0.00141093           0.0623649            0.442978
3.11966          0.00130307           0.0588585            0.430882          0.00130307           0.0588585            0.430882
3.13390          0.00120293           0.0555169            0.418735          0.00120293           0.0555169            0.418735
3.14815          0.00110998           0.0523347            0.406564          0.00110998           0.0523347            0.406564
3.16239          0.00102376           0.0493063            0.394395          0.00102375           0.0493063            0.394395
3.17664         0.000943809           0.0464265            0.382255         0.000943810           0.0464265            0.382255
3.19088         0.000869718           0.0436898            0.370165         0.000869718           0.0436898            0.370165
3.20513         0.000801086           0.0410909            0.358149         0.000801086           0.0410909            0.358149
3.21937         0.000737541           0.0386247            0.346227         0.000737543           0.0386247            0.346227
3.23362         0.000678735           0.0362858            0.334419         0.000678736           0.0362858            0.334419
3.24786         0.000624340           0.0340693            0.322744         0.000624340           0.0340693            0.322744
3.26211         0.000574049           0.0319702            0.311218         0.000574049           0.0319702            0.311218
3.27635         0.000527575           0.0299835            0.299857         0.000527575           0.0299835            0.299857
3.29060         0.000484649           0.0281045            0.288676         0.000484649           0.0281045            0.288676
3.30484         0.000445018           0.0263286            0.277687         0.000445017           0.0263286            0.277687
3.31909         0.000408446           0.0246512            0.266904         0.000408446           0.0246512            0.266904
3.33333         0.000374714           0.0230678            0.256335         0.000374715           0.0230678            0.256335
3.34758         0.000343616           0.0215742            0.245992         0.000343616           0.0215742            0.245992
3.36182         0.000314960           0.0201662            0.235882         0.000314959           0.0201662            0.235882
3.37607         0.000288566           0.0188397            0.226012         0.000288565           0.0188397            0.226012
3.39031         0.000264267           0.0175908            0.216389         0.000264267           0.0175908            0.216389
3.40456         0.000241907           0.0164158            0.207017         0.000241907           0.0164158            0.207017
3.41880         0.000221342           0.0153108            0.197902         0.000221342           0.0153108            0.197902
3.43305         0.000202436           0.0142725            0.189046         0.000202436           0.0142725            0.189046
3.44729         0.000185063           0.0132974            0.180452         0.000185063           0.0132974            0.180452
3.46154         0.000169107           0.0123821            0.172121         0.000169107           0.0123821            0.172121
3.47578         0.000154458           0.0115237            0.164054         0.000154458           0.0115237            0.164054
3.49003         0.000141017           0.0107190            0.156250         0.000141017           0.0107190            0.156250
3.50427         0.000128688          0.00996516            0.148710         0.000128688          0.00996516            0.148710
3.51852         0.000117386          0.00925936            0.141432         0.000117386          0.00925936            0.141432
3.53276         0.000107030          0.00859896            0.134413         0.000107030          0.00859896            0.134413
3.54701         9.75442E-05          0.00798140            0.127652         9.75443E-05          0.00798140            0.127652
3.56125         8.88604E-05          0.00740426            0.121145         8.88604E-05          0.00740426            0.121145
3.57550         8.09142E-05          0.00686521            0.114889         8.09145E-05          0.00686521            0.114889
3.58974         7.36464E-05          0.00636203            0.108880         7.36464E-05          0.00636203            0.108880
3.60399         6.70020E-05          0.00589262            0.103113         6.70020E-05          0.00589262            0.103113
3.61823         6.09304E-05          0.00545497           0.0975845         6.09307E-05          0.00545497           0.0975845
3.63248         5.53849E-05          0.00504717           0.0922885         5.53850E-05          0.00504717           0.0922885
3.64672         5.03220E-05          0.00466740           0.0872202         5.03223E-05          0.00466741           0.0872202
3.66097         4.57020E-05          0.00431395           0.0823741         4.57020E-05          0.00431395           0.0823741
3.67521         4.14881E-05          0.00398518           0.0777446         4.14878E-05          0.00398518           0.0777446
3.68946         3.76462E-05          0.00367955           0.0733257         3.76463E-05          0.00367955           0.0733258
3.70370         3.41453E-05          0.00339559           0.0691116         3.41452E-05          0.00339559           0.0691116
3.71795         3.09564E-05          0.00313192           0.0650962         3.09564E-05          0.00313192           0.0650962
3.73219         2.80531E-05          0.00288722           0.0612733         2.80532E-05          0.00288722           0.0612733
3.74644         2.54110E-05          0.00266026           0.0576367         2.54110E-05          0.00266026           0.0576367
3.76068         2.30077E-05          0.00244987           0.0541802         2.30078E-05          0.00244987           0.0541802
3.77493         2.08227E-05          0.00225496           0.0508975         2.08227E-05          0.00225496           0.0508975
3.78917         1.88370E-05          0.00207449           0.0477825         1.88371E-05          0.00207449           0.0477825
3.80342         1.70332E-05          0.00190748           0.0448288         1.70332E-05          0.00190748           0.0448288
3.81766         1.53955E-05          0.00175301           0.0420305         1.53954E-05          0.00175301           0.0420305
3.83191         1.39091E-05          0.00161023           0.0393813         1.39090E-05          0.00161023           0.0393813
3.84615         1.25608E-05          0.00147831           0.0368753         1.25609E-05          0.00147831           0.0368753
3.86040         1.13383E-05          0.00135651           0.0345066         1.13382E-05          0.00135651           0.0345066
3.87464         1.02303E-05          0.00124411           0.0322693         1.02303E-05          0.00124411           0.0322693
3.88889         9.22657E-06          0.00114044           0.0301578         9.22657E-06          0.00114044           0.0301578
3.90313         8.31770E-06          0.00104487           0.0281665         8.31757E-06          0.00104487           0.0281665
3.91738         7.49510E-06         0.000956826           0.0262900         7.49509E-06         0.000956825           0.0262900
3.93162         6.75091E-06         0.000875752           0.0245229         6.75101E-06         0.000875752           0.0245229
3.94587         6.07797E-06         0.000801140           0.0228601         6.07800E-06         0.000801140           0.0228601
3.96011         5.46973E-06         0.000732511           0.0212966         5.46967E-06         0.000732510           0.0212966
3.97436         4.92021E-06         0.000669419           0.0198275         4.92020E-06         0.000669419           0.0198275
3.98860         4.42397E-06         0.000611451           0.0184481         4.42397E-06         0.000611450           0.0184481
4.00285         3.97604E-06         0.000558217           0.0171538         3.97603E-06         0.000558217           0.0171538
4.01709         3.57191E-06         0.000509359           0.0159404         3.57190E-06         0.000509359           0.0159403
4.03134         3.20745E-06         0.000464539           0.0148034         3.20744E-06         0.000464540           0.0148034
4.04558         2.87892E-06         0.000423447           0.0137389         2.87895E-06         0.000423447           0.0137389
4.05983         2.58291E-06         0.000385793           0.0127429         2.58290E-06         0.000385792           0.0127429
4.07407         2.31631E-06         0.000351307           0.0118116         2.31628E-06         0.000351307           0.0118116
4.08832         2.07632E-06         0.000319739           0.0109415         2.07634E-06         0.000319739           0.0109415
4.10256         1.86037E-06         0.000290859           0.0101291         1.86033E-06         0.000290859           0.0101291
4.11681         1.66615E-06         0.000264451          0.00937111         1.66615E-06         0.000264451          0.00937112
4.13105         1.49154E-06         0.000240316          0.00866430         1.49156E-06         0.000240315          0.00866430
4.14530         1.33463E-06         0.000218270          0.00800569         1.33463E-06         0.000218270          0.00800570
4.15954         1.19370E-06         0.000198143          0.00739241         1.19367E-06         0.000198143          0.00739241
4.17379         1.06717E-06         0.000179778          0.00682172         1.06721E-06         0.000179778          0.00682172
4.18803         9.53626E-07         0.000163029          0.00629100         9.53664E-07         0.000163029          0.00629100
4.20228         8.51773E-07         0.000147762          0.00579780         8.51793E-07         0.000147762          0.00579780
4.21652         7.60452E-07         0.000133853          0.00533975         7.60476E-07         0.000133854          0.00533975
4.23077         6.78609E-07         0.000121188          0.00491464         6.78613E-07         0.000121188          0.00491464
4.24501         6.05294E-07         0.000109662          0.00452034         6.05293E-07         0.000109663          0.00452034
4.25926         5.39647E-07         9.91777E-05          0.00415487         5.39599E-07         9.91774E-05          0.00415487
4.27350         4.80893E-07         8.96458E-05          0.00381634         4.80870E-07         8.96458E-05          0.00381633
4.28775         4.28331E-07         8.09843E-05          0.00350295         4.28338E-07         8.09847E-05          0.00350295
4.30199         3.81329E-07         7.31179E-05          0.00321305         3.81318E-07         7.31177E-05          0.00321305
4.31624         3.39318E-07         6.59773E-05          0.00294502         3.39325E-07         6.59773E-05          0.00294502
4.33048         3.01784E-07         5.94989E-05          0.00269739         3.01797E-07         5.94990E-05          0.00269739
4.34473         2.68266E-07         5.36243E-05          0.00246874         2.68281E-07         5.36242E-05          0.00246875
4.35897         2.38347E-07         4.83000E-05          0.00225777         2.38349E-07         4.83000E-05          0.00225777
4.37322         2.11653E-07         4.34769E-05          0.00206321         2.11644E-07         4.34768E-05          0.00206321
4.38746         1.87846E-07         3.91101E-05          0.00188392         1.87844E-07         3.91103E-05          0.00188392
4.40171         1.66623E-07         3.51584E-05          0.00171879         1.66615E-07         3.51584E-05          0.00171879
4.41595         1.47714E-07         3.15843E-05          0.00156681         1.47709E-07         3.15842E-05          0.00156681
4.43020         1.30872E-07         2.83534E-05          0.00142702         1.30863E-07         2.83534E-05          0.00142702
4.44444         1.15879E-07         2.54342E-05          0.00129852         1.15887E-07         2.54341E-05          0.00129852
4.45869         1.02537E-07         2.27980E-05          0.00118048         1.02535E-07         2.27981E-05          0.00118048
4.47293         9.06705E-08         2.04186E-05          0.00107211         9.06717E-08         2.04184E-05          0.00107211
4.48718         8.01207E-08         1.82721E-05         0.000972685         8.01240E-08         1.82721E-05         0.000972686
4.50142         7.07458E-08         1.63368E-05         0.000881529         7.07468E-08         1.63369E-05         0.000881528
4.51567         6.24187E-08         1.45928E-05         0.000798007         6.24236E-08         1.45925E-05         0.000798007
4.52991         5.50257E-08         1.30220E-05         0.000721531         5.50239E-08         1.30220E-05         0.000721530
4.54416         4.84650E-08         1.16080E-05         0.000651553         4.84641E-08         1.16082E-05         0.000651550
4.55840         4.26457E-08         1.03358E-05         0.000587564         4.26423E-08         1.03357E-05         0.000587565
4.57265         3.74864E-08         9.19192E-06         0.000529092         3.74815E-08         9.19190E-06         0.000529091
4.58689         3.29144E-08         8.16389E-06         0.000475700         3.29170E-08         8.16399E-06         0.000475700
4.60114         2.88649E-08         7.24055E-06         0.000426981         2.88662E-08         7.24047E-06         0.000426981
4.61538         2.52799E-08         6.41172E-06         0.000382560         2.52796E-08         6.41173E-06         0.000382560
4.62963         2.21078E-08         5.66820E-06         0.000342090         2.21085E-08         5.66812E-06         0.000342089
4.64387         1.93025E-08         5.00163E-06         0.000305248         1.93070E-08         5.00177E-06         0.000305249
4.65812         1.68229E-08         4.40445E-06         0.000271738         1.68237E-08         4.40439E-06         0.000271737
4.67236         1.46326E-08         3.86980E-06         0.000241287         1.46316E-08         3.86981E-06         0.000241287
4.68661         1.26989E-08         3.39151E-06         0.000213641         1.26955E-08         3.39156E-06         0.000213641
4.70085         1.09930E-08         2.96398E-06         0.000188569         1.09904E-08         2.96395E-06         0.000188569
4.71510         9.48904E-09         2.58217E-06         0.000165858         9.48929E-09         2.58219E-06         0.000165857
4.72934         8.16423E-09         2.24152E-06         0.000145309         8.16446E-09         2.24149E-06         0.000145310
4.74359         6.99826E-09         1.93794E-06         0.000126745         7.00045E-09         1.93792E-06         0.000126744
4.75783         5.97315E-09         1.66772E-06         0.000109999         5.97296E-09         1.66781E-06         0.000110000
4.77208         5.07295E-09         1.42756E-06         9.49217E-05         5.07308E-09         1.42749E-06         9.49218E-05
4.78632         4.28357E-09         1.21448E-06         8.13743E-05         4.28302E-09         1.21450E-06         8.13743E-05
4.80057         3.59252E-09         1.02581E-06         6.92318E-05         3.59229E-09         1.02583E-06         6.92317E-05
4.81481         2.98883E-09         8.59150E-07         5.83803E-05         2.98685E-09         8.59134E-07         5.83801E-05
4.82906         2.46280E-09         7.12388E-07         4.87165E-05         2.46192E-09         7.12412E-07         4.87166E-05
4.84330         2.00593E-09         5.83624E-07         4.01473E-05         2.00625E-09         5.83623E-07         4.01473E-05
4.85755         1.61078E-09         4.71181E-07         3.25890E-05         1.60917E-09         4.71198E-07         3.25889E-05
4.87179         1.27087E-09         3.73579E-07         2.59668E-05         1.27015E-09         3.73574E-07         2.59669E-05
4.88604         9.80560E-10         2.89521E-07         2.02141E-05         9.82138E-10         2.89514E-07         2.02141E-05
4.90028         7.35018E-10         2.17879E-07         1.52725E-05         7.34703E-10         2.17892E-07         1.52726E-05
4.91453         5.30111E-10         1.57680E-07         1.10910E-05         5.29715E-10         1.57678E-07         1.10912E-05
4.92877         3.62364E-10         1.08100E-07         7.62602E-06         3.62501E-10         1.08103E-07         7.62603E-06
