#Eig(Ja)                 Time(Ja)               iterations                  Eig(Ar)                 Time(Ar)
2.99995                  57.7010                   269021                  2.99995                 0.122340
6.99976                  57.7010                   269021                  6.99976                 0.122340
10.9996                  57.7010                   269021                  10.9996                 0.122340
15.0048                  57.7010                   269021                  15.0048                 0.122340
19.0713                  57.7010                   269021                  19.0713                 0.122340
