#Eig(Ja)                 Time(Ja)               iterations                  Eig(Ar)                 Time(Ar)
2.99997                  145.245                   422320                  2.99997                 0.234993
6.99985                  145.245                   422320                  6.99985                 0.234993
10.9998                  145.245                   422320                  10.9998                 0.234993
15.0051                  145.245                   422320                  15.0051                 0.234993
19.0720                  145.245                   422320                  19.0720                 0.234993
