#Eig(Ja)                 Time(Ja)               iterations                  Eig(Ar)                 Time(Ar)
2.99923                 0.221813                    16475                  2.99923               0.00399600
6.99617                 0.221813                    16475                  6.99617               0.00399600
10.9908                 0.221813                    16475                  10.9908               0.00399600
14.9885                 0.221813                    16475                  14.9885               0.00399600
19.0441                 0.221813                    16475                  19.0441               0.00399600
