#Rho             Ground(Ar)             1st(Ar)             2nd(Ar)          Ground(Ja)             1st(Ja)             2nd(Ja)
0.0166113         0.000622614         0.000933715          0.00116711         0.000622613         0.000933714          0.00116711
0.0332226          0.00248840          0.00372765          0.00465428          0.00248840          0.00372765          0.00465428
0.0498339          0.00559117          0.00836023           0.0104192          0.00559117          0.00836023           0.0104192
0.0664452          0.00992068           0.0147957           0.0183920          0.00992068           0.0147957           0.0183920
0.0830565           0.0154626           0.0229844           0.0284760           0.0154626           0.0229844           0.0284760
0.0996678           0.0221987           0.0328632           0.0405489           0.0221987           0.0328632           0.0405489
0.116279           0.0301067           0.0443559           0.0544644           0.0301066           0.0443559           0.0544644
0.132890           0.0391605           0.0573740           0.0700541           0.0391605           0.0573740           0.0700541
0.149502           0.0493306           0.0718174           0.0871292           0.0493306           0.0718174           0.0871292
0.166113           0.0605835           0.0875749            0.105483           0.0605835           0.0875749            0.105483
0.182724           0.0728824            0.104526            0.124894           0.0728824            0.104526            0.124894
0.199336           0.0861873            0.122539            0.145128           0.0861873            0.122539            0.145128
0.215947            0.100455            0.141479            0.165939            0.100455            0.141479            0.165939
0.232558            0.115639            0.161198            0.187079            0.115639            0.161198            0.187079
0.249169            0.131691            0.181547            0.208291            0.131691            0.181547            0.208291
0.265781            0.148559            0.202371            0.229321            0.148559            0.202371            0.229321
0.282392            0.166188            0.223511            0.249917            0.166188            0.223511            0.249917
0.299003            0.184524            0.244807            0.269830            0.184524            0.244807            0.269830
0.315615            0.203508            0.266098            0.288824            0.203508            0.266098            0.288824
0.332226            0.223080            0.287223            0.306671            0.223080            0.287223            0.306671
0.348837            0.243178            0.308022            0.323159            0.243178            0.308022            0.323159
0.365449            0.263741            0.328341            0.338091            0.263741            0.328341            0.338091
0.382060            0.284705            0.348026            0.351290            0.284705            0.348026            0.351290
0.398671            0.306006            0.366931            0.362602            0.306006            0.366931            0.362602
0.415282            0.327578            0.384917            0.371893            0.327578            0.384917            0.371893
0.431894            0.349356            0.401849            0.379055            0.349356            0.401849            0.379055
0.448505            0.371277            0.417605            0.384005            0.371277            0.417605            0.384005
0.465116            0.393273            0.432068            0.386687            0.393274            0.432068            0.386687
0.481728            0.415282            0.445134            0.387073            0.415282            0.445134            0.387073
0.498339            0.437239            0.456709            0.385162            0.437239            0.456709            0.385162
0.514950            0.459081            0.466711            0.380979            0.459081            0.466711            0.380979
0.531561            0.480746            0.475070            0.374578            0.480746            0.475070            0.374578
0.548173            0.502173            0.481728            0.366038            0.502173            0.481728            0.366038
0.564784            0.523303            0.486641            0.355463            0.523303            0.486641            0.355463
0.581395            0.544079            0.489777            0.342982            0.544079            0.489777            0.342982
0.598007            0.564445            0.491118            0.328746            0.564445            0.491118            0.328746
0.614618            0.584348            0.490660            0.312925            0.584348            0.490660            0.312925
0.631229            0.603736            0.488412            0.295709            0.603736            0.488412            0.295709
0.647841            0.622559            0.484396            0.277302            0.622559            0.484396            0.277301
0.664452            0.640772            0.478646            0.257922            0.640772            0.478646            0.257922
0.681063            0.658330            0.471210            0.237799            0.658330            0.471210            0.237799
0.697674            0.675192            0.462147            0.217170            0.675192            0.462147            0.217170
0.714286            0.691319            0.451529            0.196278            0.691319            0.451529            0.196278
0.730897            0.706676            0.439438            0.175366            0.706676            0.439438            0.175366
0.747508            0.721230            0.425966            0.154679            0.721230            0.425966            0.154679
0.764120            0.734951            0.411214            0.134458            0.734951            0.411214            0.134458
0.780731            0.747812            0.395294            0.114937            0.747812            0.395294            0.114937
0.797342            0.759791            0.378323           0.0963423            0.759791            0.378323           0.0963423
0.813953            0.770865            0.360426           0.0788878            0.770865            0.360426           0.0788878
0.830565            0.781019            0.341734           0.0627741            0.781019            0.341734           0.0627742
0.847176            0.790237            0.322384           0.0481859            0.790237            0.322384           0.0481859
0.863787            0.798508            0.302513           0.0352897            0.798508            0.302513           0.0352897
0.880399            0.805825            0.282266           0.0242321            0.805825            0.282266           0.0242321
0.897010            0.812181            0.261785           0.0151385            0.812181            0.261785           0.0151385
0.913621            0.817575            0.241215          0.00811156            0.817575            0.241215          0.00811156
0.930233            0.822006            0.220701          0.00323049            0.822006            0.220701          0.00323049
0.946844            0.825479            0.200386         0.000549978            0.825479            0.200386         0.000549979
0.963455            0.828000            0.180411         9.99907E-05            0.828000            0.180411         9.99906E-05
0.980066            0.829576            0.160913          0.00188555            0.829576            0.160913          0.00188555
0.996678            0.830220            0.142025          0.00588687            0.830220            0.142025          0.00588687
1.01329            0.829944            0.123877           0.0120598            0.829944            0.123877           0.0120598
1.02990            0.828765            0.106589           0.0203365            0.828765            0.106589           0.0203365
1.04651            0.826701           0.0902777           0.0306265            0.826701           0.0902777           0.0306265
1.06312            0.823772           0.0750521           0.0428175            0.823772           0.0750521           0.0428175
1.07973            0.819999           0.0610122           0.0567774            0.819999           0.0610122           0.0567774
1.09635            0.815408           0.0482500           0.0723555            0.815408           0.0482500           0.0723555
1.11296            0.810023           0.0368486           0.0893844            0.810023           0.0368486           0.0893844
1.12957            0.803871           0.0268815            0.107682            0.803871           0.0268815            0.107682
1.14618            0.796981           0.0184125            0.127054            0.796980           0.0184125            0.127054
1.16279            0.789382           0.0114954            0.147295            0.789382           0.0114954            0.147295
1.17940            0.781105          0.00617384            0.168193            0.781105          0.00617384            0.168193
1.19601            0.772182          0.00248096            0.189528            0.772182          0.00248096            0.189528
1.21262            0.762646         0.000439659            0.211080            0.762646         0.000439659            0.211080
1.22924            0.752529         6.24906E-05            0.232625            0.752529         6.24908E-05            0.232625
1.24585            0.741866          0.00135176            0.253943            0.741866          0.00135176            0.253943
1.26246            0.730691          0.00429971            0.274816            0.730691          0.00429971            0.274816
1.27907            0.719037          0.00888877            0.295033            0.719037          0.00888878            0.295034
1.29568            0.706941           0.0150918            0.314393            0.706941           0.0150918            0.314393
1.31229            0.694437           0.0228726            0.332702            0.694437           0.0228726            0.332702
1.32890            0.681558           0.0321862            0.349780            0.681558           0.0321861            0.349780
1.34551            0.668341           0.0429790            0.365462            0.668341           0.0429790            0.365462
1.36213            0.654819           0.0551902            0.379596            0.654819           0.0551902            0.379596
1.37874            0.641025           0.0687512            0.392050            0.641025           0.0687512            0.392050
1.39535            0.626994           0.0835870            0.402707            0.626994           0.0835870            0.402707
1.41196            0.612758           0.0996164            0.411471            0.612758           0.0996165            0.411471
1.42857            0.598349            0.116753            0.418265            0.598349            0.116753            0.418265
1.44518            0.583798            0.134905            0.423032            0.583799            0.134905            0.423032
1.46179            0.569137            0.153978            0.425737            0.569137            0.153978            0.425737
1.47841            0.554395            0.173871            0.426364            0.554395            0.173871            0.426364
1.49502            0.539600            0.194484            0.424919            0.539600            0.194484            0.424919
1.51163            0.524781            0.215713            0.421427            0.524781            0.215713            0.421427
1.52824            0.509964            0.237451            0.415934            0.509964            0.237451            0.415934
1.54485            0.495175            0.259594            0.408503            0.495175            0.259594            0.408503
1.56146            0.480438            0.282034            0.399218            0.480438            0.282034            0.399218
1.57807            0.465777            0.304666            0.388178            0.465777            0.304666            0.388178
1.59468            0.451215            0.327385            0.375497            0.451215            0.327385            0.375497
1.61130            0.436772            0.350088            0.361306            0.436772            0.350088            0.361306
1.62791            0.422468            0.372673            0.345747            0.422468            0.372673            0.345747
1.64452            0.408322            0.395043            0.328975            0.408322            0.395043            0.328975
1.66113            0.394351            0.417102            0.311154            0.394351            0.417102            0.311154
1.67774            0.380573            0.438759            0.292456            0.380573            0.438759            0.292456
1.69435            0.367001            0.459926            0.273059            0.367001            0.459926            0.273059
1.71096            0.353650            0.480519            0.253147            0.353650            0.480519            0.253147
1.72757            0.340532            0.500461            0.232905            0.340532            0.500461            0.232905
1.74419            0.327659            0.519678            0.212522            0.327659            0.519678            0.212522
1.76080            0.315042            0.538102            0.192184            0.315042            0.538102            0.192184
1.77741            0.302690            0.555669            0.172075            0.302690            0.555669            0.172075
1.79402            0.290611            0.572322            0.152375            0.290611            0.572322            0.152375
1.81063            0.278812            0.588010            0.133260            0.278812            0.588010            0.133260
1.82724            0.267299            0.602687            0.114898            0.267299            0.602687            0.114898
1.84385            0.256079            0.616313           0.0974481            0.256079            0.616313           0.0974481
1.86047            0.245154            0.628854           0.0810618            0.245154            0.628854           0.0810618
1.87708            0.234528            0.640282           0.0658785            0.234528            0.640282           0.0658785
1.89369            0.224204            0.650574           0.0520265            0.224204            0.650574           0.0520265
1.91030            0.214183            0.659713           0.0396215            0.214183            0.659713           0.0396215
1.92691            0.204466            0.667688           0.0287663            0.204466            0.667688           0.0287663
1.94352            0.195054            0.674493           0.0195497            0.195054            0.674493           0.0195497
