#Rho             Ground(Ar)             1st(Ar)             2nd(Ar)          Ground(Ja)             1st(Ja)             2nd(Ja)
0.0249377         3.77994E-05         8.28231E-05         0.000126801         3.77993E-05         8.28233E-05         0.000126802
0.0498753         0.000154873         0.000339149         0.000518926         0.000154873         0.000339149         0.000518927
0.0748130         0.000356716         0.000780410          0.00119292         0.000356716         0.000780411          0.00119292
0.0997506         0.000648793          0.00141751          0.00216382         0.000648793          0.00141751          0.00216383
0.124688          0.00103651          0.00226074          0.00344499          0.00103651          0.00226074          0.00344499
0.149626          0.00152521          0.00331974          0.00504794          0.00152521          0.00331974          0.00504794
0.174564          0.00212014          0.00460336          0.00698226          0.00212014          0.00460336          0.00698226
0.199501          0.00282645          0.00611968          0.00925540          0.00282645          0.00611968          0.00925540
0.224439          0.00364915          0.00787587           0.0118726          0.00364915          0.00787587           0.0118726
0.249377          0.00459312          0.00987818           0.0148369          0.00459312          0.00987818           0.0148369
0.274314          0.00566308           0.0121319           0.0181488          0.00566308           0.0121319           0.0181488
0.299252          0.00686356           0.0146411           0.0218065          0.00686356           0.0146411           0.0218065
0.324190          0.00819891           0.0174090           0.0258054          0.00819891           0.0174090           0.0258054
0.349127          0.00967326           0.0204375           0.0301388          0.00967326           0.0204375           0.0301388
0.374065           0.0112905           0.0237275           0.0347972           0.0112905           0.0237275           0.0347972
0.399002           0.0130543           0.0272784           0.0397684           0.0130543           0.0272784           0.0397684
0.423940           0.0149681           0.0310886           0.0450381           0.0149681           0.0310886           0.0450381
0.448878           0.0170350           0.0351552           0.0505892           0.0170350           0.0351552           0.0505892
0.473815           0.0192578           0.0394741           0.0564023           0.0192578           0.0394741           0.0564023
0.498753           0.0216391           0.0440397           0.0624557           0.0216391           0.0440397           0.0624557
0.523691           0.0241811           0.0488453           0.0687255           0.0241811           0.0488453           0.0687255
0.548628           0.0268857           0.0538828           0.0751857           0.0268856           0.0538828           0.0751857
0.573566           0.0297544           0.0591431           0.0818083           0.0297544           0.0591431           0.0818083
0.598504           0.0327884           0.0646156           0.0885636           0.0327884           0.0646156           0.0885636
0.623441           0.0359887           0.0702885           0.0954201           0.0359887           0.0702885           0.0954201
0.648379           0.0393556           0.0761490            0.102345           0.0393556           0.0761490            0.102345
0.673317           0.0428894           0.0821829            0.109304           0.0428894           0.0821829            0.109304
0.698254           0.0465897           0.0883752            0.116263           0.0465898           0.0883752            0.116263
0.723192           0.0504560           0.0947095            0.123185           0.0504560           0.0947095            0.123185
0.748130           0.0544871            0.101169            0.130033           0.0544871            0.101169            0.130033
0.773067           0.0586817            0.107735            0.136772           0.0586817            0.107735            0.136772
0.798005           0.0630379            0.114388            0.143364           0.0630379            0.114388            0.143364
0.822943           0.0675536            0.121110            0.149772           0.0675536            0.121110            0.149772
0.847880           0.0722261            0.127879            0.155961           0.0722261            0.127879            0.155961
0.872818           0.0770525            0.134675            0.161893           0.0770525            0.134675            0.161893
0.897756           0.0820293            0.141475            0.167536           0.0820293            0.141475            0.167536
0.922693           0.0871529            0.148258            0.172854           0.0871529            0.148258            0.172854
0.947631           0.0924190            0.155002            0.177816           0.0924190            0.155002            0.177816
0.972569           0.0978233            0.161682            0.182391           0.0978233            0.161682            0.182391
0.997506            0.103361            0.168278            0.186551            0.103361            0.168278            0.186551
1.02244            0.109026            0.174765            0.190269            0.109026            0.174765            0.190269
1.04738            0.114814            0.181121            0.193520            0.114814            0.181121            0.193520
1.07232            0.120718            0.187323            0.196282            0.120718            0.187323            0.196282
1.09726            0.126733            0.193349            0.198537            0.126733            0.193349            0.198537
1.12219            0.132851            0.199176            0.200268            0.132851            0.199176            0.200268
1.14713            0.139066            0.204783            0.201461            0.139066            0.204783            0.201461
1.17207            0.145371            0.210149            0.202106            0.145371            0.210149            0.202106
1.19701            0.151758            0.215253            0.202195            0.151758            0.215253            0.202195
1.22195            0.158220            0.220076            0.201725            0.158220            0.220076            0.201725
1.24688            0.164749            0.224599            0.200695            0.164749            0.224599            0.200695
1.27182            0.171336            0.228804            0.199108            0.171336            0.228804            0.199108
1.29676            0.177973            0.232673            0.196969            0.177973            0.232673            0.196969
1.32170            0.184653            0.236192            0.194287            0.184653            0.236192            0.194287
1.34663            0.191366            0.239345            0.191077            0.191366            0.239345            0.191077
1.37157            0.198103            0.242120            0.187352            0.198103            0.242120            0.187352
1.39651            0.204855            0.244504            0.183133            0.204855            0.244504            0.183133
1.42145            0.211614            0.246487            0.178442            0.211614            0.246487            0.178442
1.44638            0.218371            0.248059            0.173304            0.218371            0.248059            0.173304
1.47132            0.225115            0.249213            0.167746            0.225115            0.249213            0.167746
1.49626            0.231839            0.249942            0.161801            0.231839            0.249943            0.161801
1.52120            0.238532            0.250243            0.155500            0.238532            0.250243            0.155500
1.54613            0.245186            0.250112            0.148879            0.245186            0.250112            0.148879
1.57107            0.251791            0.249547            0.141976            0.251791            0.249547            0.141976
1.59601            0.258338            0.248550            0.134831            0.258338            0.248550            0.134831
1.62095            0.264818            0.247121            0.127485            0.264818            0.247121            0.127485
1.64589            0.271222            0.245265            0.119979            0.271222            0.245265            0.119979
1.67082            0.277541            0.242987            0.112358            0.277541            0.242987            0.112358
1.69576            0.283766            0.240293            0.104667            0.283766            0.240293            0.104667
1.72070            0.289889            0.237192           0.0969490            0.289889            0.237192           0.0969490
1.74564            0.295901            0.233694           0.0892508            0.295901            0.233694           0.0892508
1.77057            0.301794            0.229811           0.0816174            0.301794            0.229811           0.0816174
1.79551            0.307559            0.225555           0.0740939            0.307559            0.225555           0.0740939
1.82045            0.313189            0.220942           0.0667248            0.313189            0.220942           0.0667248
1.84539            0.318677            0.215986           0.0595537            0.318677            0.215986           0.0595537
1.87032            0.324014            0.210706           0.0526232            0.324014            0.210706           0.0526232
1.89526            0.329193            0.205119           0.0459745            0.329193            0.205119           0.0459745
1.92020            0.334208            0.199245           0.0396472            0.334208            0.199245           0.0396472
1.94514            0.339053            0.193106           0.0336790            0.339053            0.193106           0.0336790
1.97007            0.343720            0.186723           0.0281055            0.343720            0.186723           0.0281055
1.99501            0.348203            0.180118           0.0229598            0.348203            0.180118           0.0229598
2.01995            0.352498            0.173316           0.0182728            0.352498            0.173316           0.0182728
2.04489            0.356599            0.166340           0.0140724            0.356599            0.166340           0.0140724
2.06983            0.360501            0.159216           0.0103837            0.360501            0.159216           0.0103837
2.09476            0.364199            0.151970          0.00722862            0.364199            0.151970          0.00722863
2.11970            0.367689            0.144627          0.00462611            0.367689            0.144627          0.00462611
2.14464            0.370967            0.137213          0.00259165            0.370967            0.137213          0.00259166
2.16958            0.374030            0.129757          0.00113739            0.374030            0.129757          0.00113739
2.19451            0.376874            0.122283         0.000271981            0.376874            0.122283         0.000271981
2.21945            0.379497            0.114820         5.86832E-07            0.379497            0.114820         5.86858E-07
2.24439            0.381896            0.107394         0.000324822            0.381896            0.107394         0.000324821
2.26933            0.384069            0.100032          0.00124276            0.384069            0.100032          0.00124276
2.29426            0.386015           0.0927605          0.00274895            0.386015           0.0927605          0.00274895
2.31920            0.387733           0.0856050          0.00483445            0.387733           0.0856050          0.00483445
2.34414            0.389221           0.0785915          0.00748692            0.389221           0.0785915          0.00748692
2.36908            0.390479           0.0717450           0.0106907            0.390479           0.0717450           0.0106907
2.39401            0.391508           0.0650900           0.0144268            0.391508           0.0650900           0.0144268
2.41895            0.392306           0.0586501           0.0186732            0.392306           0.0586501           0.0186732
2.44389            0.392876           0.0524482           0.0234050            0.392876           0.0524482           0.0234050
2.46883            0.393217           0.0465063           0.0285943            0.393217           0.0465063           0.0285943
2.49377            0.393331           0.0408454           0.0342107            0.393331           0.0408454           0.0342107
2.51870            0.393220           0.0354853           0.0402214            0.393220           0.0354854           0.0402214
2.54364            0.392886           0.0304450           0.0465913            0.392886           0.0304450           0.0465913
2.56858            0.392331           0.0257421           0.0532833            0.392331           0.0257421           0.0532833
2.59352            0.391558           0.0213930           0.0602585            0.391558           0.0213930           0.0602585
2.61845            0.390570           0.0174128           0.0674766            0.390570           0.0174128           0.0674766
2.64339            0.389370           0.0138152           0.0748959            0.389370           0.0138152           0.0748959
2.66833            0.387961           0.0106128           0.0824735            0.387961           0.0106128           0.0824735
2.69327            0.386348          0.00781651           0.0901661            0.386348          0.00781651           0.0901661
2.71820            0.384534          0.00543589           0.0979296            0.384534          0.00543589           0.0979296
2.74314            0.382524          0.00347906            0.105720            0.382524          0.00347906            0.105720
2.76808            0.380322          0.00195266            0.113492            0.380322          0.00195266            0.113492
2.79302            0.377933         0.000861840            0.121203            0.377933         0.000861839            0.121203
2.81796            0.375362         0.000210273            0.128809            0.375362         0.000210273            0.128809
