#Rho             Ground(Ar)             1st(Ar)             2nd(Ar)          Ground(Ja)             1st(Ja)             2nd(Ja)
8.67830            0.120002           0.0536348           0.0756640            0.120002           0.0536348           0.0536348
8.82793            0.113910           0.0629586           0.0686091            0.113910           0.0629586           0.0629586
8.97756            0.107769           0.0723498           0.0607054            0.107769           0.0723498           0.0723498
9.12718            0.101623           0.0816364           0.0522555            0.101623           0.0816364           0.0816364
9.27681           0.0955167           0.0906550           0.0435766           0.0955167           0.0906550           0.0906550
9.42643           0.0894872           0.0992544           0.0349891           0.0894872           0.0992544           0.0992544
9.57606           0.0835699            0.107298           0.0268041           0.0835699            0.107298            0.107298
9.72569           0.0777962            0.114665           0.0193134           0.0777962            0.114665            0.114665
9.87531           0.0721933            0.121255           0.0127788           0.0721933            0.121255            0.121255
10.0249           0.0667844            0.126987          0.00742473           0.0667844            0.126987            0.126987
10.1746           0.0615890            0.131797          0.00343165           0.0615890            0.131797            0.131797
10.3242           0.0566228            0.135646         0.000931388           0.0566228            0.135646            0.135646
10.4738           0.0518976            0.138510         4.90126E-06           0.0518976            0.138510            0.138510
10.6234           0.0474222            0.140386         0.000681639           0.0474222            0.140386            0.140386
10.7731           0.0432018            0.141288          0.00294088           0.0432018            0.141288            0.141288
10.9227           0.0392388            0.141247          0.00671469           0.0392388            0.141247            0.141247
11.0723           0.0355330            0.140305           0.0118924           0.0355330            0.140305            0.140305
11.2219           0.0320818            0.138518           0.0183261           0.0320818            0.138518            0.138518
11.3716           0.0288803            0.135952           0.0258374           0.0288803            0.135952            0.135952
11.5212           0.0259220            0.132681           0.0342243           0.0259220            0.132681            0.132681
11.6708           0.0231988            0.128782           0.0432685           0.0231988            0.128782            0.128782
11.8204           0.0207015            0.124339           0.0527433           0.0207015            0.124339            0.124339
11.9701           0.0184196            0.119436           0.0624201           0.0184196            0.119436            0.119436
12.1197           0.0163421            0.114157           0.0720756           0.0163421            0.114157            0.114157
12.2693           0.0144575            0.108584           0.0814978           0.0144575            0.108584            0.108584
12.4190           0.0127538            0.102798           0.0904906           0.0127538            0.102798            0.102798
12.5686           0.0112190           0.0968739           0.0988789           0.0112190           0.0968739           0.0968739
12.7182          0.00984105           0.0908819            0.106511          0.00984105           0.0908819           0.0908819
12.8678          0.00860808           0.0848866            0.113263          0.00860808           0.0848867           0.0848867
13.0175          0.00750851           0.0789465            0.119035          0.00750851           0.0789465           0.0789465
13.1671          0.00653115           0.0731131            0.123760          0.00653115           0.0731130           0.0731130
13.3167          0.00566523           0.0674310            0.127393          0.00566523           0.0674310           0.0674310
13.4663          0.00490054           0.0619382            0.129920          0.00490054           0.0619382           0.0619382
13.6160          0.00422738           0.0566660            0.131349          0.00422738           0.0566660           0.0566660
13.7656          0.00363668           0.0516392            0.131709          0.00363668           0.0516392           0.0516392
13.9152          0.00311996           0.0468766            0.131051          0.00311996           0.0468766           0.0468766
14.0648          0.00266936           0.0423913            0.129441          0.00266936           0.0423913           0.0423913
14.2145          0.00227764           0.0381913            0.126957          0.00227764           0.0381913           0.0381913
14.3641          0.00193814           0.0342801            0.123690          0.00193814           0.0342801           0.0342801
14.5137          0.00164479           0.0306571            0.119735          0.00164479           0.0306571           0.0306571
14.6633          0.00139209           0.0273180            0.115192          0.00139209           0.0273180           0.0273180
14.8130          0.00117505           0.0242558            0.110165          0.00117505           0.0242558           0.0242558
14.9626         0.000989197           0.0214610            0.104752         0.000989196           0.0214610           0.0214610
15.1122         0.000830519           0.0189220           0.0990528         0.000830518           0.0189220           0.0189220
15.2618         0.000695441           0.0166259           0.0931593         0.000695440           0.0166259           0.0166259
15.4115         0.000580788           0.0145585           0.0871582         0.000580787           0.0145585           0.0145585
15.5611         0.000483754           0.0127051           0.0811286         0.000483754           0.0127051           0.0127051
15.7107         0.000401869           0.0110505           0.0751417         0.000401870           0.0110505           0.0110505
15.8603         0.000332967          0.00957945           0.0692596         0.000332967          0.00957945          0.00957945
16.0100         0.000275155          0.00827693           0.0635362         0.000275154          0.00827692          0.00827692
16.1596         0.000226785          0.00712818           0.0580160         0.000226785          0.00712817          0.00712817
16.3092         0.000186430          0.00611900           0.0527355         0.000186430          0.00611899          0.00611899
16.4589         0.000152857          0.00523583           0.0477228         0.000152857          0.00523583          0.00523583
16.6085         0.000125004          0.00446585           0.0429983         0.000125004          0.00446585          0.00446585
16.7581         0.000101961          0.00379706           0.0385758         0.000101961          0.00379706          0.00379706
16.9077         8.29508E-05          0.00321828           0.0344626         8.29507E-05          0.00321828          0.00321828
17.0574         6.73107E-05          0.00271922           0.0306606         6.73106E-05          0.00271922          0.00271922
17.2070         5.44788E-05          0.00229043           0.0271670         5.44787E-05          0.00229043          0.00229043
17.3566         4.39797E-05          0.00192331           0.0239749         4.39797E-05          0.00192331          0.00192331
17.5062         3.54130E-05          0.00161010           0.0210743         3.54129E-05          0.00161010          0.00161010
17.6559         2.84419E-05          0.00134379           0.0184524         2.84419E-05          0.00134379          0.00134379
17.8055         2.27847E-05          0.00111814           0.0160945         2.27847E-05          0.00111814          0.00111814
17.9551         1.82062E-05         0.000927586           0.0139846         1.82061E-05         0.000927586         0.000927586
18.1047         1.45107E-05         0.000767204           0.0121057         1.45108E-05         0.000767205         0.000767205
18.2544         1.15359E-05         0.000632666           0.0104404         1.15359E-05         0.000632666         0.000632666
18.4040         9.14774E-06         0.000520177          0.00897121         9.14771E-06         0.000520177         0.000520177
18.5536         7.23558E-06         0.000426430          0.00768081         7.23558E-06         0.000426430         0.000426430
18.7032         5.70866E-06         0.000348554          0.00655242         5.70866E-06         0.000348554         0.000348554
18.8529         4.49260E-06         0.000284069          0.00556996         4.49257E-06         0.000284069         0.000284069
19.0025         3.52668E-06         0.000230843          0.00471816         3.52669E-06         0.000230843         0.000230843
19.1521         2.76147E-06         0.000187048          0.00398270         2.76148E-06         0.000187048         0.000187048
19.3017         2.15687E-06         0.000151126          0.00335028         2.15687E-06         0.000151126         0.000151126
19.4514         1.68041E-06         0.000121753          0.00280865         1.68041E-06         0.000121753         0.000121753
19.6010         1.30593E-06         9.78090E-05          0.00234659         1.30596E-06         9.78089E-05         9.78089E-05
19.7506         1.01237E-06         7.83508E-05          0.00195396         1.01237E-06         7.83508E-05         7.83508E-05
19.9002         7.82834E-07         6.25860E-05          0.00162159         7.82841E-07         6.25859E-05         6.25859E-05
20.0499         6.03835E-07         4.98524E-05          0.00134130         6.03836E-07         4.98522E-05         4.98522E-05
20.1995         4.64606E-07         3.95980E-05          0.00110581         4.64605E-07         3.95979E-05         3.95979E-05
20.3491         3.56591E-07         3.13649E-05         0.000908697         3.56591E-07         3.13648E-05         3.13648E-05
20.4988         2.73009E-07         2.47744E-05         0.000744298         2.73011E-07         2.47743E-05         2.47743E-05
20.6484         2.08500E-07         1.95143E-05         0.000607680         2.08502E-07         1.95143E-05         1.95143E-05
20.7980         1.58840E-07         1.53285E-05         0.000494554         1.58836E-07         1.53284E-05         1.53284E-05
20.9476         1.20709E-07         1.20073E-05         0.000401209         1.20708E-07         1.20073E-05         1.20073E-05
21.0973         9.15046E-08         9.37987E-06         0.000324455         9.15059E-08         9.37989E-06         9.37989E-06
21.2469         6.91952E-08         7.30727E-06         0.000261562         6.91946E-08         7.30731E-06         7.30731E-06
21.3965         5.21962E-08         5.67708E-06         0.000210203         5.21961E-08         5.67710E-06         5.67710E-06
21.5461         3.92764E-08         4.39855E-06         0.000168405         3.92768E-08         4.39853E-06         4.39853E-06
21.6958         2.94820E-08         3.39870E-06         0.000134502         2.94816E-08         3.39870E-06         3.39870E-06
21.8454         2.20757E-08         2.61902E-06         0.000107095         2.20762E-08         2.61902E-06         2.61902E-06
21.9950         1.64895E-08         2.01274E-06         8.50128E-05         1.64902E-08         2.01274E-06         2.01274E-06
22.1446         1.22867E-08         1.54265E-06         6.72789E-05         1.22883E-08         1.54267E-06         1.54267E-06
22.2943         9.13275E-09         1.17917E-06         5.30836E-05         9.13245E-09         1.17916E-06         1.17916E-06
22.4439         6.77181E-09         8.98924E-07         4.17576E-05         6.77316E-09         8.98933E-07         8.98933E-07
22.5935         5.00896E-09         6.83448E-07         3.27499E-05         5.00983E-09         6.83471E-07         6.83471E-07
22.7431         3.69599E-09         5.18238E-07         2.56089E-05         3.69589E-09         5.18237E-07         5.18237E-07
22.8928         2.72054E-09         3.91919E-07         1.99656E-05         2.72145E-09         3.91917E-07         3.91917E-07
23.0424         1.99766E-09         2.95603E-07         1.55199E-05         1.99750E-09         2.95609E-07         2.95609E-07
23.1920         1.46330E-09         2.22368E-07         1.20288E-05         1.46330E-09         2.22369E-07         2.22369E-07
23.3416         1.06927E-09         1.66834E-07         9.29566E-06         1.06908E-09         1.66833E-07         1.66833E-07
23.4913         7.79450E-10         1.24840E-07         7.16263E-06         7.79401E-10         1.24839E-07         1.24839E-07
23.6409         5.66808E-10         9.31707E-08         5.50305E-06         5.66669E-10         9.31677E-08         9.31677E-08
23.7905         4.11180E-10         6.93528E-08         4.21577E-06         4.10827E-10         6.93563E-08         6.93563E-08
23.9401         2.97561E-10         5.14886E-08         3.22032E-06         2.97544E-10         5.14913E-08         5.14913E-08
24.0898         2.14818E-10         3.81260E-08         2.45286E-06         2.14943E-10         3.81267E-08         3.81267E-08
24.2394         1.54709E-10         2.81578E-08         1.86297E-06         1.54737E-10         2.81601E-08         2.81601E-08
24.3890         1.11151E-10         2.07417E-08         1.41091E-06         1.11128E-10         2.07434E-08         2.07434E-08
24.5387         7.96637E-11         1.52392E-08         1.06551E-06         7.96407E-11         1.52396E-08         1.52396E-08
24.6883         5.69591E-11         1.11674E-08         8.02392E-07         5.69874E-11         1.11680E-08         1.11680E-08
24.8379         4.06275E-11         8.16243E-09         6.02546E-07         4.06759E-11         8.16376E-09         8.16376E-09
24.9875         2.89090E-11         5.95063E-09         4.51203E-07         2.89364E-11         5.95085E-09         5.95085E-09
25.1372         2.05211E-11         4.32700E-09         3.36927E-07         2.05423E-11         4.32704E-09         4.32704E-09
25.2868         1.45320E-11         3.13828E-09         2.50891E-07         1.45686E-11         3.13703E-09         3.13703E-09
25.4364         1.02662E-11         2.27029E-09         1.86305E-07         1.02714E-11         2.26990E-09         2.26990E-09
25.5860         7.23523E-12         1.63815E-09         1.37961E-07         7.18746E-12         1.63823E-09         1.63823E-09
25.7357         5.08691E-12         1.17901E-09         1.01880E-07         5.10681E-12         1.17892E-09         1.17892E-09
25.8853         3.56793E-12         8.46385E-10         7.50269E-08         3.57910E-12         8.46138E-10         8.46138E-10
26.0349         2.49654E-12         6.06053E-10         5.50999E-08         2.51037E-12         6.05679E-10         6.05679E-10
26.1845         1.74271E-12         4.32858E-10         4.03544E-08         1.74546E-12         4.32468E-10         4.32468E-10
26.3342         1.21359E-12         3.08373E-10         2.94742E-08         1.22008E-12         3.08440E-10         3.08440E-10
26.4838         8.43110E-13         2.19130E-10         2.14687E-08         8.43796E-13         2.19240E-10         2.19240E-10
26.6334         5.84332E-13         1.55320E-10         1.55950E-08         5.77255E-13         1.55313E-10         1.55313E-10
26.7830         4.04018E-13         1.09813E-10         1.12976E-08         4.04988E-13         1.09842E-10         1.09842E-10
26.9327         2.78681E-13         7.74424E-11         8.16220E-09         2.72976E-13         7.73186E-11         7.73186E-11
27.0823         1.91770E-13         5.44764E-11         5.88105E-09         1.88391E-13         5.44177E-11         5.44177E-11
27.2319         1.31650E-13         3.82245E-11         4.22601E-09         1.27270E-13         3.81614E-11         3.81614E-11
27.3815         9.01630E-14         2.67536E-11         3.02856E-09         8.58646E-14         2.66708E-11         2.66708E-11
27.5312         6.16035E-14         1.86780E-11         2.16459E-09         6.36152E-14         1.86715E-11         1.86715E-11
27.6808         4.19905E-14         1.30073E-11         1.54295E-09         4.40927E-14         1.29991E-11         1.29991E-11
27.8304         2.85540E-14         9.03559E-12         1.09690E-09         2.85342E-14         9.04285E-12         9.04285E-12
27.9800         1.93711E-14         6.26090E-12         7.77720E-10         1.89512E-14         6.28157E-12         6.28157E-12
28.1297         1.31103E-14         4.32744E-12         5.49950E-10         1.50382E-14         4.32858E-12         4.32858E-12
28.2793         8.85199E-15         2.98360E-12         3.87855E-10         8.51684E-15         3.00519E-12         3.00519E-12
28.4289         5.96271E-15         2.05194E-12         2.72813E-10         6.12417E-15         2.03051E-12         2.03051E-12
28.5786         4.00700E-15         1.40769E-12         1.91386E-10         4.42797E-15         1.38245E-12         1.38245E-12
28.7282         2.68639E-15         9.63320E-13         1.33909E-10         3.16433E-15         9.57750E-13         9.57750E-13
28.8778         1.79677E-15         6.57587E-13         9.34468E-11         1.40977E-15         6.48079E-13         6.48079E-13
29.0274         1.19892E-15         4.47773E-13         6.50395E-11         1.31280E-15         4.50960E-13         4.50960E-13
29.1771         7.98115E-16         3.04148E-13         4.51492E-11         6.91231E-16         3.13979E-13         3.13979E-13
29.3267         5.30050E-16         2.06080E-13         3.12597E-11         4.53065E-16         2.11766E-13         2.11766E-13
29.4763         3.51192E-16         1.39288E-13         2.15866E-11         5.79898E-16         1.38759E-13         1.38759E-13
29.6259         2.32140E-16         9.39110E-14         1.48679E-11         1.37454E-16         9.38229E-14         9.38229E-14
29.7756         1.53085E-16         6.31608E-14         1.02137E-11         2.63776E-16         6.43699E-14         6.43699E-14
29.9252         1.00715E-16         4.23748E-14         6.99821E-12         1.06249E-16         4.50221E-14         4.50221E-14
30.0748         6.61051E-17         2.83595E-14         4.78259E-12         1.67860E-16         3.06501E-14         3.06501E-14
30.2244         4.32868E-17         1.89330E-14         3.25997E-12         3.19537E-18         1.67492E-14         1.67492E-14
30.3741         2.82785E-17         1.26088E-14         2.21636E-12         1.88777E-20         9.81705E-15         9.81705E-15
30.5237         1.84305E-17         8.37647E-15         1.50295E-12         8.92047E-17         7.60937E-15         7.60937E-15
30.6733         1.19840E-17         5.55115E-15         1.01655E-12         1.44724E-19         5.89726E-15         5.89726E-15
30.8229         7.77402E-18         3.66979E-15         6.85793E-13         3.41203E-17         4.52507E-15         4.52507E-15
30.9726         5.03121E-18         2.42011E-15         4.61468E-13         1.22349E-18         2.77263E-15         2.77263E-15
31.1222         3.24850E-18         1.59209E-15         3.09724E-13         7.75779E-18         1.02433E-15         1.02433E-15
31.2718         2.09255E-18         1.04481E-15         2.07346E-13         1.24215E-17         1.19830E-15         1.19830E-15
31.4214         1.34479E-18         6.83987E-16         1.38453E-13         8.60288E-17         1.03971E-15         1.03971E-15
31.5711         8.62213E-19         4.46683E-16         9.22150E-14         8.07961E-17         9.32968E-16         9.32968E-16
31.7207         5.51520E-19         2.91000E-16         6.12620E-14         3.08820E-17         3.06202E-16         3.06202E-16
31.8703         3.51960E-19         1.89116E-16         4.05952E-14         3.88203E-17         2.57945E-16         2.57945E-16
32.0200         2.24084E-19         1.22605E-16         2.68319E-14         1.25414E-18         1.62556E-16         1.62556E-16
32.1696         1.42336E-19         7.92923E-17         1.76899E-14         2.30878E-17         5.35806E-17         5.35806E-17
32.3192         9.01999E-20         5.11564E-17         1.16332E-14         1.83665E-17         7.64710E-17         7.64710E-17
32.4688         5.70275E-20         3.29243E-17         7.63077E-15         9.30049E-18         9.86408E-17         9.86408E-17
32.6185         3.59708E-20         2.11387E-17         4.99275E-15         5.99319E-18         4.40033E-17         4.40033E-17
32.7681         2.26363E-20         1.35391E-17         3.25847E-15         1.10778E-17         5.22146E-17         5.22146E-17
32.9177         1.42117E-20         8.65069E-18         2.12125E-15         6.05228E-18         2.44047E-17         2.44047E-17
33.0673         8.90183E-21         5.51393E-18         1.37744E-15         2.45032E-17         3.14751E-17         3.14751E-17
33.2170         5.56290E-21         3.50608E-18         8.92199E-16         2.68132E-19         6.43977E-17         6.43977E-17
33.3666         3.46827E-21         2.22400E-18         5.76445E-16         3.78961E-18         7.06086E-17         7.06086E-17
33.5162         2.15732E-21         1.40734E-18         3.71504E-16         2.03727E-18         3.67989E-18         3.67989E-18
33.6658         1.33877E-21         8.88421E-19         2.38825E-16         5.97148E-18         3.65568E-18         3.65568E-18
33.8155         8.28880E-22         5.59489E-19         1.53146E-16         1.21176E-19         7.70176E-19         7.70176E-19
33.9651         5.11997E-22         3.51495E-19         9.79595E-17         3.51160E-17         2.12083E-18         2.12083E-18
34.1147         3.15526E-22         2.20294E-19         6.25030E-17         1.21659E-17         2.49486E-18         2.49486E-18
34.2643         1.93997E-22         1.37734E-19         3.97805E-17         1.15952E-18         1.86777E-18         1.86777E-18
34.4140         1.19001E-22         8.59090E-20         2.52556E-17         5.93259E-17         9.27759E-18         9.27759E-18
34.5636         7.28276E-23         5.34557E-20         1.59941E-17         4.98711E-18         2.67594E-17         2.67594E-17
34.7132         4.44669E-23         3.31824E-20         1.01038E-17         4.93204E-17         3.96722E-21         3.96722E-21
34.8628         2.70877E-23         2.05485E-20         6.36690E-18         1.82715E-18         1.11029E-17         1.11029E-17
35.0125         1.64627E-23         1.26945E-20         4.00214E-18         1.08859E-17         5.02659E-17         5.02659E-17
35.1621         9.98217E-24         7.82364E-21         2.50946E-18         4.51629E-17         1.48939E-17         1.48939E-17
35.3117         6.03872E-24         4.81022E-21         1.56961E-18         7.19366E-19         4.04768E-17         4.04768E-17
35.4613         3.64468E-24         2.95042E-21         9.79324E-19         4.41443E-17         2.20081E-18         2.20081E-18
35.6110         2.19468E-24         1.80536E-21         6.09520E-19         1.51977E-17         5.28290E-18         5.28290E-18
35.7606         1.31850E-24         1.10207E-21         3.78422E-19         1.07771E-17         5.97532E-18         5.97532E-18
35.9102         7.90286E-25         6.71151E-22         2.34365E-19         6.04431E-18         1.37271E-17         1.37271E-17
36.0599         4.72592E-25         4.07751E-22         1.44790E-19         1.63469E-17         1.05456E-17         1.05456E-17
36.2095         2.81959E-25         2.47136E-22         8.92306E-20         9.38890E-21         5.51597E-19         5.51597E-19
36.3591         1.67835E-25         1.49432E-22         5.48556E-20         1.01988E-17         1.18467E-17         1.18467E-17
36.5087         9.96734E-26         9.01402E-23         3.36403E-20         1.70302E-17         2.94048E-17         2.94048E-17
36.6584         5.90574E-26         5.42451E-23         2.05793E-20         3.34651E-17         5.35869E-17         5.35869E-17
36.8080         3.49114E-26         3.25665E-23         1.25585E-20         3.06241E-17         1.15410E-16         1.15410E-16
36.9576         2.05902E-26         1.95052E-23         7.64501E-21         2.96126E-18         3.91216E-17         3.91216E-17
37.1072         1.21158E-26         1.16547E-23         4.64254E-21         1.20601E-17         8.83448E-18         8.83448E-18
37.2569         7.11290E-27         6.94737E-24         2.81235E-21         2.65217E-18         1.04174E-19         1.04174E-19
37.4065         4.16620E-27         4.13153E-24         1.69950E-21         4.85263E-18         2.02743E-18         2.02743E-18
37.5561         2.43464E-27         2.45117E-24         1.02450E-21         1.92988E-17         6.43560E-19         6.43560E-19
37.7057         1.41948E-27         1.45080E-24         6.16088E-22         2.07203E-17         3.12040E-18         3.12040E-18
37.8554         8.25708E-28         8.56673E-25         3.69585E-22         4.95394E-17         5.21270E-17         5.21270E-17
38.0050         4.79209E-28         5.04656E-25         2.21170E-22         1.80167E-18         1.85890E-17         1.85890E-17
38.1546         2.77476E-28         2.96585E-25         1.32033E-22         1.45878E-18         5.12498E-18         5.12498E-18
38.3042         1.60298E-28         1.73892E-25         7.86287E-23         2.07396E-17         1.90656E-17         1.90656E-17
38.4539         9.23921E-29         1.01714E-25         4.67115E-23         6.22530E-18         1.66631E-17         1.66631E-17
38.6035         5.31305E-29         5.93556E-26         2.76829E-23         5.01033E-18         3.65955E-18         3.65955E-18
38.7531         3.04829E-29         3.45555E-26         1.63661E-23         5.22276E-17         4.33623E-19         4.33623E-19
38.9027         1.74491E-29         2.00701E-26         9.65218E-24         2.60099E-18         1.17271E-18         1.17271E-18
39.0524         9.96535E-30         1.16294E-26         5.67876E-24         2.76532E-19         4.01850E-17         4.01850E-17
39.2020         5.67829E-30         6.72274E-27         3.33296E-24         8.39658E-18         6.82993E-18         6.82993E-18
39.3516         3.22810E-30         3.87714E-27         1.95144E-24         7.12325E-17         2.98388E-20         2.98388E-20
39.5012         1.83097E-30         2.23078E-27         1.13980E-24         9.46715E-18         3.80425E-17         3.80425E-17
39.6509         1.03615E-30         1.28050E-27         6.64135E-25         7.15004E-18         1.16248E-17         1.16248E-17
39.8005         5.85014E-31         7.33304E-28         3.86042E-25         1.13041E-18         1.31771E-17         1.31771E-17
39.9501         3.29547E-31         4.18956E-28         2.23854E-25         2.17692E-17         1.75878E-17         1.75878E-17
40.0998         1.85214E-31         2.38799E-28         1.29493E-25         1.94258E-18         7.21100E-17         7.21100E-17
40.2494         1.03858E-31         1.35794E-28         7.47281E-26         5.91721E-18         4.30262E-19         4.30262E-19
40.3990         5.81044E-32         7.70386E-29         4.30205E-26         2.73071E-17         2.25135E-18         2.25135E-18
40.5486         3.24330E-32         4.36033E-29         2.47071E-26         6.65237E-18         1.71536E-18         1.71536E-18
40.6983         1.80623E-32         2.46214E-29         1.41555E-26         1.59837E-18         1.40105E-16         1.40105E-16
40.8479         1.00361E-32         1.38705E-29         8.09066E-27         7.85864E-18         1.12767E-18         1.12767E-18
40.9975         5.56373E-33         7.79565E-30         4.61318E-27         5.45067E-17         3.30993E-19         3.30993E-19
41.1471         3.07734E-33         4.37117E-30         2.62407E-27         1.29726E-17         6.23223E-17         6.23223E-17
41.2968         1.69822E-33         2.44528E-30         1.48905E-27         3.68018E-18         8.13008E-18         8.13008E-18
41.4464         9.35017E-34         1.36472E-30         8.42951E-28         1.06196E-17         1.01165E-17         1.01165E-17
41.5960         5.13636E-34         7.59882E-31         4.76054E-28         2.02266E-17         1.58783E-19         1.58783E-19
41.7456         2.81514E-34         4.22118E-31         2.68207E-28         6.90165E-17         3.54320E-17         3.54320E-17
41.8953         1.53941E-34         2.33942E-31         1.50746E-28         1.10486E-17         3.57216E-17         3.57216E-17
42.0449         8.39885E-35         1.29351E-31         8.45249E-29         9.96057E-19         4.85876E-18         4.85876E-18
42.1945         4.57188E-35         7.13543E-32         4.72809E-29         2.81747E-17         2.48236E-17         2.48236E-17
42.3441         2.48302E-35         3.92697E-32         2.63846E-29         1.40811E-18         3.05278E-17         3.05278E-17
42.4938         1.34548E-35         2.15618E-32         1.46886E-29         1.23111E-17         8.02657E-19         8.02657E-19
42.6434         7.27418E-36         1.18113E-32         8.15781E-30         3.77780E-17         5.22924E-17         5.22924E-17
42.7930         3.92376E-36         6.45511E-33         4.51994E-30         4.90824E-17         3.59981E-18         3.59981E-18
42.9426         2.11170E-36         3.51964E-33         2.49838E-30         5.97814E-18         5.43468E-18         5.43468E-18
43.0923         1.13390E-36         1.91462E-33         1.37769E-30         5.92244E-17         1.03749E-16         1.03749E-16
43.2419         6.07475E-37         1.03910E-33         7.57896E-31         2.42460E-17         1.79153E-17         1.79153E-17
43.3915         3.24708E-37         5.62631E-34         4.15946E-31         4.80650E-17         2.56169E-18         2.56169E-18
43.5411         1.73170E-37         3.03936E-34         2.27736E-31         1.98213E-18         1.16117E-18         1.16117E-18
43.6908         9.21438E-38         1.63807E-34         1.24394E-31         3.07190E-17         1.14753E-18         1.14753E-18
43.8404         4.89184E-38         8.80797E-35         6.77849E-32         4.23885E-17         3.95312E-17         3.95312E-17
