#Rho             Ground(Ar)             1st(Ar)             2nd(Ar)          Ground(Ja)             1st(Ja)             2nd(Ja)
0.523691            0.330723            0.425339            0.396602            0.330723            0.425339            0.396602
0.536160            0.345019            0.435541            0.397097            0.345019            0.435541            0.397097
0.548628            0.359409            0.445076            0.396398            0.359409            0.445076            0.396398
0.561097            0.373873            0.453905            0.394507            0.373873            0.453905            0.394507
0.573566            0.388390            0.461992            0.391432            0.388390            0.461992            0.391432
0.586035            0.402939            0.469306            0.387189            0.402939            0.469306            0.387188
0.598504            0.417500            0.475815            0.381799            0.417500            0.475815            0.381799
0.610973            0.432051            0.481494            0.375294            0.432051            0.481494            0.375294
0.623441            0.446571            0.486318            0.367711            0.446571            0.486318            0.367711
0.635910            0.461040            0.490268            0.359095            0.461040            0.490268            0.359095
0.648379            0.475437            0.493326            0.349495            0.475437            0.493326            0.349495
0.660848            0.489741            0.495479            0.338970            0.489741            0.495479            0.338970
0.673317            0.503931            0.496716            0.327582            0.503931            0.496716            0.327582
0.685786            0.517986            0.497033            0.315401            0.517986            0.497033            0.315401
0.698254            0.531888            0.496425            0.302500            0.531888            0.496425            0.302500
0.710723            0.545616            0.494894            0.288957            0.545616            0.494894            0.288957
0.723192            0.559149            0.492445            0.274856            0.559149            0.492445            0.274856
0.735661            0.572470            0.489085            0.260282            0.572470            0.489085            0.260282
0.748130            0.585560            0.484826            0.245326            0.585560            0.484826            0.245326
0.760599            0.598399            0.479684            0.230078            0.598399            0.479684            0.230078
0.773067            0.610971            0.473677            0.214633            0.610971            0.473677            0.214633
0.785536            0.623257            0.466827            0.199086            0.623257            0.466827            0.199086
0.798005            0.635242            0.459160            0.183533            0.635242            0.459160            0.183533
0.810474            0.646908            0.450705            0.168070            0.646908            0.450705            0.168070
0.822943            0.658241            0.441494            0.152792            0.658241            0.441494            0.152792
0.835411            0.669226            0.431560            0.137793            0.669226            0.431560            0.137793
0.847880            0.679847            0.420942            0.123167            0.679847            0.420942            0.123167
0.860349            0.690092            0.409680            0.109004            0.690092            0.409680            0.109004
0.872818            0.699948            0.397816           0.0953905            0.699948            0.397816           0.0953904
0.885287            0.709403            0.385395           0.0824114            0.709403            0.385395           0.0824114
0.897756            0.718445            0.372464           0.0701467            0.718445            0.372464           0.0701467
0.910224            0.727063            0.359073           0.0586720            0.727063            0.359073           0.0586720
0.922693            0.735249            0.345271           0.0480579            0.735249            0.345271           0.0480579
0.935162            0.742992            0.331112           0.0383699            0.742992            0.331112           0.0383699
0.947631            0.750285            0.316648           0.0296677            0.750285            0.316648           0.0296677
0.960100            0.757120            0.301934           0.0220046            0.757120            0.301934           0.0220046
0.972569            0.763492            0.287026           0.0154278            0.763492            0.287026           0.0154278
0.985037            0.769393            0.271979          0.00997753            0.769393            0.271979          0.00997753
0.997506            0.774819            0.256850          0.00568725            0.774819            0.256850          0.00568725
1.00998            0.779766            0.241696          0.00258318            0.779766            0.241696          0.00258318
1.02244            0.784231            0.226573         0.000684273            0.784231            0.226573         0.000684273
1.03491            0.788212            0.211538         2.10944E-06            0.788212            0.211538         2.10934E-06
1.04738            0.791706            0.196647         0.000540843            0.791706            0.196647         0.000540842
1.05985            0.794713            0.181954          0.00229720            0.794713            0.181954          0.00229720
1.07232            0.797233            0.167514          0.00526054            0.797233            0.167514          0.00526054
1.08479            0.799266            0.153380          0.00941293            0.799266            0.153380          0.00941292
1.09726            0.800815            0.139605           0.0147293            0.800815            0.139605           0.0147293
1.10973            0.801881            0.126239           0.0211776            0.801881            0.126239           0.0211776
1.12219            0.802467            0.113330           0.0287191            0.802467            0.113330           0.0287191
1.13466            0.802578            0.100925           0.0373085            0.802578            0.100925           0.0373085
1.14713            0.802217           0.0890705           0.0468944            0.802217           0.0890705           0.0468944
1.15960            0.801390           0.0778077           0.0574198            0.801390           0.0778077           0.0574198
1.17207            0.800102           0.0671777           0.0688218            0.800102           0.0671777           0.0688218
1.18454            0.798361           0.0572185           0.0810329            0.798361           0.0572185           0.0810329
1.19701            0.796172           0.0479657           0.0939808            0.796172           0.0479657           0.0939808
1.20948            0.793544           0.0394520            0.107589            0.793544           0.0394520            0.107589
1.22195            0.790485           0.0317077            0.121778            0.790485           0.0317077            0.121778
1.23441            0.787003           0.0247599            0.136464            0.787004           0.0247599            0.136464
1.24688            0.783109           0.0186329            0.151561            0.783109           0.0186329            0.151561
1.25935            0.778811           0.0133482            0.166981            0.778811           0.0133482            0.166981
1.27182            0.774119          0.00892399            0.182636            0.774119          0.00892399            0.182636
1.28429            0.769045          0.00537562            0.198435            0.769045          0.00537561            0.198435
1.29676            0.763599          0.00271523            0.214286            0.763599          0.00271523            0.214286
1.30923            0.757793         0.000951899            0.230098            0.757793         0.000951899            0.230099
1.32170            0.751638         9.16200E-05            0.245783            0.751638         9.16199E-05            0.245783
1.33416            0.745146         0.000137294            0.261250            0.745146         0.000137294            0.261250
1.34663            0.738330          0.00108877            0.276412            0.738330          0.00108877            0.276412
1.35910            0.731202          0.00294288            0.291185            0.731202          0.00294288            0.291185
1.37157            0.723775          0.00569349            0.305484            0.723775          0.00569349            0.305484
1.38404            0.716062          0.00933154            0.319232            0.716062          0.00933154            0.319232
1.39651            0.708076           0.0138452            0.332352            0.708076           0.0138452            0.332352
1.40898            0.699830           0.0192197            0.344772            0.699830           0.0192197            0.344772
1.42145            0.691338           0.0254378            0.356424            0.691338           0.0254378            0.356424
1.43392            0.682612           0.0324796            0.367246            0.682612           0.0324796            0.367246
1.44638            0.673667           0.0403227            0.377180            0.673667           0.0403227            0.377180
1.45885            0.664516           0.0489424            0.386174            0.664516           0.0489424            0.386174
1.47132            0.655172           0.0583117            0.394181            0.655172           0.0583117            0.394181
1.48379            0.645648           0.0684016            0.401159            0.645648           0.0684016            0.401159
1.49626            0.635959           0.0791809            0.407074            0.635959           0.0791809            0.407074
1.50873            0.626118           0.0906168            0.411896            0.626118           0.0906168            0.411896
1.52120            0.616137            0.102675            0.415604            0.616137            0.102675            0.415604
1.53367            0.606029            0.115318            0.418181            0.606029            0.115318            0.418181
1.54613            0.595809            0.128510            0.419617            0.595809            0.128510            0.419617
1.55860            0.585488            0.142211            0.419908            0.585488            0.142211            0.419908
1.57107            0.575079            0.156382            0.419058            0.575079            0.156382            0.419058
1.58354            0.564594            0.170981            0.417075            0.564594            0.170981            0.417075
1.59601            0.554046            0.185967            0.413974            0.554046            0.185967            0.413974
1.60848            0.543447            0.201297            0.409777            0.543447            0.201297            0.409777
1.62095            0.532808            0.216929            0.404511            0.532808            0.216929            0.404511
1.63342            0.522141            0.232819            0.398208            0.522141            0.232819            0.398208
1.64589            0.511457            0.248925            0.390906            0.511457            0.248925            0.390906
1.65835            0.500766            0.265201            0.382648            0.500766            0.265201            0.382648
1.67082            0.490080            0.281606            0.373483            0.490080            0.281606            0.373483
1.68329            0.479409            0.298096            0.363463            0.479409            0.298096            0.363463
1.69576            0.468762            0.314628            0.352644            0.468762            0.314628            0.352644
1.70823            0.458149            0.331160            0.341088            0.458149            0.331160            0.341088
1.72070            0.447580            0.347650            0.328857            0.447580            0.347650            0.328857
1.73317            0.437063            0.364058            0.316019            0.437063            0.364058            0.316019
1.74564            0.426607            0.380343            0.302644            0.426607            0.380343            0.302644
1.75810            0.416220            0.396466            0.288804            0.416220            0.396466            0.288804
1.77057            0.405910            0.412390            0.274573            0.405910            0.412390            0.274573
1.78304            0.395685            0.428076            0.260027            0.395685            0.428076            0.260027
1.79551            0.385552            0.443491            0.245242            0.385552            0.443491            0.245242
1.80798            0.375518            0.458599            0.230295            0.375518            0.458599            0.230295
1.82045            0.365589            0.473367            0.215264            0.365589            0.473367            0.215264
1.83292            0.355771            0.487765            0.200226            0.355771            0.487765            0.200226
1.84539            0.346070            0.501763            0.185259            0.346070            0.501763            0.185259
1.85786            0.336491            0.515332            0.170438            0.336491            0.515332            0.170438
1.87032            0.327040            0.528445            0.155837            0.327040            0.528445            0.155837
1.88279            0.317720            0.541079            0.141531            0.317720            0.541079            0.141531
1.89526            0.308538            0.553209            0.127589            0.308538            0.553209            0.127589
1.90773            0.299495            0.564816            0.114081            0.299495            0.564816            0.114081
1.92020            0.290597            0.575878            0.101073            0.290597            0.575878            0.101073
1.93267            0.281847            0.586378           0.0886281            0.281847            0.586378           0.0886281
1.94514            0.273247            0.596301           0.0768062            0.273247            0.596301           0.0768062
1.95761            0.264801            0.605632           0.0656639            0.264800            0.605632           0.0656639
1.97007            0.256510            0.614358           0.0552543            0.256510            0.614358           0.0552543
1.98254            0.248377            0.622470           0.0456264            0.248377            0.622470           0.0456265
1.99501            0.240403            0.629959           0.0368254            0.240403            0.629959           0.0368253
2.00748            0.232591            0.636817           0.0288919            0.232591            0.636817           0.0288919
2.01995            0.224941            0.643039           0.0218627            0.224941            0.643039           0.0218627
2.03242            0.217455            0.648621           0.0157699            0.217455            0.648621           0.0157699
2.04489            0.210133            0.653562           0.0106411            0.210133            0.653562           0.0106411
2.05736            0.202976            0.657862          0.00649930            0.202976            0.657862          0.00649930
2.06983            0.195984            0.661521          0.00336306            0.195984            0.661521          0.00336306
2.08229            0.189157            0.664542          0.00124623            0.189157            0.664542          0.00124622
2.09476            0.182494            0.666929         0.000158094            0.182494            0.666929         0.000158093
2.10723            0.175996            0.668688         0.000103397            0.175997            0.668688         0.000103397
2.11970            0.169662            0.669827          0.00108238            0.169662            0.669827          0.00108238
2.13217            0.163491            0.670353          0.00309086            0.163491            0.670353          0.00309086
2.14464            0.157483            0.670275          0.00612036            0.157483            0.670275          0.00612035
2.15711            0.151635            0.669605           0.0101582            0.151635            0.669605           0.0101582
2.16958            0.145946            0.668354           0.0151876            0.145946            0.668354           0.0151876
2.18204            0.140416            0.666536           0.0211878            0.140416            0.666536           0.0211878
2.19451            0.135042            0.664163           0.0281346            0.135042            0.664163           0.0281346
2.20698            0.129823            0.661251           0.0359998            0.129823            0.661251           0.0359998
2.21945            0.124757            0.657815           0.0447522            0.124757            0.657815           0.0447522
2.23192            0.119842            0.653871           0.0543571            0.119842            0.653871           0.0543571
2.24439            0.115076            0.649437           0.0647771            0.115076            0.649437           0.0647771
2.25686            0.110457            0.644529           0.0759720            0.110457            0.644529           0.0759720
2.26933            0.105982            0.639166           0.0878990            0.105982            0.639166           0.0878990
2.28180            0.101649            0.633367            0.100513            0.101649            0.633367            0.100513
2.29426           0.0974552            0.627150            0.113767           0.0974552            0.627150            0.113767
2.30673           0.0933986            0.620535            0.127613           0.0933986            0.620535            0.127613
2.31920           0.0894766            0.613542            0.141999           0.0894766            0.613542            0.141999
2.33167           0.0856863            0.606190            0.156875           0.0856863            0.606190            0.156875
2.34414           0.0820252            0.598500            0.172187           0.0820252            0.598500            0.172187
2.35661           0.0784905            0.590491            0.187881           0.0784905            0.590491            0.187881
2.36908           0.0750795            0.582184            0.203905           0.0750795            0.582184            0.203905
2.38155           0.0717894            0.573599            0.220203           0.0717894            0.573599            0.220203
2.39401           0.0686174            0.564756            0.236721           0.0686174            0.564756            0.236721
2.40648           0.0655606            0.555675            0.253404           0.0655606            0.555675            0.253404
2.41895           0.0626163            0.546376            0.270198           0.0626163            0.546376            0.270198
2.43142           0.0597816            0.536878            0.287050           0.0597816            0.536878            0.287050
2.44389           0.0570537            0.527201            0.303907           0.0570538            0.527201            0.303907
2.45636           0.0544298            0.517364            0.320717           0.0544298            0.517364            0.320717
2.46883           0.0519070            0.507386            0.337429           0.0519070            0.507386            0.337429
2.48130           0.0494826            0.497284            0.353993           0.0494826            0.497284            0.353993
2.49377           0.0471537            0.487078            0.370362           0.0471537            0.487078            0.370362
2.50623           0.0449176            0.476784            0.386489           0.0449176            0.476784            0.386489
2.51870           0.0427715            0.466420            0.402329           0.0427715            0.466420            0.402329
2.53117           0.0407128            0.456002            0.417840           0.0407128            0.456002            0.417840
2.54364           0.0387388            0.445547            0.432980           0.0387388            0.445547            0.432980
2.55611           0.0368467            0.435069            0.447711           0.0368467            0.435069            0.447711
2.56858           0.0350340            0.424585            0.461996           0.0350340            0.424585            0.461996
2.58105           0.0332982            0.414108            0.475801           0.0332982            0.414108            0.475801
2.59352           0.0316366            0.403653            0.489094           0.0316366            0.403653            0.489094
2.60599           0.0300469            0.393232            0.501844           0.0300468            0.393232            0.501843
2.61845           0.0285264            0.382860            0.514024           0.0285264            0.382860            0.514024
2.63092           0.0270730            0.372547            0.525610           0.0270730            0.372547            0.525610
2.64339           0.0256841            0.362305            0.536578           0.0256841            0.362305            0.536579
2.65586           0.0243575            0.352146            0.546910           0.0243575            0.352146            0.546910
2.66833           0.0230910            0.342080            0.556587           0.0230910            0.342080            0.556587
2.68080           0.0218822            0.332116            0.565594           0.0218822            0.332116            0.565594
2.69327           0.0207292            0.322264            0.573919           0.0207292            0.322264            0.573919
2.70574           0.0196297            0.312532            0.581551           0.0196297            0.312532            0.581551
2.71820           0.0185818            0.302928            0.588482           0.0185818            0.302928            0.588482
2.73067           0.0175834            0.293460            0.594707           0.0175834            0.293460            0.594707
2.74314           0.0166325            0.284134            0.600221           0.0166325            0.284134            0.600221
2.75561           0.0157274            0.274958            0.605025           0.0157274            0.274958            0.605025
2.76808           0.0148661            0.265936            0.609118           0.0148661            0.265936            0.609118
2.78055           0.0140469            0.257073            0.612505           0.0140469            0.257073            0.612505
2.79302           0.0132680            0.248376            0.615188           0.0132680            0.248376            0.615188
2.80549           0.0125278            0.239846            0.617177           0.0125278            0.239846            0.617177
2.81796           0.0118245            0.231489            0.618478           0.0118245            0.231489            0.618478
2.83042           0.0111568            0.223308            0.619102           0.0111568            0.223308            0.619102
2.84289           0.0105229            0.215305            0.619062           0.0105229            0.215305            0.619062
2.85536          0.00992146            0.207482            0.618370          0.00992146            0.207482            0.618370
2.86783          0.00935103            0.199842            0.617042          0.00935104            0.199842            0.617042
2.88030          0.00881023            0.192385            0.615093          0.00881024            0.192385            0.615093
2.89277          0.00829773            0.185113            0.612541          0.00829773            0.185113            0.612541
2.90524          0.00781223            0.178027            0.609404          0.00781223            0.178027            0.609404
2.91771          0.00735251            0.171127            0.605702          0.00735251            0.171127            0.605702
2.93017          0.00691735            0.164412            0.601455          0.00691735            0.164412            0.601455
2.94264          0.00650563            0.157883            0.596684          0.00650563            0.157883            0.596684
2.95511          0.00611622            0.151538            0.591411          0.00611622            0.151538            0.591411
2.96758          0.00574807            0.145377            0.585659          0.00574807            0.145377            0.585659
2.98005          0.00540016            0.139399            0.579450          0.00540016            0.139399            0.579450
2.99252          0.00507149            0.133601            0.572807          0.00507149            0.133601            0.572807
3.00499          0.00476113            0.127983            0.565755          0.00476113            0.127983            0.565755
3.01746          0.00446818            0.122542            0.558318          0.00446818            0.122542            0.558318
3.02993          0.00419176            0.117276            0.550519          0.00419176            0.117276            0.550519
3.04239          0.00393105            0.112183            0.542382          0.00393105            0.112183            0.542382
3.05486          0.00368524            0.107260            0.533932          0.00368524            0.107260            0.533932
3.06733          0.00345358            0.102504            0.525193          0.00345359            0.102504            0.525193
3.07980          0.00323534           0.0979135            0.516188          0.00323534           0.0979135            0.516188
3.09227          0.00302982           0.0934844            0.506942          0.00302982           0.0934844            0.506942
3.10474          0.00283635           0.0892139            0.497477          0.00283635           0.0892139            0.497477
3.11721          0.00265430           0.0850989            0.487817          0.00265430           0.0850989            0.487817
3.12968          0.00248306           0.0811360            0.477984          0.00248306           0.0811360            0.477984
3.14214          0.00232205           0.0773218            0.468001          0.00232205           0.0773218            0.468001
3.15461          0.00217071           0.0736530            0.457888          0.00217071           0.0736530            0.457888
3.16708          0.00202852           0.0701261            0.447668          0.00202852           0.0701261            0.447668
3.17955          0.00189498           0.0667376            0.437360          0.00189498           0.0667376            0.437360
3.19202          0.00176961           0.0634838            0.426985          0.00176961           0.0634838            0.426985
3.20449          0.00165196           0.0603613            0.416562          0.00165196           0.0603613            0.416562
3.21696          0.00154158           0.0573663            0.406109          0.00154158           0.0573663            0.406109
3.22943          0.00143808           0.0544954            0.395645          0.00143808           0.0544954            0.395645
3.24190          0.00134106           0.0517449            0.385186          0.00134106           0.0517449            0.385186
3.25436          0.00125014           0.0491111            0.374749          0.00125015           0.0491112            0.374749
3.26683          0.00116499           0.0465907            0.364349          0.00116499           0.0465906            0.364349
3.27930          0.00108525           0.0441798            0.354002          0.00108525           0.0441798            0.354002
3.29177          0.00101062           0.0418752            0.343722          0.00101062           0.0418752            0.343722
3.30424         0.000940792           0.0396732            0.333521         0.000940792           0.0396732            0.333521
3.31671         0.000875485           0.0375704            0.323413         0.000875484           0.0375704            0.323413
3.32918         0.000814428           0.0355634            0.313410         0.000814428           0.0355634            0.313410
3.34165         0.000757365           0.0336488            0.303521         0.000757365           0.0336489            0.303521
3.35411         0.000704055           0.0318235            0.293759         0.000704055           0.0318234            0.293759
3.36658         0.000654271           0.0300840            0.284132         0.000654271           0.0300840            0.284132
3.37905         0.000607796           0.0284272            0.274648         0.000607796           0.0284272            0.274648
3.39152         0.000564427           0.0268500            0.265317         0.000564426           0.0268500            0.265317
3.40399         0.000523970           0.0253494            0.256146         0.000523970           0.0253494            0.256146
3.41646         0.000486245           0.0239223            0.247140         0.000486245           0.0239223            0.247140
3.42893         0.000451080           0.0225658            0.238307         0.000451080           0.0225658            0.238307
3.44140         0.000418313           0.0212771            0.229652         0.000418314           0.0212771            0.229652
3.45387         0.000387793           0.0200535            0.221178         0.000387792           0.0200535            0.221178
3.46633         0.000359375           0.0188921            0.212891         0.000359374           0.0188921            0.212891
3.47880         0.000332925           0.0177904            0.204793         0.000332925           0.0177904            0.204793
3.49127         0.000308315           0.0167459            0.196888         0.000308315           0.0167459            0.196888
3.50374         0.000285426           0.0157560            0.189178         0.000285426           0.0157560            0.189178
3.51621         0.000264145           0.0148183            0.181665         0.000264145           0.0148183            0.181665
3.52868         0.000244366           0.0139306            0.174350         0.000244366           0.0139306            0.174350
3.54115         0.000225991           0.0130906            0.167234         0.000225990           0.0130906            0.167234
3.55362         0.000208926           0.0122960            0.160317         0.000208926           0.0122960            0.160317
3.56608         0.000193083           0.0115449            0.153600         0.000193083           0.0115449            0.153600
3.57855         0.000178380           0.0108350            0.147081         0.000178380           0.0108350            0.147081
3.59102         0.000164740           0.0101646            0.140760         0.000164740           0.0101646            0.140760
3.60349         0.000152091          0.00953176            0.134636         0.000152091          0.00953176            0.134636
3.61596         0.000140365          0.00893457            0.128708         0.000140365          0.00893457            0.128708
3.62843         0.000129499          0.00837133            0.122973         0.000129499          0.00837133            0.122973
3.64090         0.000119432          0.00784035            0.117429         0.000119433          0.00784035            0.117429
3.65337         0.000110111          0.00734002            0.112074         0.000110111          0.00734002            0.112074
3.66584         0.000101483          0.00686878            0.106905         0.000101483          0.00686878            0.106905
3.67830         9.34983E-05          0.00642517            0.101920         9.34982E-05          0.00642517            0.101920
3.69077         8.61126E-05          0.00600773           0.0971152         8.61126E-05          0.00600773           0.0971152
3.70324         7.92833E-05          0.00561512           0.0924874         7.92832E-05          0.00561512           0.0924874
3.71571         7.29706E-05          0.00524602           0.0880334         7.29703E-05          0.00524602           0.0880334
3.72818         6.71377E-05          0.00489918           0.0837495         6.71371E-05          0.00489917           0.0837495
3.74065         6.17499E-05          0.00457340           0.0796321         6.17497E-05          0.00457340           0.0796321
3.75312         5.67751E-05          0.00426756           0.0756773         5.67751E-05          0.00426756           0.0756773
3.76559         5.21833E-05          0.00398055           0.0718814         5.21835E-05          0.00398055           0.0718814
3.77805         4.79466E-05          0.00371134           0.0682403         4.79467E-05          0.00371134           0.0682403
3.79052         4.40388E-05          0.00345893           0.0647501         4.40390E-05          0.00345893           0.0647501
3.80299         4.04357E-05          0.00322239           0.0614066         4.04354E-05          0.00322239           0.0614066
3.81546         3.71147E-05          0.00300081           0.0582057         3.71146E-05          0.00300081           0.0582057
3.82793         3.40549E-05          0.00279334           0.0551434         3.40549E-05          0.00279334           0.0551434
3.84040         3.12368E-05          0.00259917           0.0522155         3.12369E-05          0.00259917           0.0522155
3.85287         2.86420E-05          0.00241752           0.0494178         2.86419E-05          0.00241752           0.0494178
3.86534         2.62539E-05          0.00224766           0.0467462         2.62536E-05          0.00224766           0.0467462
3.87781         2.40567E-05          0.00208890           0.0441966         2.40565E-05          0.00208890           0.0441966
3.89027         2.20359E-05          0.00194057           0.0417649         2.20357E-05          0.00194057           0.0417649
3.90274         2.01779E-05          0.00180206           0.0394471         2.01778E-05          0.00180206           0.0394471
3.91521         1.84704E-05          0.00167276           0.0372392         1.84702E-05          0.00167276           0.0372392
3.92768         1.69015E-05          0.00155211           0.0351372         1.69014E-05          0.00155211           0.0351372
3.94015         1.54607E-05          0.00143960           0.0331373         1.54605E-05          0.00143959           0.0331373
3.95262         1.41379E-05          0.00133470           0.0312355         1.41378E-05          0.00133470           0.0312355
3.96509         1.29238E-05          0.00123695           0.0294281         1.29238E-05          0.00123695           0.0294281
3.97756         1.18100E-05          0.00114591           0.0277115         1.18102E-05          0.00114590           0.0277115
3.99002         1.07884E-05          0.00106114           0.0260821         1.07885E-05          0.00106114           0.0260821
4.00249         9.85192E-06         0.000982243           0.0245362         9.85195E-06         0.000982242           0.0245362
4.01496         8.99362E-06         0.000908853           0.0230704         8.99364E-06         0.000908853           0.0230704
4.02743         8.20728E-06         0.000840609           0.0216815         8.20723E-06         0.000840608           0.0216815
4.03990         7.48713E-06         0.000777179           0.0203660         7.48709E-06         0.000777177           0.0203660
4.05237         6.82782E-06         0.000718246           0.0191208         6.82773E-06         0.000718246           0.0191208
4.06484         6.22444E-06         0.000663515           0.0179428         6.22440E-06         0.000663516           0.0179428
4.07731         5.67242E-06         0.000612709           0.0168290         5.67232E-06         0.000612709           0.0168290
4.08978         5.16758E-06         0.000565565           0.0157764         5.16758E-06         0.000565564           0.0157764
4.10224         4.70604E-06         0.000521837           0.0147823         4.70617E-06         0.000521837           0.0147823
4.11471         4.28424E-06         0.000481295           0.0138439         4.28438E-06         0.000481295           0.0138439
4.12718         3.89889E-06         0.000443723           0.0129586         3.89894E-06         0.000443722           0.0129586
4.13965         3.54697E-06         0.000408917           0.0121238         3.54705E-06         0.000408916           0.0121238
4.15212         3.22568E-06         0.000376687           0.0113370         3.22571E-06         0.000376687           0.0113370
4.16459         2.93246E-06         0.000346855           0.0105959         2.93251E-06         0.000346856           0.0105959
4.17706         2.66496E-06         0.000319254          0.00989821         2.66503E-06         0.000319254          0.00989821
4.18953         2.42101E-06         0.000293727          0.00924172         2.42113E-06         0.000293726          0.00924173
4.20200         2.19860E-06         0.000270128          0.00862432         2.19861E-06         0.000270128          0.00862432
4.21446         1.99591E-06         0.000248321          0.00804399         1.99591E-06         0.000248322          0.00804399
4.22693         1.81125E-06         0.000228178          0.00749879         1.81125E-06         0.000228179          0.00749879
4.23940         1.64308E-06         0.000209580          0.00698685         1.64307E-06         0.000209579          0.00698686
4.25187         1.48998E-06         0.000192414          0.00650641         1.48999E-06         0.000192415          0.00650640
4.26434         1.35064E-06         0.000176578          0.00605574         1.35065E-06         0.000176578          0.00605574
4.27681         1.22388E-06         0.000161973          0.00563323         1.22391E-06         0.000161973          0.00563323
4.28928         1.10860E-06         0.000148511          0.00523731         1.10858E-06         0.000148511          0.00523731
4.30175         1.00379E-06         0.000136106          0.00486651         1.00388E-06         0.000136106          0.00486651
4.31421         9.08542E-07         0.000124680          0.00451940         9.08596E-07         0.000124680          0.00451941
4.32668         8.22008E-07         0.000114160          0.00419464         8.22084E-07         0.000114161          0.00419464
4.33915         7.43419E-07         0.000104479          0.00389094         7.43418E-07         0.000104479          0.00389094
4.35162         6.72071E-07         9.55725E-05          0.00360708         6.72086E-07         9.55727E-05          0.00360708
4.36409         6.07319E-07         8.73824E-05          0.00334190         6.07322E-07         8.73825E-05          0.00334190
4.37656         5.48575E-07         7.98540E-05          0.00309430         5.48580E-07         7.98539E-05          0.00309429
4.38903         4.95298E-07         7.29367E-05          0.00286321         4.95286E-07         7.29369E-05          0.00286321
4.40150         4.46998E-07         6.65835E-05          0.00264766         4.46995E-07         6.65835E-05          0.00264766
4.41397         4.03224E-07         6.07506E-05          0.00244670         4.03225E-07         6.07508E-05          0.00244670
4.42643         3.63566E-07         5.53978E-05          0.00225943         3.63542E-07         5.53977E-05          0.00225943
4.43890         3.27651E-07         5.04875E-05          0.00208502         3.27663E-07         5.04878E-05          0.00208502
4.45137         2.95135E-07         4.59848E-05          0.00192265         2.95160E-07         4.59851E-05          0.00192265
4.46384         2.65708E-07         4.18578E-05          0.00177158         2.65711E-07         4.18577E-05          0.00177158
4.47631         2.39085E-07         3.80766E-05          0.00163109         2.39071E-07         3.80767E-05          0.00163110
