#Rho             Ground(Ar)             1st(Ar)             2nd(Ar)          Ground(Ja)             1st(Ja)             2nd(Ja)
0.0248756          0.00139595          0.00209288          0.00261529          0.00139595          0.00209288          0.00209288
0.0497512          0.00557343          0.00833529           0.0103901          0.00557343          0.00833528          0.00833528
0.0746269           0.0125015           0.0186192           0.0231132           0.0125015           0.0186192           0.0186192
0.0995025           0.0221288           0.0327669           0.0404390           0.0221288           0.0327669           0.0327669
0.124378           0.0343841           0.0505340           0.0618971           0.0343841           0.0505340           0.0505340
0.149254           0.0491772           0.0716137           0.0869056           0.0491772           0.0716137           0.0716137
0.174129           0.0663993           0.0956429            0.114787           0.0663993           0.0956429           0.0956429
0.199005           0.0859242            0.122208            0.144785           0.0859242            0.122208            0.122208
0.223881            0.107610            0.150853            0.176090            0.107610            0.150853            0.150853
0.248756            0.131298            0.181087            0.207856            0.131298            0.181087            0.181087
0.273632            0.156819            0.212394            0.239228            0.156819            0.212394            0.212394
0.298507            0.183990            0.244239            0.269361            0.183990            0.244239            0.244239
0.323383            0.212617            0.276084            0.297447            0.212617            0.276084            0.276084
0.348259            0.242500            0.307388            0.322735            0.242500            0.307388            0.307388
0.373134            0.273428            0.337625            0.344552            0.273428            0.337625            0.337625
0.398010            0.305188            0.366289            0.362318            0.305188            0.366289            0.366289
0.422886            0.337563            0.392903            0.375566            0.337563            0.392903            0.392903
0.447761            0.370335            0.417026            0.383951            0.370335            0.417026            0.417026
0.472637            0.403285            0.438263            0.387258            0.403285            0.438263            0.438263
0.497512            0.436196            0.456270            0.385411            0.436196            0.456270            0.456270
0.522388            0.468856            0.470759            0.378470            0.468856            0.470759            0.470759
0.547264            0.501059            0.481504            0.366631            0.501059            0.481504            0.481504
0.572139            0.532603            0.488341            0.350220            0.532603            0.488341            0.488341
0.597015            0.563296            0.491174            0.329682            0.563296            0.491174            0.491174
0.621891            0.592958            0.489974            0.305570            0.592958            0.489974            0.489974
0.646766            0.621416            0.484778            0.278529            0.621416            0.484778            0.484778
0.671642            0.648511            0.475692            0.249279            0.648511            0.475692            0.475692
0.696517            0.674097            0.462881            0.218594            0.674097            0.462881            0.462881
0.721393            0.698042            0.446572            0.187282            0.698042            0.446572            0.446572
0.746269            0.720227            0.427047            0.156163            0.720227            0.427047            0.427047
0.771144            0.740550            0.404638            0.126050            0.740550            0.404638            0.404638
0.796020            0.758922            0.379719           0.0977259            0.758922            0.379719            0.379719
0.820896            0.775272            0.352703           0.0719217            0.775272            0.352703            0.352703
0.845771            0.789542            0.324033           0.0493016            0.789542            0.324033            0.324033
0.870647            0.801691            0.294171           0.0304448            0.801691            0.294171            0.294171
0.895522            0.811694            0.263598           0.0158315            0.811694            0.263598            0.263598
0.920398            0.819538            0.232798          0.00583217            0.819538            0.232798            0.232798
0.945274            0.825228            0.202256         0.000698766            0.825228            0.202256            0.202256
0.970149            0.828781            0.172446         0.000560057            0.828781            0.172446            0.172446
0.995025            0.830226            0.143828          0.00541961            0.830226            0.143828            0.143828
1.01990            0.829607            0.116840           0.0151572            0.829607            0.116840            0.116840
1.04478            0.826979           0.0918869           0.0295333            0.826979           0.0918869           0.0918869
1.06965            0.822405           0.0693431           0.0481965            0.822405           0.0693431           0.0693431
1.09453            0.815962           0.0495415           0.0706937            0.815963           0.0495415           0.0495415
1.11940            0.807734           0.0327713           0.0964826            0.807734           0.0327713           0.0327713
1.14428            0.797810           0.0192750            0.124946            0.797810           0.0192750           0.0192750
1.16915            0.786290          0.00924505            0.155408            0.786290          0.00924505          0.00924505
1.19403            0.773277          0.00282312            0.187152            0.773277          0.00282311          0.00282311
1.21891            0.758880         9.86360E-05            0.219436            0.758880         9.86358E-05         9.86358E-05
1.24378            0.743210          0.00110914            0.251514            0.743210          0.00110914          0.00110914
1.26866            0.726382          0.00584104            0.282653            0.726382          0.00584104          0.00584104
1.29353            0.708512           0.0142312            0.312148            0.708512           0.0142313           0.0142313
1.31841            0.689716           0.0261694            0.339340            0.689716           0.0261694           0.0261694
1.34328            0.670111           0.0415010            0.363631            0.670111           0.0415010           0.0415010
1.36816            0.649812           0.0600306            0.384496            0.649812           0.0600306           0.0600306
1.39303            0.628932           0.0815260            0.401492            0.628932           0.0815260           0.0815260
1.41791            0.607583            0.105723            0.414272            0.607583            0.105723            0.105723
1.44279            0.585871            0.132328            0.422586            0.585871            0.132328            0.132328
1.46766            0.563902            0.161026            0.426286            0.563902            0.161026            0.161026
1.49254            0.541773            0.191484            0.425329            0.541773            0.191484            0.191484
1.51741            0.519580            0.223356            0.419774            0.519580            0.223356            0.223356
1.54229            0.497413            0.256288            0.409781            0.497413            0.256288            0.256288
1.56716            0.475355            0.289923            0.395601            0.475355            0.289923            0.289923
1.59204            0.453484            0.323906            0.377574            0.453484            0.323906            0.323906
1.61692            0.431874            0.357887            0.356117            0.431874            0.357887            0.357887
1.64179            0.410591            0.391530            0.331711            0.410591            0.391530            0.391530
1.66667            0.389694            0.424510            0.304896            0.389694            0.424510            0.424510
1.69154            0.369239            0.456520            0.276250            0.369239            0.456520            0.456520
1.71642            0.349274            0.487276            0.246383            0.349274            0.487276            0.487276
1.74129            0.329841            0.516514            0.215920            0.329841            0.516514            0.516514
1.76617            0.310978            0.543999            0.185488            0.310978            0.543999            0.543999
1.79104            0.292714            0.569521            0.155705            0.292714            0.569521            0.569521
1.81592            0.275076            0.592898            0.127167            0.275076            0.592898            0.592898
1.84080            0.258084            0.613978            0.100435            0.258084            0.613978            0.613978
1.86567            0.241754            0.632639           0.0760286            0.241754            0.632639            0.632639
1.89055            0.226097            0.648786           0.0544142            0.226097            0.648786            0.648786
1.91542            0.211119            0.662355           0.0359984            0.211119            0.662355            0.662355
1.94030            0.196823            0.673310           0.0211225            0.196823            0.673310            0.673310
1.96517            0.183208            0.681640           0.0100579            0.183208            0.681640            0.681640
1.99005            0.170270            0.687361          0.00300296            0.170270            0.687361            0.687361
2.01493            0.158000            0.690513         8.22792E-05            0.158000            0.690513            0.690513
2.03980            0.146388            0.691157          0.00134664            0.146388            0.691157            0.691157
2.06468            0.135422            0.689374          0.00677473            0.135422            0.689374            0.689374
2.08955            0.125086            0.685265           0.0162761            0.125086            0.685265            0.685265
2.11443            0.115363            0.678943           0.0296954            0.115363            0.678943            0.678943
2.13930            0.106235            0.670538           0.0468173            0.106235            0.670538            0.670538
2.16418           0.0976817            0.660189           0.0673728           0.0976817            0.660189            0.660189
2.18905           0.0896824            0.648044           0.0910461           0.0896824            0.648044            0.648044
2.21393           0.0822151            0.634261            0.117481           0.0822151            0.634261            0.634261
2.23881           0.0752574            0.618997            0.146290           0.0752574            0.618997            0.618997
2.26368           0.0687863            0.602417            0.177061           0.0687863            0.602417            0.602417
2.28856           0.0627787            0.584685            0.209365           0.0627787            0.584685            0.584685
2.31343           0.0572115            0.565962            0.242765           0.0572115            0.565962            0.565962
2.33831           0.0520614            0.546410            0.276820           0.0520614            0.546410            0.546410
2.36318           0.0473056            0.526185            0.311099           0.0473056            0.526185            0.526185
2.38806           0.0429216            0.505439            0.345179           0.0429216            0.505439            0.505439
2.41294           0.0388873            0.484315            0.378656           0.0388873            0.484315            0.484315
2.43781           0.0351812            0.462953            0.411152           0.0351812            0.462953            0.462953
2.46269           0.0317823            0.441481            0.442314           0.0317823            0.441481            0.441481
2.48756           0.0286704            0.420021            0.471821           0.0286704            0.420021            0.420021
