#Time(Yr)                X_Ea                Y_Ea                Z_Ea             R_earth
0.00000             1.00000             0.00000             0.00000             1.00000
0.00500000            0.999507           0.0313948             0.00000            0.999999
0.0100000            0.998027           0.0627587             0.00000            0.999998
0.0150000            0.995562           0.0940606             0.00000            0.999996
0.0200000            0.992115            0.125270             0.00000            0.999992
0.0250000            0.987688            0.156355             0.00000            0.999988
0.0300000            0.982287            0.187286             0.00000            0.999982
0.0350000            0.975916            0.218033             0.00000            0.999976
0.0400000            0.968583            0.248564             0.00000            0.999968
0.0450000            0.960293            0.278850             0.00000            0.999960
0.0500000            0.951055            0.308860             0.00000            0.999950
0.0550000            0.940879            0.338566             0.00000            0.999940
0.0600000            0.929774            0.367937             0.00000            0.999929
0.0650000            0.917751            0.396946             0.00000            0.999917
0.0700000            0.904823            0.425562             0.00000            0.999904
0.0750000            0.891001            0.453759             0.00000            0.999890
0.0800000            0.876299            0.481507             0.00000            0.999875
0.0850000            0.860732            0.508780             0.00000            0.999859
0.0900000            0.844316            0.535551             0.00000            0.999842
0.0950000            0.827066            0.561793             0.00000            0.999825
0.100000            0.808999            0.587480             0.00000            0.999806
0.105000            0.790134            0.612587             0.00000            0.999787
0.110000            0.770488            0.637090             0.00000            0.999767
0.115000            0.750081            0.660963             0.00000            0.999747
0.120000            0.728934            0.684183             0.00000            0.999725
0.125000            0.707066            0.706728             0.00000            0.999703
0.130000            0.684500            0.728574             0.00000            0.999680
0.135000            0.661258            0.749701             0.00000            0.999657
0.140000            0.637363            0.770087             0.00000            0.999632
0.145000            0.612838            0.789712             0.00000            0.999608
0.150000            0.587707            0.808557             0.00000            0.999582
0.155000            0.561996            0.826603             0.00000            0.999556
0.160000            0.535729            0.843832             0.00000            0.999529
0.165000            0.508933            0.860228             0.00000            0.999502
0.170000            0.481634            0.875773             0.00000            0.999475
0.175000            0.453859            0.890452             0.00000            0.999446
0.180000            0.425635            0.904251             0.00000            0.999418
0.185000            0.396991            0.917157             0.00000            0.999389
0.190000            0.367954            0.929155             0.00000            0.999359
0.195000            0.338553            0.940235             0.00000            0.999330
0.200000            0.308817            0.950385             0.00000            0.999299
0.205000            0.278776            0.959595             0.00000            0.999269
0.210000            0.248459            0.967856             0.00000            0.999238
0.215000            0.217897            0.975160             0.00000            0.999207
0.220000            0.187118            0.981499             0.00000            0.999176
0.225000            0.156155            0.986867             0.00000            0.999145
0.230000            0.125037            0.991258             0.00000            0.999113
0.235000           0.0937959            0.994669             0.00000            0.999081
0.240000           0.0624617            0.997095             0.00000            0.999050
0.245000           0.0310655            0.998535             0.00000            0.999018
0.250000        -0.000361304            0.998986             0.00000            0.998986
0.255000          -0.0317878            0.998448             0.00000            0.998954
0.260000          -0.0631828            0.996922             0.00000            0.998922
0.265000          -0.0945153            0.994409             0.00000            0.998891
0.270000           -0.125754            0.990911             0.00000            0.998859
0.275000           -0.156869            0.986432             0.00000            0.998827
0.280000           -0.187828            0.980976             0.00000            0.998796
0.285000           -0.218600            0.974549             0.00000            0.998765
0.290000           -0.249157            0.967156             0.00000            0.998734
0.295000           -0.279467            0.958805             0.00000            0.998703
0.300000           -0.309499            0.949504             0.00000            0.998673
0.305000           -0.339225            0.939262             0.00000            0.998642
0.310000           -0.368615            0.928089             0.00000            0.998613
0.315000           -0.397640            0.915997             0.00000            0.998583
0.320000           -0.426270            0.902997             0.00000            0.998554
0.325000           -0.454478            0.889102             0.00000            0.998526
0.330000           -0.482236            0.874326             0.00000            0.998497
0.335000           -0.509515            0.858683             0.00000            0.998470
0.340000           -0.536290            0.842188             0.00000            0.998443
0.345000           -0.562532            0.824859             0.00000            0.998416
0.350000           -0.588217            0.806711             0.00000            0.998390
0.355000           -0.613319            0.787764             0.00000            0.998365
0.360000           -0.637812            0.768035             0.00000            0.998340
0.365000           -0.661672            0.747545             0.00000            0.998316
0.370000           -0.684877            0.726313             0.00000            0.998292
0.375000           -0.707402            0.704361             0.00000            0.998269
0.380000           -0.729225            0.681710             0.00000            0.998247
0.385000           -0.750325            0.658383             0.00000            0.998226
0.390000           -0.770680            0.634402             0.00000            0.998205
0.395000           -0.790271            0.609792             0.00000            0.998185
0.400000           -0.809077            0.584577             0.00000            0.998166
0.405000           -0.827081            0.558782             0.00000            0.998148
0.410000           -0.844264            0.532432             0.00000            0.998131
0.415000           -0.860608            0.505554             0.00000            0.998114
0.420000           -0.876099            0.478174             0.00000            0.998098
0.425000           -0.890721            0.450319             0.00000            0.998083
0.430000           -0.904458            0.422018             0.00000            0.998070
0.435000           -0.917297            0.393297             0.00000            0.998056
0.440000           -0.929226            0.364187             0.00000            0.998044
0.445000           -0.940232            0.334714             0.00000            0.998033
0.450000           -0.950305            0.304910             0.00000            0.998023
0.455000           -0.959435            0.274803             0.00000            0.998014
0.460000           -0.967612            0.244422             0.00000            0.998005
0.465000           -0.974828            0.213800             0.00000            0.997998
0.470000           -0.981077            0.182965             0.00000            0.997992
0.475000           -0.986351            0.151948             0.00000            0.997986
0.480000           -0.990646            0.120780             0.00000            0.997982
0.485000           -0.993958           0.0894929             0.00000            0.997979
