#Time(Yr)                X_Ea                Y_Ea                Z_Ea             R_earth
0.00000             1.00000             0.00000             0.00000             1.00000
0.0100000            0.998026           0.0628000             0.00000             1.00000
0.0200000            0.992112            0.125352             0.00000             1.00000
0.0300000            0.982281            0.187409             0.00000             1.00000
0.0400000            0.968573            0.248727             0.00000            0.999999
0.0500000            0.951041            0.309062             0.00000            0.999999
0.0600000            0.929754            0.368177             0.00000            0.999998
0.0700000            0.904796            0.425839             0.00000            0.999997
0.0800000            0.876267            0.481820             0.00000            0.999997
0.0900000            0.844278            0.535898             0.00000            0.999996
0.100000            0.808956            0.587861             0.00000            0.999995
0.110000            0.770440            0.637503             0.00000            0.999994
0.120000            0.728883            0.684628             0.00000            0.999993
0.130000            0.684448            0.729050             0.00000            0.999992
0.140000            0.637311            0.770594             0.00000            0.999990
0.150000            0.587658            0.809096             0.00000            0.999989
0.160000            0.535685            0.844404             0.00000            0.999988
0.170000            0.481596            0.876377             0.00000            0.999986
0.180000            0.425607            0.904891             0.00000            0.999985
0.190000            0.367937            0.929832             0.00000            0.999983
0.200000            0.308815            0.951103             0.00000            0.999982
0.210000            0.248473            0.968618             0.00000            0.999980
0.220000            0.187151            0.982309             0.00000            0.999978
0.230000            0.125089            0.992122             0.00000            0.999977
0.240000           0.0625342            0.998018             0.00000            0.999975
0.250000        -0.000268015            0.999973             0.00000            0.999973
0.260000          -0.0630692            0.997981             0.00000            0.999972
0.270000           -0.125621            0.992048             0.00000            0.999970
0.280000           -0.187677            0.982198             0.00000            0.999968
0.290000           -0.248993            0.968471             0.00000            0.999967
0.300000           -0.309325            0.950920             0.00000            0.999965
0.310000           -0.368436            0.929614             0.00000            0.999963
0.320000           -0.426092            0.904638             0.00000            0.999962
0.330000           -0.482065            0.876090             0.00000            0.999960
0.340000           -0.536136            0.844083             0.00000            0.999959
0.350000           -0.588089            0.808744             0.00000            0.999958
0.360000           -0.637721            0.770211             0.00000            0.999956
0.370000           -0.684835            0.728637             0.00000            0.999955
0.380000           -0.729244            0.684186             0.00000            0.999954
0.390000           -0.770775            0.637034             0.00000            0.999953
0.400000           -0.809262            0.587366             0.00000            0.999952
0.410000           -0.844553            0.535379             0.00000            0.999951
0.420000           -0.876510            0.481279             0.00000            0.999950
0.430000           -0.905007            0.425278             0.00000            0.999949
0.440000           -0.929930            0.367598             0.00000            0.999949
0.450000           -0.951181            0.308466             0.00000            0.999948
0.460000           -0.968676            0.248117             0.00000            0.999948
0.470000           -0.982347            0.186788             0.00000            0.999947
0.480000           -0.992138            0.124721             0.00000            0.999947
0.490000           -0.998013           0.0621618             0.00000            0.999947
0.500000           -0.999947        -0.000642789             0.00000            0.999947
0.510000           -0.997932          -0.0634449             0.00000            0.999947
0.520000           -0.991977           -0.125996             0.00000            0.999947
0.530000           -0.982106           -0.188050             0.00000            0.999947
0.540000           -0.968356           -0.249362             0.00000            0.999948
0.550000           -0.950783           -0.309689             0.00000            0.999948
0.560000           -0.929456           -0.368793             0.00000            0.999949
0.570000           -0.904459           -0.426441             0.00000            0.999949
0.580000           -0.875891           -0.482405             0.00000            0.999950
0.590000           -0.843865           -0.536465             0.00000            0.999951
0.600000           -0.808506           -0.588406             0.00000            0.999952
0.610000           -0.769955           -0.638024             0.00000            0.999953
0.620000           -0.728364           -0.685123             0.00000            0.999954
0.630000           -0.683898           -0.729517             0.00000            0.999955
0.640000           -0.636730           -0.771030             0.00000            0.999956
0.650000           -0.587049           -0.809499             0.00000            0.999958
0.660000           -0.535050           -0.844772             0.00000            0.999959
0.670000           -0.480939           -0.876709             0.00000            0.999961
0.680000           -0.424928           -0.905185             0.00000            0.999962
0.690000           -0.367240           -0.930087             0.00000            0.999964
0.700000           -0.308102           -0.951317             0.00000            0.999965
0.710000           -0.247748           -0.968790             0.00000            0.999967
0.720000           -0.186415           -0.982439             0.00000            0.999969
0.730000           -0.124346           -0.992209             0.00000            0.999970
0.740000          -0.0617864           -0.998061             0.00000            0.999972
0.750000          0.00101720           -0.999973             0.00000            0.999974
0.760000           0.0638168           -0.997937             0.00000            0.999975
0.770000            0.126364           -0.991961             0.00000            0.999977
0.780000            0.188413           -0.982068             0.00000            0.999979
0.790000            0.249718           -0.968298             0.00000            0.999980
0.800000            0.310037           -0.950705             0.00000            0.999982
0.810000            0.369132           -0.929359             0.00000            0.999983
0.820000            0.426770           -0.904344             0.00000            0.999985
0.830000            0.482722           -0.875758             0.00000            0.999986
0.840000            0.536769           -0.843715             0.00000            0.999988
0.850000            0.588697           -0.808340             0.00000            0.999989
0.860000            0.638301           -0.769775             0.00000            0.999990
0.870000            0.685384           -0.728170             0.00000            0.999992
0.880000            0.729762           -0.683691             0.00000            0.999993
0.890000            0.771259           -0.636512             0.00000            0.999994
0.900000            0.809711           -0.586821             0.00000            0.999995
0.910000            0.844966           -0.534813             0.00000            0.999996
0.920000            0.876885           -0.480693             0.00000            0.999997
0.930000            0.905343           -0.424676             0.00000            0.999998
0.940000            0.930226           -0.366982             0.00000            0.999998
0.950000            0.951437           -0.307840             0.00000            0.999999
0.960000            0.968892           -0.247482             0.00000            0.999999
0.970000            0.982521           -0.186147             0.00000             1.00000
0.980000            0.992272           -0.124077             0.00000             1.00000
0.990000            0.998106          -0.0615176             0.00000             1.00000
1.00000            0.999999          0.00128485             0.00000             1.00000
1.01000            0.997945           0.0640823             0.00000             1.00000
1.02000            0.991950            0.126627             0.00000             1.00000
1.03000            0.982040            0.188671             0.00000            0.999999
1.04000            0.968252            0.249971             0.00000            0.999999
1.05000            0.950643            0.310284             0.00000            0.999999
1.06000            0.929280            0.369372             0.00000            0.999998
1.07000            0.904248            0.427001             0.00000            0.999997
1.08000            0.875647            0.482945             0.00000            0.999997
1.09000            0.843588            0.536982             0.00000            0.999996
1.10000            0.808200            0.588900             0.00000            0.999995
1.11000            0.769620            0.638492             0.00000            0.999994
