#Time(Yr)                K_Ea                U_Ea             Etot_Ea                L_Ea
0.00000         5.92246E-05        -0.000118569        -5.93448E-05        3.557506E-10
0.1000000        5.923618E-05       -0.0001186892       -5.945305E-05        3.551005E-10
0.2000000        5.942043E-05       -0.0001189827       -5.956222E-05        3.544450E-10
0.3000000        5.975117E-05       -0.0001194254       -5.967424E-05        3.537746E-10
0.4000000        6.014734E-05       -0.0001199382       -5.979086E-05        3.530809E-10
0.5000000        6.050174E-05       -0.0001204148       -5.991308E-05        3.523601E-10
0.6000000        6.072271E-05       -0.0001207634       -6.004069E-05        3.516140E-10
0.7000000        6.077297E-05       -0.0001209452       -6.017226E-05        3.508502E-10
0.8000000        6.068648E-05       -0.0001209922       -6.030575E-05        3.500789E-10
0.9000000        6.055353E-05       -0.0001209930       -6.043943E-05        3.493077E-10
1.000000        6.048219E-05       -0.0001210549       -6.057271E-05        3.485390E-10
1.100000        6.055499E-05       -0.0001212614       -6.070637E-05        3.477683E-10
1.200000        6.079788E-05       -0.0001216401       -6.084227E-05        3.469862E-10
1.300000        6.117064E-05       -0.0001221534       -6.098272E-05        3.461819E-10
1.400000        6.158130E-05       -0.0001227110       -6.112972E-05        3.453465E-10
1.500000        6.192188E-05       -0.0001232060       -6.128415E-05        3.444769E-10
1.600000        6.211425E-05       -0.0001235596       -6.144537E-05        3.435771E-10
1.700000        6.214601E-05       -0.0001237574       -6.161139E-05        3.426570E-10
1.800000        6.207675E-05       -0.0001238566       -6.177985E-05        3.417273E-10
1.900000        6.201066E-05       -0.0001239599       -6.194924E-05        3.407945E-10
2.000000        6.205031E-05       -0.0001241700       -6.211965E-05        3.398574E-10
2.100000        6.225379E-05       -0.0001245466       -6.229281E-05        3.389076E-10
2.200000        6.261132E-05       -0.0001250828       -6.247150E-05        3.379323E-10
2.300000        6.304880E-05       -0.0001257074       -6.265860E-05        3.369191E-10
2.400000        6.345805E-05       -0.0001263140       -6.285597E-05        3.358605E-10
2.500000        6.374492E-05       -0.0001268086       -6.306369E-05        3.347576E-10
2.600000        6.387458E-05       -0.0001271545       -6.327994E-05        3.336193E-10
2.700000        6.388968E-05       -0.0001273917       -6.350198E-05        3.324580E-10
2.800000        6.388957E-05       -0.0001276173       -6.372775E-05        3.312822E-10
2.900000        6.398252E-05       -0.0001279396       -6.395712E-05        3.300918E-10
3.000000        6.423585E-05       -0.0001284281       -6.419224E-05        3.288772E-10
