#Time(Yr)                K_Ea                U_Ea             Etot_Ea                L_Ea
0.00000         5.92246E-05        -0.000118569        -5.93448E-05        3.557506E-10
0.02000000        5.922559E-05       -0.0001185704       -5.934484E-05        3.557506E-10
0.04000000        5.922843E-05       -0.0001185733       -5.934485E-05        3.557505E-10
0.06000000        5.923311E-05       -0.0001185780       -5.934485E-05        3.557505E-10
0.08000000        5.923956E-05       -0.0001185844       -5.934486E-05        3.557504E-10
0.1000000        5.924768E-05       -0.0001185925       -5.934487E-05        3.557504E-10
0.1200000        5.925734E-05       -0.0001186022       -5.934487E-05        3.557504E-10
0.1400000        5.926840E-05       -0.0001186133       -5.934488E-05        3.557503E-10
0.1600000        5.928067E-05       -0.0001186256       -5.934489E-05        3.557503E-10
0.1800000        5.929397E-05       -0.0001186389       -5.934489E-05        3.557502E-10
0.2000000        5.930808E-05       -0.0001186530       -5.934490E-05        3.557502E-10
0.2200000        5.932279E-05       -0.0001186677       -5.934491E-05        3.557502E-10
0.2400000        5.933787E-05       -0.0001186828       -5.934491E-05        3.557501E-10
0.2600000        5.935306E-05       -0.0001186980       -5.934492E-05        3.557501E-10
0.2800000        5.936814E-05       -0.0001187131       -5.934492E-05        3.557501E-10
0.3000000        5.938287E-05       -0.0001187278       -5.934493E-05        3.557500E-10
0.3200000        5.939701E-05       -0.0001187419       -5.934494E-05        3.557500E-10
0.3400000        5.941033E-05       -0.0001187553       -5.934494E-05        3.557499E-10
0.3600000        5.942263E-05       -0.0001187676       -5.934495E-05        3.557499E-10
0.3800000        5.943371E-05       -0.0001187787       -5.934496E-05        3.557499E-10
0.4000000        5.944340E-05       -0.0001187884       -5.934496E-05        3.557498E-10
0.4200000        5.945153E-05       -0.0001187965       -5.934497E-05        3.557498E-10
0.4400000        5.945798E-05       -0.0001188030       -5.934498E-05        3.557497E-10
0.4600000        5.946264E-05       -0.0001188076       -5.934498E-05        3.557497E-10
0.4800000        5.946545E-05       -0.0001188104       -5.934499E-05        3.557497E-10
0.5000000        5.946635E-05       -0.0001188114       -5.934500E-05        3.557496E-10
0.5200000        5.946534E-05       -0.0001188103       -5.934500E-05        3.557496E-10
0.5400000        5.946242E-05       -0.0001188074       -5.934501E-05        3.557495E-10
0.5600000        5.945765E-05       -0.0001188027       -5.934502E-05        3.557495E-10
0.5800000        5.945110E-05       -0.0001187961       -5.934502E-05        3.557495E-10
0.6000000        5.944288E-05       -0.0001187879       -5.934503E-05        3.557494E-10
0.6200000        5.943311E-05       -0.0001187781       -5.934504E-05        3.557494E-10
0.6400000        5.942196E-05       -0.0001187670       -5.934504E-05        3.557493E-10
0.6600000        5.940960E-05       -0.0001187546       -5.934505E-05        3.557493E-10
0.6800000        5.939623E-05       -0.0001187413       -5.934506E-05        3.557493E-10
0.7000000        5.938206E-05       -0.0001187271       -5.934506E-05        3.557492E-10
0.7200000        5.936731E-05       -0.0001187124       -5.934507E-05        3.557492E-10
0.7400000        5.935223E-05       -0.0001186973       -5.934508E-05        3.557491E-10
0.7600000        5.933705E-05       -0.0001186821       -5.934508E-05        3.557491E-10
0.7800000        5.932201E-05       -0.0001186671       -5.934509E-05        3.557491E-10
0.8000000        5.930734E-05       -0.0001186524       -5.934510E-05        3.557490E-10
0.8200000        5.929329E-05       -0.0001186384       -5.934510E-05        3.557490E-10
0.8400000        5.928006E-05       -0.0001186252       -5.934511E-05        3.557489E-10
0.8600000        5.926788E-05       -0.0001186130       -5.934512E-05        3.557489E-10
0.8800000        5.925692E-05       -0.0001186020       -5.934512E-05        3.557489E-10
0.9000000        5.924737E-05       -0.0001185925       -5.934513E-05        3.557488E-10
0.9200000        5.923937E-05       -0.0001185845       -5.934514E-05        3.557488E-10
0.9400000        5.923304E-05       -0.0001185782       -5.934514E-05        3.557487E-10
0.9600000        5.922849E-05       -0.0001185736       -5.934515E-05        3.557487E-10
0.9800000        5.922579E-05       -0.0001185709       -5.934516E-05        3.557487E-10
1.000000        5.922498E-05       -0.0001185701       -5.934516E-05        3.557486E-10
1.020000        5.922607E-05       -0.0001185712       -5.934517E-05        3.557486E-10
1.040000        5.922905E-05       -0.0001185742       -5.934518E-05        3.557486E-10
1.060000        5.923387E-05       -0.0001185790       -5.934518E-05        3.557485E-10
1.080000        5.924045E-05       -0.0001185856       -5.934519E-05        3.557485E-10
1.100000        5.924869E-05       -0.0001185939       -5.934520E-05        3.557484E-10
1.120000        5.925846E-05       -0.0001186037       -5.934520E-05        3.557484E-10
1.140000        5.926962E-05       -0.0001186148       -5.934521E-05        3.557484E-10
1.160000        5.928197E-05       -0.0001186272       -5.934521E-05        3.557483E-10
1.180000        5.929534E-05       -0.0001186406       -5.934522E-05        3.557483E-10
1.200000        5.930951E-05       -0.0001186547       -5.934523E-05        3.557482E-10
1.220000        5.932425E-05       -0.0001186695       -5.934523E-05        3.557482E-10
1.240000        5.933934E-05       -0.0001186846       -5.934524E-05        3.557482E-10
1.260000        5.935454E-05       -0.0001186998       -5.934525E-05        3.557481E-10
1.280000        5.936960E-05       -0.0001187149       -5.934525E-05        3.557481E-10
1.300000        5.938429E-05       -0.0001187296       -5.934526E-05        3.557480E-10
1.320000        5.939837E-05       -0.0001187436       -5.934527E-05        3.557480E-10
1.340000        5.941163E-05       -0.0001187569       -5.934527E-05        3.557480E-10
1.360000        5.942384E-05       -0.0001187691       -5.934528E-05        3.557479E-10
1.380000        5.943482E-05       -0.0001187801       -5.934529E-05        3.557479E-10
1.400000        5.944439E-05       -0.0001187897       -5.934529E-05        3.557478E-10
1.420000        5.945240E-05       -0.0001187977       -5.934530E-05        3.557478E-10
1.440000        5.945872E-05       -0.0001188040       -5.934531E-05        3.557478E-10
1.460000        5.946325E-05       -0.0001188086       -5.934531E-05        3.557477E-10
1.480000        5.946591E-05       -0.0001188112       -5.934532E-05        3.557477E-10
1.500000        5.946667E-05       -0.0001188120       -5.934533E-05        3.557476E-10
1.520000        5.946551E-05       -0.0001188108       -5.934533E-05        3.557476E-10
1.540000        5.946245E-05       -0.0001188078       -5.934534E-05        3.557476E-10
1.560000        5.945754E-05       -0.0001188029       -5.934535E-05        3.557475E-10
1.580000        5.945086E-05       -0.0001187962       -5.934535E-05        3.557475E-10
1.600000        5.944251E-05       -0.0001187879       -5.934536E-05        3.557474E-10
1.620000        5.943264E-05       -0.0001187780       -5.934537E-05        3.557474E-10
1.640000        5.942139E-05       -0.0001187668       -5.934537E-05        3.557474E-10
1.660000        5.940894E-05       -0.0001187543       -5.934538E-05        3.557473E-10
1.680000        5.939550E-05       -0.0001187409       -5.934539E-05        3.557473E-10
1.700000        5.938128E-05       -0.0001187267       -5.934539E-05        3.557472E-10
1.720000        5.936650E-05       -0.0001187119       -5.934540E-05        3.557472E-10
1.740000        5.935141E-05       -0.0001186968       -5.934541E-05        3.557472E-10
1.760000        5.933623E-05       -0.0001186816       -5.934541E-05        3.557471E-10
1.780000        5.932120E-05       -0.0001186666       -5.934542E-05        3.557471E-10
1.800000        5.930658E-05       -0.0001186520       -5.934543E-05        3.557471E-10
1.820000        5.929258E-05       -0.0001186380       -5.934543E-05        3.557470E-10
1.840000        5.927943E-05       -0.0001186249       -5.934544E-05        3.557470E-10
1.860000        5.926733E-05       -0.0001186128       -5.934545E-05        3.557469E-10
1.880000        5.925647E-05       -0.0001186019       -5.934545E-05        3.557469E-10
1.900000        5.924703E-05       -0.0001185925       -5.934546E-05        3.557469E-10
1.920000        5.923916E-05       -0.0001185846       -5.934547E-05        3.557468E-10
1.940000        5.923296E-05       -0.0001185784       -5.934547E-05        3.557468E-10
1.960000        5.922855E-05       -0.0001185740       -5.934548E-05        3.557467E-10
1.980000        5.922600E-05       -0.0001185715       -5.934548E-05        3.557467E-10
2.000000        5.922533E-05       -0.0001185708       -5.934549E-05        3.557467E-10
2.020000        5.922657E-05       -0.0001185721       -5.934550E-05        3.557466E-10
2.040000        5.922968E-05       -0.0001185752       -5.934550E-05        3.557466E-10
2.060000        5.923464E-05       -0.0001185801       -5.934551E-05        3.557465E-10
2.080000        5.924135E-05       -0.0001185869       -5.934552E-05        3.557465E-10
2.100000        5.924971E-05       -0.0001185952       -5.934552E-05        3.557465E-10
2.120000        5.925960E-05       -0.0001186051       -5.934553E-05        3.557464E-10
2.140000        5.927085E-05       -0.0001186164       -5.934554E-05        3.557464E-10
2.160000        5.928329E-05       -0.0001186288       -5.934554E-05        3.557463E-10
2.180000        5.929673E-05       -0.0001186423       -5.934555E-05        3.557463E-10
2.200000        5.931094E-05       -0.0001186565       -5.934556E-05        3.557463E-10
2.220000        5.932572E-05       -0.0001186713       -5.934556E-05        3.557462E-10
2.240000        5.934083E-05       -0.0001186864       -5.934557E-05        3.557462E-10
2.260000        5.935602E-05       -0.0001187016       -5.934558E-05        3.557462E-10
2.280000        5.937106E-05       -0.0001187166       -5.934558E-05        3.557461E-10
2.300000        5.938572E-05       -0.0001187313       -5.934559E-05        3.557461E-10
2.320000        5.939974E-05       -0.0001187453       -5.934560E-05        3.557460E-10
2.340000        5.941293E-05       -0.0001187585       -5.934560E-05        3.557460E-10
2.360000        5.942505E-05       -0.0001187707       -5.934561E-05        3.557460E-10
2.380000        5.943593E-05       -0.0001187815       -5.934562E-05        3.557459E-10
2.400000        5.944539E-05       -0.0001187910       -5.934562E-05        3.557459E-10
2.420000        5.945327E-05       -0.0001187989       -5.934563E-05        3.557458E-10
2.440000        5.945946E-05       -0.0001188051       -5.934563E-05        3.557458E-10
2.460000        5.946384E-05       -0.0001188095       -5.934564E-05        3.557458E-10
2.480000        5.946636E-05       -0.0001188120       -5.934565E-05        3.557457E-10
2.500000        5.946697E-05       -0.0001188126       -5.934565E-05        3.557457E-10
2.520000        5.946567E-05       -0.0001188113       -5.934566E-05        3.557456E-10
2.540000        5.946247E-05       -0.0001188081       -5.934567E-05        3.557456E-10
2.560000        5.945742E-05       -0.0001188031       -5.934567E-05        3.557456E-10
2.580000        5.945060E-05       -0.0001187963       -5.934568E-05        3.557455E-10
2.600000        5.944214E-05       -0.0001187878       -5.934569E-05        3.557455E-10
2.620000        5.943215E-05       -0.0001187778       -5.934569E-05        3.557454E-10
2.640000        5.942080E-05       -0.0001187665       -5.934570E-05        3.557454E-10
2.660000        5.940827E-05       -0.0001187540       -5.934571E-05        3.557454E-10
2.680000        5.939477E-05       -0.0001187405       -5.934571E-05        3.557453E-10
2.700000        5.938050E-05       -0.0001187262       -5.934572E-05        3.557453E-10
2.720000        5.936569E-05       -0.0001187114       -5.934573E-05        3.557452E-10
2.740000        5.935057E-05       -0.0001186963       -5.934573E-05        3.557452E-10
2.760000        5.933540E-05       -0.0001186811       -5.934574E-05        3.557452E-10
2.780000        5.932040E-05       -0.0001186661       -5.934575E-05        3.557451E-10
2.800000        5.930581E-05       -0.0001186516       -5.934575E-05        3.557451E-10
2.820000        5.929187E-05       -0.0001186376       -5.934576E-05        3.557450E-10
2.840000        5.927879E-05       -0.0001186246       -5.934577E-05        3.557450E-10
2.860000        5.926678E-05       -0.0001186126       -5.934577E-05        3.557450E-10
2.880000        5.925603E-05       -0.0001186018       -5.934578E-05        3.557449E-10
2.900000        5.924671E-05       -0.0001185925       -5.934579E-05        3.557449E-10
2.920000        5.923895E-05       -0.0001185847       -5.934579E-05        3.557448E-10
