#Time(Yr)                K_Ea                U_Ea             Etot_Ea                L_Ea
0.00000         5.92246E-05        -0.000118569        -5.93448E-05        3.557506E-10
0.05000000        5.909010E-05       -0.0001184313       -5.934118E-05        3.557506E-10
0.1000000        5.870281E-05       -0.0001180336       -5.933082E-05        3.557506E-10
0.1500000        5.810879E-05       -0.0001174242       -5.931537E-05        3.557506E-10
0.2000000        5.737557E-05       -0.0001166726       -5.929699E-05        3.557506E-10
0.2500000        5.658158E-05       -0.0001158595       -5.927792E-05        3.557506E-10
0.3000000        5.580573E-05       -0.0001150658       -5.926011E-05        3.557506E-10
0.3500000        5.511932E-05       -0.0001143643       -5.924500E-05        3.557506E-10
0.4000000        5.458077E-05       -0.0001138143       -5.923355E-05        3.557506E-10
0.4500000        5.423295E-05       -0.0001134593       -5.922634E-05        3.557506E-10
0.5000000        5.410218E-05       -0.0001133259       -5.922367E-05        3.557506E-10
0.5500000        5.419810E-05       -0.0001134237       -5.922563E-05        3.557506E-10
0.6000000        5.451365E-05       -0.0001137458       -5.923215E-05        3.557506E-10
0.6500000        5.502509E-05       -0.0001142681       -5.924297E-05        3.557506E-10
0.7000000        5.569207E-05       -0.0001149496       -5.925757E-05        3.557506E-10
0.7500000        5.645847E-05       -0.0001157335       -5.927504E-05        3.557506E-10
0.8000000        5.725471E-05       -0.0001165487       -5.929403E-05        3.557506E-10
0.8500000        5.800258E-05       -0.0001173152       -5.931266E-05        3.557506E-10
0.9000000        5.862295E-05       -0.0001179517       -5.932872E-05        3.557506E-10
0.9500000        5.904587E-05       -0.0001183859       -5.933999E-05        3.557506E-10
1.000000        5.922139E-05       -0.0001185661       -5.934475E-05        3.557506E-10
1.050000        5.912822E-05       -0.0001184704       -5.934221E-05        3.557506E-10
1.100000        5.877768E-05       -0.0001181105       -5.933281E-05        3.557506E-10
1.150000        5.821165E-05       -0.0001175297       -5.931801E-05        3.557506E-10
1.200000        5.749498E-05       -0.0001167949       -5.929993E-05        3.557506E-10
1.250000        5.670513E-05       -0.0001159860       -5.928083E-05        3.557506E-10
1.300000        5.592155E-05       -0.0001151843       -5.926272E-05        3.557506E-10
1.350000        5.521712E-05       -0.0001144642       -5.924711E-05        3.557506E-10
1.400000        5.465249E-05       -0.0001138875       -5.923505E-05        3.557506E-10
1.450000        5.427303E-05       -0.0001135002       -5.922717E-05        3.557506E-10
1.500000        5.410764E-05       -0.0001133314       -5.922378E-05        3.557506E-10
1.550000        5.416853E-05       -0.0001133936       -5.922502E-05        3.557506E-10
1.600000        5.445124E-05       -0.0001136821       -5.923085E-05        3.557506E-10
1.650000        5.493461E-05       -0.0001141756       -5.924103E-05        3.557506E-10
1.700000        5.558083E-05       -0.0001148359       -5.925509E-05        3.557506E-10
1.750000        5.633610E-05       -0.0001156083       -5.927220E-05        3.557506E-10
1.800000        5.713269E-05       -0.0001164238       -5.929106E-05        3.557506E-10
1.850000        5.789330E-05       -0.0001172032       -5.930989E-05        3.557506E-10
1.900000        5.853832E-05       -0.0001178648       -5.932649E-05        3.557506E-10
1.950000        5.899567E-05       -0.0001183343       -5.933864E-05        3.557506E-10
2.000000        5.921165E-05       -0.0001185561       -5.934448E-05        3.557506E-10
2.050000        5.916012E-05       -0.0001185032       -5.934308E-05        3.557506E-10
2.100000        5.884736E-05       -0.0001181820       -5.933466E-05        3.557506E-10
2.150000        5.831088E-05       -0.0001176314       -5.932057E-05        3.557506E-10
2.200000        5.761263E-05       -0.0001169155       -5.930285E-05        3.557506E-10
