#Time(Yr)                K_Ea                U_Ea             Etot_Ea                L_Ea
0.00000         5.92246E-05        -0.000118569        -5.93448E-05        3.557506E-10
0.02000000        5.922191E-05       -0.0001185667       -5.934482E-05        3.557506E-10
0.04000000        5.921375E-05       -0.0001185585       -5.934479E-05        3.557506E-10
0.06000000        5.920029E-05       -0.0001185450       -5.934474E-05        3.557506E-10
0.08000000        5.918176E-05       -0.0001185264       -5.934466E-05        3.557506E-10
0.1000000        5.915845E-05       -0.0001185030       -5.934457E-05        3.557506E-10
0.1200000        5.913075E-05       -0.0001184752       -5.934446E-05        3.557506E-10
0.1400000        5.909911E-05       -0.0001184434       -5.934433E-05        3.557506E-10
0.1600000        5.906403E-05       -0.0001184082       -5.934419E-05        3.557506E-10
0.1800000        5.902608E-05       -0.0001183701       -5.934404E-05        3.557506E-10
0.2000000        5.898586E-05       -0.0001183297       -5.934389E-05        3.557506E-10
0.2200000        5.894403E-05       -0.0001182878       -5.934372E-05        3.557506E-10
0.2400000        5.890125E-05       -0.0001182448       -5.934355E-05        3.557506E-10
0.2600000        5.885818E-05       -0.0001182016       -5.934338E-05        3.557506E-10
0.2800000        5.881553E-05       -0.0001181587       -5.934322E-05        3.557506E-10
0.3000000        5.877394E-05       -0.0001181170       -5.934305E-05        3.557506E-10
0.3200000        5.873408E-05       -0.0001180770       -5.934290E-05        3.557506E-10
0.3400000        5.869656E-05       -0.0001180393       -5.934275E-05        3.557506E-10
0.3600000        5.866197E-05       -0.0001180046       -5.934262E-05        3.557506E-10
0.3800000        5.863084E-05       -0.0001179733       -5.934250E-05        3.557506E-10
0.4000000        5.860364E-05       -0.0001179460       -5.934239E-05        3.557506E-10
0.4200000        5.858081E-05       -0.0001179231       -5.934230E-05        3.557506E-10
0.4400000        5.856269E-05       -0.0001179049       -5.934223E-05        3.557506E-10
0.4600000        5.854955E-05       -0.0001178917       -5.934218E-05        3.557506E-10
0.4800000        5.854159E-05       -0.0001178837       -5.934215E-05        3.557506E-10
0.5000000        5.853894E-05       -0.0001178811       -5.934214E-05        3.557506E-10
0.5200000        5.854164E-05       -0.0001178838       -5.934215E-05        3.557506E-10
0.5400000        5.854964E-05       -0.0001178918       -5.934218E-05        3.557506E-10
0.5600000        5.856283E-05       -0.0001179051       -5.934223E-05        3.557506E-10
0.5800000        5.858100E-05       -0.0001179233       -5.934230E-05        3.557506E-10
0.6000000        5.860387E-05       -0.0001179463       -5.934239E-05        3.557506E-10
0.6200000        5.863110E-05       -0.0001179736       -5.934250E-05        3.557506E-10
0.6400000        5.866227E-05       -0.0001180049       -5.934262E-05        3.557506E-10
0.6600000        5.869689E-05       -0.0001180396       -5.934275E-05        3.557506E-10
0.6800000        5.873443E-05       -0.0001180773       -5.934290E-05        3.557506E-10
0.7000000        5.877431E-05       -0.0001181174       -5.934305E-05        3.557506E-10
0.7200000        5.881591E-05       -0.0001181591       -5.934322E-05        3.557506E-10
0.7400000        5.885858E-05       -0.0001182020       -5.934338E-05        3.557506E-10
0.7600000        5.890164E-05       -0.0001182452       -5.934355E-05        3.557506E-10
0.7800000        5.894442E-05       -0.0001182881       -5.934372E-05        3.557506E-10
0.8000000        5.898624E-05       -0.0001183301       -5.934389E-05        3.557506E-10
0.8200000        5.902644E-05       -0.0001183705       -5.934405E-05        3.557506E-10
0.8400000        5.906436E-05       -0.0001184086       -5.934420E-05        3.557506E-10
0.8600000        5.909941E-05       -0.0001184437       -5.934433E-05        3.557506E-10
0.8800000        5.913103E-05       -0.0001184755       -5.934446E-05        3.557506E-10
0.9000000        5.915869E-05       -0.0001185033       -5.934457E-05        3.557506E-10
0.9200000        5.918195E-05       -0.0001185266       -5.934466E-05        3.557506E-10
0.9400000        5.920044E-05       -0.0001185452       -5.934474E-05        3.557506E-10
0.9600000        5.921385E-05       -0.0001185586       -5.934479E-05        3.557506E-10
0.9800000        5.922196E-05       -0.0001185668       -5.934482E-05        3.557506E-10
1.000000        5.922465E-05       -0.0001185695       -5.934483E-05        3.557506E-10
1.020000        5.922186E-05       -0.0001185667       -5.934482E-05        3.557506E-10
1.040000        5.921365E-05       -0.0001185584       -5.934479E-05        3.557506E-10
1.060000        5.920014E-05       -0.0001185449       -5.934474E-05        3.557506E-10
1.080000        5.918157E-05       -0.0001185262       -5.934466E-05        3.557506E-10
1.100000        5.915822E-05       -0.0001185028       -5.934457E-05        3.557506E-10
1.120000        5.913048E-05       -0.0001184749       -5.934446E-05        3.557506E-10
1.140000        5.909880E-05       -0.0001184431       -5.934433E-05        3.557506E-10
1.160000        5.906369E-05       -0.0001184079       -5.934419E-05        3.557506E-10
1.180000        5.902572E-05       -0.0001183698       -5.934404E-05        3.557506E-10
1.200000        5.898549E-05       -0.0001183294       -5.934388E-05        3.557506E-10
1.220000        5.894364E-05       -0.0001182874       -5.934372E-05        3.557506E-10
1.240000        5.890085E-05       -0.0001182444       -5.934355E-05        3.557506E-10
1.260000        5.885779E-05       -0.0001182012       -5.934338E-05        3.557506E-10
1.280000        5.881514E-05       -0.0001181584       -5.934321E-05        3.557506E-10
1.300000        5.877357E-05       -0.0001181166       -5.934305E-05        3.557506E-10
1.320000        5.873372E-05       -0.0001180766       -5.934290E-05        3.557506E-10
1.340000        5.869623E-05       -0.0001180390       -5.934275E-05        3.557506E-10
1.360000        5.866167E-05       -0.0001180043       -5.934262E-05        3.557506E-10
1.380000        5.863057E-05       -0.0001179731       -5.934249E-05        3.557506E-10
1.400000        5.860342E-05       -0.0001179458       -5.934239E-05        3.557506E-10
1.420000        5.858062E-05       -0.0001179229       -5.934230E-05        3.557506E-10
1.440000        5.856254E-05       -0.0001179048       -5.934223E-05        3.557506E-10
1.460000        5.854945E-05       -0.0001178916       -5.934218E-05        3.557506E-10
1.480000        5.854154E-05       -0.0001178837       -5.934215E-05        3.557506E-10
1.500000        5.853894E-05       -0.0001178811       -5.934214E-05        3.557506E-10
1.520000        5.854169E-05       -0.0001178838       -5.934215E-05        3.557506E-10
1.540000        5.854974E-05       -0.0001178919       -5.934218E-05        3.557506E-10
1.560000        5.856297E-05       -0.0001179052       -5.934223E-05        3.557506E-10
1.580000        5.858119E-05       -0.0001179235       -5.934230E-05        3.557506E-10
1.600000        5.860410E-05       -0.0001179465       -5.934239E-05        3.557506E-10
1.620000        5.863137E-05       -0.0001179739       -5.934250E-05        3.557506E-10
1.640000        5.866257E-05       -0.0001180052       -5.934262E-05        3.557506E-10
1.660000        5.869722E-05       -0.0001180400       -5.934275E-05        3.557506E-10
1.680000        5.873479E-05       -0.0001180777       -5.934290E-05        3.557506E-10
1.700000        5.877469E-05       -0.0001181177       -5.934306E-05        3.557506E-10
1.720000        5.881630E-05       -0.0001181595       -5.934322E-05        3.557506E-10
1.740000        5.885897E-05       -0.0001182024       -5.934339E-05        3.557506E-10
1.760000        5.890203E-05       -0.0001182456       -5.934355E-05        3.557506E-10
1.780000        5.894481E-05       -0.0001182885       -5.934372E-05        3.557506E-10
1.800000        5.898662E-05       -0.0001183305       -5.934389E-05        3.557506E-10
1.820000        5.902679E-05       -0.0001183708       -5.934405E-05        3.557506E-10
1.840000        5.906470E-05       -0.0001184089       -5.934420E-05        3.557506E-10
1.860000        5.909972E-05       -0.0001184441       -5.934434E-05        3.557506E-10
1.880000        5.913130E-05       -0.0001184758       -5.934446E-05        3.557506E-10
1.900000        5.915892E-05       -0.0001185035       -5.934457E-05        3.557506E-10
1.920000        5.918214E-05       -0.0001185268       -5.934466E-05        3.557506E-10
1.940000        5.920058E-05       -0.0001185453       -5.934474E-05        3.557506E-10
1.960000        5.921394E-05       -0.0001185587       -5.934479E-05        3.557506E-10
1.980000        5.922201E-05       -0.0001185668       -5.934482E-05        3.557506E-10
2.000000        5.922464E-05       -0.0001185695       -5.934483E-05        3.557506E-10
2.020000        5.922181E-05       -0.0001185666       -5.934482E-05        3.557506E-10
2.040000        5.921355E-05       -0.0001185583       -5.934479E-05        3.557506E-10
2.060000        5.919999E-05       -0.0001185447       -5.934474E-05        3.557506E-10
2.080000        5.918137E-05       -0.0001185260       -5.934466E-05        3.557506E-10
2.100000        5.915798E-05       -0.0001185026       -5.934457E-05        3.557506E-10
2.120000        5.913021E-05       -0.0001184747       -5.934446E-05        3.557506E-10
2.140000        5.909849E-05       -0.0001184428       -5.934433E-05        3.557506E-10
2.160000        5.906336E-05       -0.0001184075       -5.934419E-05        3.557506E-10
2.180000        5.902536E-05       -0.0001183694       -5.934404E-05        3.557506E-10
2.200000        5.898511E-05       -0.0001183290       -5.934388E-05        3.557506E-10
2.220000        5.894325E-05       -0.0001182870       -5.934372E-05        3.557506E-10
2.240000        5.890046E-05       -0.0001182440       -5.934355E-05        3.557506E-10
2.260000        5.885740E-05       -0.0001182008       -5.934338E-05        3.557506E-10
2.280000        5.881475E-05       -0.0001181580       -5.934321E-05        3.557506E-10
2.300000        5.877319E-05       -0.0001181162       -5.934305E-05        3.557506E-10
2.320000        5.873337E-05       -0.0001180763       -5.934289E-05        3.557506E-10
2.340000        5.869590E-05       -0.0001180386       -5.934275E-05        3.557506E-10
2.360000        5.866136E-05       -0.0001180040       -5.934261E-05        3.557506E-10
2.380000        5.863030E-05       -0.0001179728       -5.934249E-05        3.557506E-10
2.400000        5.860319E-05       -0.0001179456       -5.934239E-05        3.557506E-10
2.420000        5.858044E-05       -0.0001179227       -5.934230E-05        3.557506E-10
2.440000        5.856240E-05       -0.0001179046       -5.934223E-05        3.557506E-10
2.460000        5.854935E-05       -0.0001178915       -5.934218E-05        3.557506E-10
2.480000        5.854149E-05       -0.0001178836       -5.934215E-05        3.557506E-10
2.500000        5.853894E-05       -0.0001178811       -5.934214E-05        3.557506E-10
2.520000        5.854174E-05       -0.0001178839       -5.934215E-05        3.557506E-10
2.540000        5.854984E-05       -0.0001178920       -5.934218E-05        3.557506E-10
2.560000        5.856312E-05       -0.0001179054       -5.934223E-05        3.557506E-10
2.580000        5.858138E-05       -0.0001179237       -5.934230E-05        3.557506E-10
2.600000        5.860434E-05       -0.0001179467       -5.934239E-05        3.557506E-10
2.620000        5.863164E-05       -0.0001179741       -5.934250E-05        3.557506E-10
2.640000        5.866287E-05       -0.0001180055       -5.934262E-05        3.557506E-10
2.660000        5.869755E-05       -0.0001180403       -5.934275E-05        3.557506E-10
2.680000        5.873514E-05       -0.0001180780       -5.934290E-05        3.557506E-10
2.700000        5.877506E-05       -0.0001181181       -5.934306E-05        3.557506E-10
2.720000        5.881669E-05       -0.0001181599       -5.934322E-05        3.557506E-10
2.740000        5.885937E-05       -0.0001182028       -5.934339E-05        3.557506E-10
2.760000        5.890243E-05       -0.0001182460       -5.934356E-05        3.557506E-10
2.780000        5.894520E-05       -0.0001182889       -5.934372E-05        3.557506E-10
2.800000        5.898699E-05       -0.0001183309       -5.934389E-05        3.557506E-10
2.820000        5.902715E-05       -0.0001183712       -5.934405E-05        3.557506E-10
2.840000        5.906503E-05       -0.0001184092       -5.934420E-05        3.557506E-10
2.860000        5.910003E-05       -0.0001184444       -5.934434E-05        3.557506E-10
2.880000        5.913157E-05       -0.0001184760       -5.934446E-05        3.557506E-10
2.900000        5.915915E-05       -0.0001185037       -5.934457E-05        3.557506E-10
2.920000        5.918233E-05       -0.0001185270       -5.934467E-05        3.557506E-10
2.940000        5.920073E-05       -0.0001185455       -5.934474E-05        3.557506E-10
2.960000        5.921404E-05       -0.0001185588       -5.934479E-05        3.557506E-10
2.980000        5.922206E-05       -0.0001185669       -5.934482E-05        3.557506E-10
3.000000        5.922464E-05       -0.0001185695       -5.934483E-05        3.557506E-10
3.020000        5.922176E-05       -0.0001185666       -5.934482E-05        3.557506E-10
3.040000        5.921345E-05       -0.0001185582       -5.934479E-05        3.557506E-10
3.060000        5.919985E-05       -0.0001185446       -5.934474E-05        3.557506E-10
3.080000        5.918118E-05       -0.0001185258       -5.934466E-05        3.557506E-10
3.100000        5.915775E-05       -0.0001185023       -5.934457E-05        3.557506E-10
3.120000        5.912993E-05       -0.0001184744       -5.934446E-05        3.557506E-10
3.140000        5.909819E-05       -0.0001184425       -5.934433E-05        3.557506E-10
3.160000        5.906302E-05       -0.0001184072       -5.934419E-05        3.557506E-10
3.180000        5.902500E-05       -0.0001183690       -5.934404E-05        3.557506E-10
3.200000        5.898473E-05       -0.0001183286       -5.934388E-05        3.557506E-10
3.220000        5.894287E-05       -0.0001182866       -5.934372E-05        3.557506E-10
3.240000        5.890006E-05       -0.0001182436       -5.934355E-05        3.557506E-10
3.260000        5.885700E-05       -0.0001182004       -5.934338E-05        3.557506E-10
3.280000        5.881437E-05       -0.0001181576       -5.934321E-05        3.557506E-10
3.300000        5.877282E-05       -0.0001181159       -5.934305E-05        3.557506E-10
3.320000        5.873301E-05       -0.0001180759       -5.934289E-05        3.557506E-10
3.340000        5.869557E-05       -0.0001180383       -5.934275E-05        3.557506E-10
3.360000        5.866106E-05       -0.0001180037       -5.934261E-05        3.557506E-10
3.380000        5.863003E-05       -0.0001179725       -5.934249E-05        3.557506E-10
3.400000        5.860296E-05       -0.0001179453       -5.934239E-05        3.557506E-10
3.420000        5.858025E-05       -0.0001179225       -5.934230E-05        3.557506E-10
3.440000        5.856226E-05       -0.0001179045       -5.934223E-05        3.557506E-10
3.460000        5.854926E-05       -0.0001178914       -5.934218E-05        3.557506E-10
3.480000        5.854145E-05       -0.0001178836       -5.934215E-05        3.557506E-10
3.500000        5.853894E-05       -0.0001178811       -5.934214E-05        3.557506E-10
3.520000        5.854179E-05       -0.0001178839       -5.934215E-05        3.557506E-10
3.540000        5.854994E-05       -0.0001178921       -5.934218E-05        3.557506E-10
3.560000        5.856326E-05       -0.0001179055       -5.934223E-05        3.557506E-10
3.580000        5.858157E-05       -0.0001179239       -5.934230E-05        3.557506E-10
3.600000        5.860457E-05       -0.0001179470       -5.934239E-05        3.557506E-10
3.620000        5.863191E-05       -0.0001179744       -5.934250E-05        3.557506E-10
3.640000        5.866318E-05       -0.0001180058       -5.934262E-05        3.557506E-10
3.660000        5.869789E-05       -0.0001180406       -5.934276E-05        3.557506E-10
3.680000        5.873550E-05       -0.0001180784       -5.934290E-05        3.557506E-10
3.700000        5.877544E-05       -0.0001181185       -5.934306E-05        3.557506E-10
3.720000        5.881707E-05       -0.0001181603       -5.934322E-05        3.557506E-10
3.740000        5.885976E-05       -0.0001182031       -5.934339E-05        3.557506E-10
3.760000        5.890282E-05       -0.0001182464       -5.934356E-05        3.557506E-10
3.780000        5.894559E-05       -0.0001182893       -5.934373E-05        3.557506E-10
3.800000        5.898737E-05       -0.0001183313       -5.934389E-05        3.557506E-10
3.820000        5.902751E-05       -0.0001183716       -5.934405E-05        3.557506E-10
3.840000        5.906537E-05       -0.0001184096       -5.934420E-05        3.557506E-10
3.860000        5.910033E-05       -0.0001184447       -5.934434E-05        3.557506E-10
3.880000        5.913184E-05       -0.0001184763       -5.934446E-05        3.557506E-10
3.900000        5.915939E-05       -0.0001185040       -5.934457E-05        3.557506E-10
3.920000        5.918252E-05       -0.0001185272       -5.934467E-05        3.557506E-10
3.940000        5.920087E-05       -0.0001185456       -5.934474E-05        3.557506E-10
3.960000        5.921414E-05       -0.0001185589       -5.934479E-05        3.557506E-10
3.980000        5.922211E-05       -0.0001185669       -5.934482E-05        3.557506E-10
4.000000        5.922464E-05       -0.0001185695       -5.934483E-05        3.557506E-10
4.020000        5.922171E-05       -0.0001185665       -5.934482E-05        3.557506E-10
4.040000        5.921335E-05       -0.0001185581       -5.934479E-05        3.557506E-10
4.060000        5.919970E-05       -0.0001185444       -5.934473E-05        3.557506E-10
4.080000        5.918099E-05       -0.0001185256       -5.934466E-05        3.557506E-10
4.100000        5.915751E-05       -0.0001185021       -5.934457E-05        3.557506E-10
4.120000        5.912966E-05       -0.0001184741       -5.934446E-05        3.557506E-10
4.140000        5.909788E-05       -0.0001184422       -5.934433E-05        3.557506E-10
4.160000        5.906268E-05       -0.0001184069       -5.934419E-05        3.557506E-10
4.180000        5.902464E-05       -0.0001183687       -5.934404E-05        3.557506E-10
4.200000        5.898436E-05       -0.0001183282       -5.934388E-05        3.557506E-10
4.220000        5.894248E-05       -0.0001182862       -5.934371E-05        3.557506E-10
4.240000        5.889967E-05       -0.0001182432       -5.934355E-05        3.557506E-10
4.260000        5.885661E-05       -0.0001182000       -5.934338E-05        3.557506E-10
4.280000        5.881398E-05       -0.0001181572       -5.934321E-05        3.557506E-10
4.300000        5.877245E-05       -0.0001181155       -5.934305E-05        3.557506E-10
4.320000        5.873266E-05       -0.0001180755       -5.934289E-05        3.557506E-10
4.340000        5.869524E-05       -0.0001180380       -5.934275E-05        3.557506E-10
4.360000        5.866076E-05       -0.0001180034       -5.934261E-05        3.557506E-10
4.380000        5.862977E-05       -0.0001179723       -5.934249E-05        3.557506E-10
4.400000        5.860273E-05       -0.0001179451       -5.934239E-05        3.557506E-10
4.420000        5.858006E-05       -0.0001179224       -5.934230E-05        3.557506E-10
4.440000        5.856212E-05       -0.0001179043       -5.934223E-05        3.557506E-10
4.460000        5.854916E-05       -0.0001178913       -5.934218E-05        3.557506E-10
4.480000        5.854140E-05       -0.0001178835       -5.934215E-05        3.557506E-10
4.500000        5.853895E-05       -0.0001178811       -5.934214E-05        3.557506E-10
4.520000        5.854184E-05       -0.0001178840       -5.934215E-05        3.557506E-10
4.540000        5.855003E-05       -0.0001178922       -5.934218E-05        3.557506E-10
4.560000        5.856341E-05       -0.0001179056       -5.934223E-05        3.557506E-10
4.580000        5.858176E-05       -0.0001179241       -5.934231E-05        3.557506E-10
4.600000        5.860480E-05       -0.0001179472       -5.934239E-05        3.557506E-10
4.620000        5.863218E-05       -0.0001179747       -5.934250E-05        3.557506E-10
4.640000        5.866348E-05       -0.0001180061       -5.934262E-05        3.557506E-10
4.660000        5.869822E-05       -0.0001180410       -5.934276E-05        3.557506E-10
4.680000        5.873586E-05       -0.0001180788       -5.934290E-05        3.557506E-10
4.700000        5.877581E-05       -0.0001181189       -5.934306E-05        3.557506E-10
4.720000        5.881746E-05       -0.0001181607       -5.934322E-05        3.557506E-10
4.740000        5.886015E-05       -0.0001182035       -5.934339E-05        3.557506E-10
4.760000        5.890322E-05       -0.0001182468       -5.934356E-05        3.557506E-10
4.780000        5.894597E-05       -0.0001182897       -5.934373E-05        3.557506E-10
4.800000        5.898775E-05       -0.0001183316       -5.934389E-05        3.557506E-10
4.820000        5.902787E-05       -0.0001183719       -5.934405E-05        3.557506E-10
4.840000        5.906570E-05       -0.0001184099       -5.934420E-05        3.557506E-10
4.860000        5.910064E-05       -0.0001184450       -5.934434E-05        3.557506E-10
4.880000        5.913211E-05       -0.0001184766       -5.934447E-05        3.557506E-10
4.900000        5.915962E-05       -0.0001185042       -5.934457E-05        3.557506E-10
4.920000        5.918271E-05       -0.0001185274       -5.934467E-05        3.557506E-10
4.940000        5.920102E-05       -0.0001185458       -5.934474E-05        3.557506E-10
4.960000        5.921424E-05       -0.0001185590       -5.934479E-05        3.557506E-10
4.980000        5.922215E-05       -0.0001185670       -5.934482E-05        3.557506E-10
5.000000        5.922464E-05       -0.0001185695       -5.934483E-05        3.557506E-10
5.020000        5.922165E-05       -0.0001185665       -5.934482E-05        3.557506E-10
5.040000        5.921324E-05       -0.0001185580       -5.934479E-05        3.557506E-10
5.060000        5.919955E-05       -0.0001185443       -5.934473E-05        3.557506E-10
5.080000        5.918079E-05       -0.0001185255       -5.934466E-05        3.557506E-10
5.100000        5.915728E-05       -0.0001185018       -5.934457E-05        3.557506E-10
5.120000        5.912939E-05       -0.0001184738       -5.934445E-05        3.557506E-10
5.140000        5.909757E-05       -0.0001184419       -5.934433E-05        3.557506E-10
5.160000        5.906235E-05       -0.0001184065       -5.934419E-05        3.557506E-10
5.180000        5.902428E-05       -0.0001183683       -5.934404E-05        3.557506E-10
5.200000        5.898398E-05       -0.0001183279       -5.934388E-05        3.557506E-10
5.220000        5.894209E-05       -0.0001182858       -5.934371E-05        3.557506E-10
5.240000        5.889928E-05       -0.0001182428       -5.934354E-05        3.557506E-10
5.260000        5.885622E-05       -0.0001181996       -5.934337E-05        3.557506E-10
5.280000        5.881359E-05       -0.0001181568       -5.934321E-05        3.557506E-10
5.300000        5.877207E-05       -0.0001181151       -5.934305E-05        3.557506E-10
5.320000        5.873230E-05       -0.0001180752       -5.934289E-05        3.557506E-10
5.340000        5.869491E-05       -0.0001180377       -5.934274E-05        3.557506E-10
5.360000        5.866046E-05       -0.0001180031       -5.934261E-05        3.557506E-10
5.380000        5.862950E-05       -0.0001179720       -5.934249E-05        3.557506E-10
5.400000        5.860250E-05       -0.0001179449       -5.934239E-05        3.557506E-10
5.420000        5.857988E-05       -0.0001179222       -5.934230E-05        3.557506E-10
5.440000        5.856197E-05       -0.0001179042       -5.934223E-05        3.557506E-10
5.460000        5.854907E-05       -0.0001178912       -5.934218E-05        3.557506E-10
