#Time(Yr)                K_Ea                U_Ea             Etot_Ea                L_Ea
0.00000         5.92246E-05        -0.000118569        -5.93448E-05        3.557506E-10
0.005000000        5.922470E-05       -0.0001185695       -5.934483E-05        3.557506E-10
0.01000000        5.922488E-05       -0.0001185697       -5.934483E-05        3.557506E-10
0.01500000        5.922518E-05       -0.0001185700       -5.934483E-05        3.557506E-10
0.02000000        5.922559E-05       -0.0001185704       -5.934483E-05        3.557506E-10
0.02500000        5.922613E-05       -0.0001185710       -5.934483E-05        3.557506E-10
0.03000000        5.922677E-05       -0.0001185716       -5.934483E-05        3.557506E-10
0.03500000        5.922754E-05       -0.0001185724       -5.934483E-05        3.557506E-10
0.04000000        5.922842E-05       -0.0001185733       -5.934483E-05        3.557506E-10
0.04500000        5.922942E-05       -0.0001185743       -5.934483E-05        3.557506E-10
0.05000000        5.923053E-05       -0.0001185754       -5.934483E-05        3.557506E-10
0.05500000        5.923175E-05       -0.0001185766       -5.934483E-05        3.557506E-10
0.06000000        5.923309E-05       -0.0001185779       -5.934483E-05        3.557506E-10
0.06500000        5.923453E-05       -0.0001185794       -5.934483E-05        3.557506E-10
0.07000000        5.923609E-05       -0.0001185809       -5.934483E-05        3.557506E-10
0.07500000        5.923775E-05       -0.0001185826       -5.934483E-05        3.557506E-10
0.08000000        5.923951E-05       -0.0001185843       -5.934483E-05        3.557506E-10
0.08500000        5.924139E-05       -0.0001185862       -5.934483E-05        3.557506E-10
0.09000000        5.924336E-05       -0.0001185882       -5.934483E-05        3.557506E-10
0.09500000        5.924543E-05       -0.0001185903       -5.934483E-05        3.557506E-10
0.1000000        5.924761E-05       -0.0001185924       -5.934483E-05        3.557506E-10
0.1050000        5.924987E-05       -0.0001185947       -5.934483E-05        3.557506E-10
0.1100000        5.925224E-05       -0.0001185971       -5.934483E-05        3.557506E-10
0.1150000        5.925469E-05       -0.0001185995       -5.934483E-05        3.557506E-10
0.1200000        5.925723E-05       -0.0001186021       -5.934483E-05        3.557506E-10
0.1250000        5.925986E-05       -0.0001186047       -5.934483E-05        3.557506E-10
0.1300000        5.926258E-05       -0.0001186074       -5.934483E-05        3.557506E-10
0.1350000        5.926537E-05       -0.0001186102       -5.934483E-05        3.557506E-10
0.1400000        5.926825E-05       -0.0001186131       -5.934483E-05        3.557506E-10
0.1450000        5.927120E-05       -0.0001186160       -5.934483E-05        3.557506E-10
0.1500000        5.927422E-05       -0.0001186191       -5.934483E-05        3.557506E-10
0.1550000        5.927731E-05       -0.0001186221       -5.934483E-05        3.557506E-10
0.1600000        5.928047E-05       -0.0001186253       -5.934483E-05        3.557506E-10
0.1650000        5.928370E-05       -0.0001186285       -5.934483E-05        3.557506E-10
0.1700000        5.928698E-05       -0.0001186318       -5.934483E-05        3.557506E-10
0.1750000        5.929032E-05       -0.0001186352       -5.934483E-05        3.557506E-10
0.1800000        5.929372E-05       -0.0001186386       -5.934483E-05        3.557506E-10
0.1850000        5.929717E-05       -0.0001186420       -5.934483E-05        3.557506E-10
0.1900000        5.930066E-05       -0.0001186455       -5.934483E-05        3.557506E-10
0.1950000        5.930420E-05       -0.0001186490       -5.934483E-05        3.557506E-10
0.2000000        5.930778E-05       -0.0001186526       -5.934483E-05        3.557506E-10
0.2050000        5.931139E-05       -0.0001186562       -5.934483E-05        3.557506E-10
0.2100000        5.931504E-05       -0.0001186599       -5.934483E-05        3.557506E-10
0.2150000        5.931872E-05       -0.0001186636       -5.934483E-05        3.557506E-10
0.2200000        5.932243E-05       -0.0001186673       -5.934483E-05        3.557506E-10
0.2250000        5.932615E-05       -0.0001186710       -5.934483E-05        3.557506E-10
0.2300000        5.932990E-05       -0.0001186747       -5.934483E-05        3.557506E-10
0.2350000        5.933366E-05       -0.0001186785       -5.934483E-05        3.557506E-10
0.2400000        5.933744E-05       -0.0001186823       -5.934483E-05        3.557506E-10
0.2450000        5.934122E-05       -0.0001186861       -5.934483E-05        3.557506E-10
0.2500000        5.934500E-05       -0.0001186898       -5.934483E-05        3.557506E-10
0.2550000        5.934879E-05       -0.0001186936       -5.934483E-05        3.557506E-10
0.2600000        5.935257E-05       -0.0001186974       -5.934483E-05        3.557506E-10
0.2650000        5.935634E-05       -0.0001187012       -5.934483E-05        3.557506E-10
0.2700000        5.936011E-05       -0.0001187049       -5.934483E-05        3.557506E-10
0.2750000        5.936385E-05       -0.0001187087       -5.934483E-05        3.557506E-10
0.2800000        5.936758E-05       -0.0001187124       -5.934483E-05        3.557506E-10
0.2850000        5.937129E-05       -0.0001187161       -5.934483E-05        3.557506E-10
0.2900000        5.937497E-05       -0.0001187198       -5.934483E-05        3.557506E-10
0.2950000        5.937862E-05       -0.0001187235       -5.934483E-05        3.557506E-10
0.3000000        5.938224E-05       -0.0001187271       -5.934483E-05        3.557506E-10
0.3050000        5.938583E-05       -0.0001187307       -5.934483E-05        3.557506E-10
0.3100000        5.938937E-05       -0.0001187342       -5.934483E-05        3.557506E-10
0.3150000        5.939287E-05       -0.0001187377       -5.934483E-05        3.557506E-10
0.3200000        5.939632E-05       -0.0001187412       -5.934483E-05        3.557506E-10
0.3250000        5.939972E-05       -0.0001187446       -5.934483E-05        3.557506E-10
0.3300000        5.940306E-05       -0.0001187479       -5.934483E-05        3.557506E-10
