#Time(Yr)                K_Ea                U_Ea             Etot_Ea                L_Ea
0.00000         5.92246E-05        -0.000118569        -5.93448E-05        3.557506E-10
0.005000000        5.922469E-05       -0.0001185695       -5.934483E-05        3.557506E-10
0.01000000        5.922482E-05       -0.0001185697       -5.934483E-05        3.557506E-10
0.01500000        5.922505E-05       -0.0001185699       -5.934483E-05        3.557506E-10
0.02000000        5.922536E-05       -0.0001185702       -5.934483E-05        3.557506E-10
0.02500000        5.922576E-05       -0.0001185706       -5.934483E-05        3.557506E-10
0.03000000        5.922626E-05       -0.0001185711       -5.934483E-05        3.557506E-10
0.03500000        5.922683E-05       -0.0001185717       -5.934483E-05        3.557506E-10
0.04000000        5.922750E-05       -0.0001185723       -5.934483E-05        3.557506E-10
0.04500000        5.922826E-05       -0.0001185731       -5.934484E-05        3.557506E-10
0.05000000        5.922910E-05       -0.0001185739       -5.934484E-05        3.557506E-10
0.05500000        5.923002E-05       -0.0001185749       -5.934484E-05        3.557506E-10
0.06000000        5.923103E-05       -0.0001185759       -5.934484E-05        3.557506E-10
0.06500000        5.923212E-05       -0.0001185770       -5.934484E-05        3.557506E-10
0.07000000        5.923330E-05       -0.0001185781       -5.934484E-05        3.557506E-10
0.07500000        5.923456E-05       -0.0001185794       -5.934484E-05        3.557506E-10
0.08000000        5.923589E-05       -0.0001185807       -5.934484E-05        3.557506E-10
0.08500000        5.923731E-05       -0.0001185821       -5.934484E-05        3.557506E-10
0.09000000        5.923880E-05       -0.0001185836       -5.934484E-05        3.557506E-10
0.09500000        5.924037E-05       -0.0001185852       -5.934484E-05        3.557506E-10
0.1000000        5.924201E-05       -0.0001185869       -5.934484E-05        3.557506E-10
0.1050000        5.924373E-05       -0.0001185886       -5.934484E-05        3.557506E-10
0.1100000        5.924551E-05       -0.0001185904       -5.934484E-05        3.557506E-10
0.1150000        5.924737E-05       -0.0001185922       -5.934484E-05        3.557506E-10
0.1200000        5.924929E-05       -0.0001185941       -5.934484E-05        3.557506E-10
0.1250000        5.925128E-05       -0.0001185961       -5.934484E-05        3.557506E-10
0.1300000        5.925333E-05       -0.0001185982       -5.934484E-05        3.557506E-10
0.1350000        5.925545E-05       -0.0001186003       -5.934484E-05        3.557506E-10
0.1400000        5.925762E-05       -0.0001186025       -5.934484E-05        3.557506E-10
0.1450000        5.925985E-05       -0.0001186047       -5.934484E-05        3.557506E-10
0.1500000        5.926214E-05       -0.0001186070       -5.934484E-05        3.557506E-10
0.1550000        5.926448E-05       -0.0001186093       -5.934484E-05        3.557506E-10
0.1600000        5.926687E-05       -0.0001186117       -5.934484E-05        3.557506E-10
