#Time(Yr)                X_Ea                Y_Ea                Z_Ea             R_earth
0.00000             1.00000             0.00000             0.00000             1.00000
0.100000            0.808852            0.586295             0.00000            0.998991
0.200000            0.308538            0.947561             0.00000            0.996527
0.300000           -0.309819            0.943255             0.00000            0.992833
0.400000           -0.806440            0.571806             0.00000            0.988588
0.500000           -0.984377          -0.0242092             0.00000            0.984675
0.600000           -0.769750           -0.609493             0.00000            0.981833
0.700000           -0.246157           -0.948950             0.00000            0.980357
0.800000            0.376118           -0.904924             0.00000            0.979976
0.900000            0.845664           -0.495171             0.00000            0.979970
1.00000            0.972775            0.114314             0.00000            0.979469
1.10000            0.705818            0.676694             0.00000            0.977801
1.20000            0.152127            0.962812             0.00000            0.974756
1.30000           -0.462899            0.853175             0.00000            0.970661
1.40000           -0.884298            0.389428             0.00000            0.966250
1.50000           -0.932702           -0.237105             0.00000            0.962367
1.60000           -0.584061           -0.761401             0.00000            0.959613
1.70000           0.0145786           -0.957969             0.00000            0.958080
1.80000            0.605960           -0.741121             0.00000            0.957313
1.90000            0.934463           -0.204204             0.00000            0.956515
2.00000            0.857410            0.420329             0.00000            0.954897
2.10000            0.407092            0.860580             0.00000            0.952009
2.20000           -0.220984            0.921810             0.00000            0.947928
2.30000           -0.749154            0.573087             0.00000            0.943218
2.40000           -0.938107          -0.0330128             0.00000            0.938688
2.50000           -0.697818           -0.622355             0.00000            0.935027
2.60000           -0.135633           -0.922566             0.00000            0.932483
2.70000            0.488438           -0.792288             0.00000            0.930748
2.80000            0.882310           -0.291136             0.00000            0.929102
2.90000            0.859772            0.345945             0.00000            0.926761
3.00000            0.429502            0.817247             0.00000            0.923236
3.10000           -0.205335            0.895309             0.00000            0.918554
3.20000           -0.738113            0.537761             0.00000            0.913235
3.30000           -0.904133          -0.0842238             0.00000            0.908047
3.40000           -0.615476           -0.661600             0.00000            0.903617
3.50000          -0.0144160           -0.899997             0.00000            0.900113
3.60000            0.592015           -0.674087             0.00000            0.897148
3.70000            0.888549          -0.0984718             0.00000            0.893989
3.80000            0.717319            0.526717             0.00000            0.889931
3.90000            0.165249            0.869087             0.00000            0.884658
4.00000           -0.473527            0.739827             0.00000            0.878392
4.10000           -0.847745            0.203214             0.00000            0.871761
4.20000           -0.742355           -0.444861             0.00000            0.865444
4.30000           -0.210818           -0.833515             0.00000            0.859763
4.40000            0.441128           -0.731811             0.00000            0.854483
4.50000            0.826318           -0.194636             0.00000            0.848932
4.60000            0.707555            0.457144             0.00000            0.842386
4.70000            0.151044            0.820693             0.00000            0.834477
4.80000           -0.496811            0.659102             0.00000            0.825370
4.90000           -0.812842           0.0670983             0.00000            0.815606
5.00000           -0.575274           -0.564054             0.00000            0.805665
5.10000           0.0621884           -0.793105             0.00000            0.795539
5.20000            0.646402           -0.444716             0.00000            0.784607
5.30000            0.735978            0.232825             0.00000            0.771927
5.40000            0.246299            0.715503             0.00000            0.756709
5.50000           -0.436100            0.596060             0.00000            0.738560
5.60000           -0.715815          -0.0442193             0.00000            0.717180
5.70000           -0.307887           -0.619179             0.00000            0.691503
5.80000            0.397323           -0.525264             0.00000            0.658611
5.90000            0.589340            0.166481             0.00000            0.612403
6.00000          -0.0269899            0.539303             0.00000            0.539978
6.10000           -0.410878          -0.0330065             0.00000            0.412201
6.20000            0.214549           -0.409652             0.00000            0.462435
6.30000           -0.631936           -0.514775             0.00000            0.815068
6.40000            -2.22186            -1.37765             0.00000             2.61430
6.50000            -3.74886            -2.20014             0.00000             4.34679
6.60000            -5.25636            -3.01110             0.00000             6.05772
6.70000            -6.75413            -3.81648             0.00000             7.75782
6.80000            -8.24606            -4.61855             0.00000             9.45138
6.90000            -9.73407            -5.41842             0.00000             11.1405
7.00000            -11.2193            -6.21673             0.00000             12.8265
7.10000            -12.7024            -7.01387             0.00000             14.5101
7.20000            -14.1838            -7.81009             0.00000             16.1919
7.30000            -15.6639            -8.60559             0.00000             17.8721
7.40000            -17.1429            -9.40048             0.00000             19.5512
7.50000            -18.6210            -10.1949             0.00000             21.2292
7.60000            -20.0983            -10.9889             0.00000             22.9063
7.70000            -21.5750            -11.7825             0.00000             24.5827
7.80000            -23.0511            -12.5758             0.00000             26.2584
7.90000            -24.5267            -13.3688             0.00000             27.9336
8.00000            -26.0019            -14.1616             0.00000             29.6082
8.10000            -27.4766            -14.9541             0.00000             31.2824
8.20000            -28.9510            -15.7465             0.00000             32.9562
8.30000            -30.4251            -16.5387             0.00000             34.6297
8.40000            -31.8989            -17.3308             0.00000             36.3028
8.50000            -33.3724            -18.1227             0.00000             37.9756
8.60000            -34.8457            -18.9144             0.00000             39.6482
8.70000            -36.3188            -19.7061             0.00000             41.3205
8.80000            -37.7916            -20.4976             0.00000             42.9925
8.90000            -39.2643            -21.2890             0.00000             44.6644
9.00000            -40.7368            -22.0804             0.00000             46.3361
9.10000            -42.2091            -22.8716             0.00000             48.0075
9.20000            -43.6813            -23.6628             0.00000             49.6788
9.30000            -45.1534            -24.4539             0.00000             51.3500
9.40000            -46.6253            -25.2449             0.00000             53.0210
9.50000            -48.0971            -26.0359             0.00000             54.6918
9.60000            -49.5688            -26.8268             0.00000             56.3626
9.70000            -51.0403            -27.6176             0.00000             58.0332
9.80000            -52.5118            -28.4084             0.00000             59.7036
9.90000            -53.9832            -29.1991             0.00000             61.3740
10.0000            -55.4544            -29.9898             0.00000             63.0443
