#Time(Yr)                K_Ea                U_Ea             Etot_Ea                L_Ea
0.00000         5.92246E-05        -0.000118569        -5.93448E-05        3.557506E-10
0.05000000        5.923056E-05       -0.0001185770       -5.934645E-05        3.557409E-10
0.1000000        5.924951E-05       -0.0001185976       -5.934806E-05        3.557312E-10
0.1500000        5.927983E-05       -0.0001186295       -5.934967E-05        3.557215E-10
0.2000000        5.931873E-05       -0.0001186700       -5.935128E-05        3.557118E-10
0.2500000        5.936256E-05       -0.0001187155       -5.935291E-05        3.557020E-10
0.3000000        5.940721E-05       -0.0001187617       -5.935454E-05        3.556922E-10
0.3500000        5.944844E-05       -0.0001188046       -5.935617E-05        3.556824E-10
0.4000000        5.948235E-05       -0.0001188402       -5.935782E-05        3.556725E-10
0.4500000        5.950574E-05       -0.0001188652       -5.935947E-05        3.556627E-10
0.5000000        5.951645E-05       -0.0001188776       -5.936112E-05        3.556527E-10
0.5500000        5.951359E-05       -0.0001188764       -5.936278E-05        3.556428E-10
0.6000000        5.949759E-05       -0.0001188620       -5.936444E-05        3.556329E-10
0.6500000        5.947022E-05       -0.0001188363       -5.936610E-05        3.556230E-10
0.7000000        5.943436E-05       -0.0001188021       -5.936776E-05        3.556131E-10
0.7500000        5.939371E-05       -0.0001187631       -5.936941E-05        3.556032E-10
0.8000000        5.935245E-05       -0.0001187235       -5.937106E-05        3.555934E-10
0.8500000        5.931477E-05       -0.0001186875       -5.937270E-05        3.555836E-10
0.9000000        5.928453E-05       -0.0001186589       -5.937433E-05        3.555739E-10
0.9500000        5.926482E-05       -0.0001186408       -5.937596E-05        3.555641E-10
1.000000        5.925773E-05       -0.0001186353       -5.937758E-05        3.555544E-10
1.050000        5.926409E-05       -0.0001186433       -5.937920E-05        3.555447E-10
1.100000        5.928344E-05       -0.0001186643       -5.938082E-05        3.555349E-10
1.150000        5.931408E-05       -0.0001186965       -5.938244E-05        3.555252E-10
1.200000        5.935316E-05       -0.0001187372       -5.938407E-05        3.555154E-10
1.250000        5.939704E-05       -0.0001187827       -5.938570E-05        3.555056E-10
1.300000        5.944158E-05       -0.0001188289       -5.938734E-05        3.554958E-10
1.350000        5.948254E-05       -0.0001188715       -5.938898E-05        3.554859E-10
1.400000        5.951605E-05       -0.0001189067       -5.939064E-05        3.554760E-10
1.450000        5.953894E-05       -0.0001189312       -5.939230E-05        3.554660E-10
1.500000        5.954910E-05       -0.0001189431       -5.939396E-05        3.554561E-10
1.550000        5.954569E-05       -0.0001189413       -5.939563E-05        3.554461E-10
1.600000        5.952921E-05       -0.0001189265       -5.939730E-05        3.554362E-10
1.650000        5.950147E-05       -0.0001189004       -5.939897E-05        3.554262E-10
1.700000        5.946538E-05       -0.0001188660       -5.940064E-05        3.554163E-10
1.750000        5.942470E-05       -0.0001188270       -5.940230E-05        3.554064E-10
1.800000        5.938358E-05       -0.0001187875       -5.940396E-05        3.553965E-10
1.850000        5.934625E-05       -0.0001187519       -5.940560E-05        3.553867E-10
1.900000        5.931650E-05       -0.0001187237       -5.940725E-05        3.553769E-10
1.950000        5.929741E-05       -0.0001187063       -5.940888E-05        3.553671E-10
2.000000        5.929098E-05       -0.0001187015       -5.941051E-05        3.553573E-10
2.050000        5.929801E-05       -0.0001187102       -5.941214E-05        3.553475E-10
2.100000        5.931797E-05       -0.0001187317       -5.941377E-05        3.553378E-10
2.150000        5.934907E-05       -0.0001187645       -5.941540E-05        3.553280E-10
2.200000        5.938845E-05       -0.0001188055       -5.941704E-05        3.553182E-10
2.250000        5.943241E-05       -0.0001188511       -5.941868E-05        3.553083E-10
2.300000        5.947680E-05       -0.0001188971       -5.942033E-05        3.552984E-10
2.350000        5.951739E-05       -0.0001189394       -5.942198E-05        3.552885E-10
2.400000        5.955034E-05       -0.0001189740       -5.942364E-05        3.552785E-10
2.450000        5.957254E-05       -0.0001189979       -5.942531E-05        3.552686E-10
2.500000        5.958193E-05       -0.0001190089       -5.942699E-05        3.552586E-10
2.550000        5.957775E-05       -0.0001190064       -5.942867E-05        3.552485E-10
2.600000        5.956059E-05       -0.0001189909       -5.943035E-05        3.552385E-10
2.650000        5.953231E-05       -0.0001189643       -5.943203E-05        3.552285E-10
2.700000        5.949591E-05       -0.0001189296       -5.943370E-05        3.552186E-10
2.750000        5.945515E-05       -0.0001188905       -5.943537E-05        3.552086E-10
2.800000        5.941424E-05       -0.0001188513       -5.943704E-05        3.551987E-10
2.850000        5.937734E-05       -0.0001188160       -5.943869E-05        3.551888E-10
2.900000        5.934826E-05       -0.0001187886       -5.944034E-05        3.551790E-10
2.950000        5.932998E-05       -0.0001187720       -5.944199E-05        3.551692E-10
3.000000        5.932445E-05       -0.0001187681       -5.944363E-05        3.551593E-10
3.050000        5.933236E-05       -0.0001187776       -5.944527E-05        3.551495E-10
3.100000        5.935312E-05       -0.0001188000       -5.944691E-05        3.551397E-10
3.150000        5.938485E-05       -0.0001188334       -5.944855E-05        3.551299E-10
3.200000        5.942461E-05       -0.0001188748       -5.945019E-05        3.551200E-10
3.250000        5.946868E-05       -0.0001189205       -5.945184E-05        3.551101E-10
3.300000        5.951287E-05       -0.0001189664       -5.945350E-05        3.551002E-10
3.350000        5.955299E-05       -0.0001190082       -5.945516E-05        3.550902E-10
3.400000        5.958521E-05       -0.0001190420       -5.945684E-05        3.550802E-10
3.450000        5.960650E-05       -0.0001190650       -5.945852E-05        3.550702E-10
3.500000        5.961490E-05       -0.0001190751       -5.946020E-05        3.550601E-10
3.550000        5.960973E-05       -0.0001190716       -5.946189E-05        3.550501E-10
3.600000        5.959169E-05       -0.0001190553       -5.946358E-05        3.550400E-10
3.650000        5.956274E-05       -0.0001190280       -5.946527E-05        3.550300E-10
3.700000        5.952593E-05       -0.0001189929       -5.946695E-05        3.550200E-10
3.750000        5.948509E-05       -0.0001189537       -5.946863E-05        3.550100E-10
3.800000        5.944442E-05       -0.0001189147       -5.947030E-05        3.550000E-10
3.850000        5.940809E-05       -0.0001188801       -5.947197E-05        3.549901E-10
3.900000        5.937984E-05       -0.0001188535       -5.947363E-05        3.549802E-10
3.950000        5.936258E-05       -0.0001188379       -5.947528E-05        3.549704E-10
4.000000        5.935817E-05       -0.0001188351       -5.947693E-05        3.549605E-10
4.050000        5.936719E-05       -0.0001188458       -5.947858E-05        3.549506E-10
4.100000        5.938893E-05       -0.0001188692       -5.948023E-05        3.549408E-10
4.150000        5.942142E-05       -0.0001189033       -5.948188E-05        3.549309E-10
4.200000        5.946166E-05       -0.0001189452       -5.948353E-05        3.549210E-10
4.250000        5.950584E-05       -0.0001189910       -5.948519E-05        3.549110E-10
4.300000        5.954978E-05       -0.0001190366       -5.948686E-05        3.549010E-10
4.350000        5.958929E-05       -0.0001190778       -5.948853E-05        3.548910E-10
4.400000        5.962061E-05       -0.0001191108       -5.949022E-05        3.548810E-10
