#Time(Yr)                X_Ea                Y_Ea                Z_Ea             R_earth
0.00000             1.00000             0.00000             0.00000             1.00000
0.0100000            0.998027           0.0627587             0.00000            0.999998
0.0200000            0.992115            0.125270             0.00000            0.999992
0.0300000            0.982287            0.187286             0.00000            0.999982
0.0400000            0.968583            0.248564             0.00000            0.999968
0.0500000            0.951055            0.308860             0.00000            0.999950
0.0600000            0.929774            0.367937             0.00000            0.999929
0.0700000            0.904823            0.425562             0.00000            0.999903
0.0800000            0.876299            0.481507             0.00000            0.999875
0.0900000            0.844316            0.535551             0.00000            0.999842
0.100000            0.808999            0.587480             0.00000            0.999806
0.110000            0.770488            0.637090             0.00000            0.999767
0.120000            0.728934            0.684183             0.00000            0.999725
0.130000            0.684500            0.728574             0.00000            0.999680
0.140000            0.637363            0.770087             0.00000            0.999632
0.150000            0.587707            0.808557             0.00000            0.999582
0.160000            0.535729            0.843832             0.00000            0.999529
0.170000            0.481634            0.875773             0.00000            0.999474
0.180000            0.425635            0.904251             0.00000            0.999418
0.190000            0.367954            0.929155             0.00000            0.999359
0.200000            0.308817            0.950385             0.00000            0.999299
0.210000            0.248459            0.967856             0.00000            0.999238
0.220000            0.187118            0.981498             0.00000            0.999176
0.230000            0.125037            0.991258             0.00000            0.999113
0.240000           0.0624616            0.997095             0.00000            0.999049
0.250000        -0.000361381            0.998986             0.00000            0.998986
0.260000          -0.0631829            0.996922             0.00000            0.998922
0.270000           -0.125754            0.990911             0.00000            0.998859
0.280000           -0.187828            0.980976             0.00000            0.998796
0.290000           -0.249157            0.967155             0.00000            0.998733
0.300000           -0.309499            0.949503             0.00000            0.998672
0.310000           -0.368615            0.928089             0.00000            0.998612
0.320000           -0.426270            0.902997             0.00000            0.998554
0.330000           -0.482236            0.874325             0.00000            0.998497
0.340000           -0.536290            0.842188             0.00000            0.998442
0.350000           -0.588217            0.806711             0.00000            0.998390
0.360000           -0.637812            0.768035             0.00000            0.998339
0.370000           -0.684877            0.726313             0.00000            0.998292
0.380000           -0.729225            0.681709             0.00000            0.998247
0.390000           -0.770680            0.634401             0.00000            0.998205
0.400000           -0.809077            0.584576             0.00000            0.998166
0.410000           -0.844263            0.532431             0.00000            0.998130
0.420000           -0.876099            0.478173             0.00000            0.998098
0.430000           -0.904458            0.422017             0.00000            0.998069
0.440000           -0.929226            0.364186             0.00000            0.998044
0.450000           -0.950305            0.304909             0.00000            0.998023
0.460000           -0.967612            0.244421             0.00000            0.998005
0.470000           -0.981076            0.182964             0.00000            0.997991
0.480000           -0.990646            0.120779             0.00000            0.997982
0.490000           -0.996282           0.0581154             0.00000            0.997976
0.500000           -0.997963         -0.00477918             0.00000            0.997974
0.510000           -0.995681          -0.0676548             0.00000            0.997976
0.520000           -0.989445           -0.130262             0.00000            0.997983
0.530000           -0.979281           -0.192352             0.00000            0.997993
0.540000           -0.965229           -0.253678             0.00000            0.998007
0.550000           -0.947344           -0.313997             0.00000            0.998025
0.560000           -0.925699           -0.373069             0.00000            0.998047
0.570000           -0.900379           -0.430660             0.00000            0.998073
0.580000           -0.871484           -0.486542             0.00000            0.998102
0.590000           -0.839131           -0.540493             0.00000            0.998135
0.600000           -0.803448           -0.592299             0.00000            0.998171
0.610000           -0.764576           -0.641754             0.00000            0.998211
0.620000           -0.722671           -0.688663             0.00000            0.998253
